,Node 1,Node 2,R (% on 100MVA),X (% on 100MVA),B (% on 100MVA),Winter Rating (MVA),Dataframe,Node 1 bus_id,Node 2 bus_id,Voltage (kV) Node 1,Voltage (kV) Node 2,Year,Status
582,SUND42,SUND11,0.1675,8.2453,-0.6567,254,nget_tx,680,679,400,132,,
583,SUND42,SUND11,0.1675,8.2453,-0.6567,250,nget_tx,680,679,400,132,,
584,SWAN22,SWAN11,0.1646,8.0383,-0.1808,211,nget_tx,684,688,275,132,,
585,SWAN22,SWAN11,0.1923,8.2361,-0.4425,211,nget_tx,684,688,275,132,,
586,SWAN41,SWAN11,0.1303,7.8698,-0.4285,256,nget_tx,687,688,400,132,,
587,SWAN41,SWAN12,0.1303,7.8698,-0.4285,240,nget_tx,687,685,400,132,,
588,SWAN41,SWAN21,0.0182,1.5763,-0.0904,1210,nget_tx,687,681,400,275,,
589,SWAN4A,SWAN22,0.0178,1.5995,-1.2431,851,nget_tx,682,684,400,275,,
590,SWAN4B,SWAN12,0.1307,7.9515,-0.1098,240,nget_tx,683,685,400,132,,
591,TAUN41,TAUN11,0.1049,8.1792,-0.1104,240,nget_tx,691,693,400,132,,
592,TAUN42,TAUN11,0.1459,8.045,-0.2605,279,nget_tx,692,693,400,132,,
593,TEMP21,TEMP31,0.7076,26.5771,-0.0784,76,nget_tx,696,694,275,33,,
594,TEMP22,TEMP31,0.7076,26.5771,-0.0784,76,nget_tx,695,694,275,33,,
595,THOM21,THOM61,0.3985,16.203,-0.4431,122,nget_tx,703,704,275,66,,
596,THOM41,THOM21,0.0189,1.6132,-0.7226,879,nget_tx,701,703,400,275,,
597,THOM41,THOM21,0.0185,1.614,-0.5638,879,nget_tx,701,703,400,275,,
598,THOM42,THOM2A,0.0152,1.6463,-0.1118,1100,nget_tx,705,702,400,275,,
599,THOM42,THOM61,0.1844,13.1765,-0.0474,180,nget_tx,705,704,400,66,,
600,THUR21,THUR61,0.2288,10.3241,-0.0437,209,nget_tx,706,707,275,66,,
601,THUR21,THUR61,0.2288,10.3241,-0.0437,209,nget_tx,706,707,275,66,,
602,THUR21,THUR61,0.1699,10.8431,-0.0403,180,nget_tx,706,707,275,66,,
603,TILB21,TILB11,0.1004,8.1994,-0.2371,240,nget_tx,709,712,275,132,,
604,TILB21,TILB12,0.1,8.0952,-0.2374,240,nget_tx,709,718,275,132,,
605,TILB41,TILB13,0.1307,7.9515,-0.1098,240,nget_tx,713,715,400,132,,
606,TILB41,TILB14,0.1303,7.8698,-0.4285,278,nget_tx,713,719,400,132,,
607,TILB4A,TILB21,0.0376,2.1949,-10.6848,1153,nget_tx,710,709,400,275,,
608,TILB4B,TILB21,0.0117,1.591,-4.4806,1102,nget_tx,711,709,400,275,,
609,TINP21,TINP31,0.4758,20.0944,-0.4489,111,nget_tx,723,721,275,33,,
610,TINP21,TINP32,0.5083,24.0899,-0.1921,135,nget_tx,723,720,275,33,,
611,TINP22,TINP31,0.4758,20.0944,-0.4489,111,nget_tx,722,721,275,33,,
612,TINP22,TINP32,0.5083,24.0899,-0.1921,172,nget_tx,722,720,275,33,,
613,TODP21,TODP61,0.3931,16.4953,-2.1281,139,nget_tx,724,725,275,66,,
614,TODP21,TODP61,0.459,16.6187,-0.1963,101,nget_tx,724,725,275,66,,
615,TOTT21,TOTT11,0.1266,8.6449,-1.9406,265,nget_tx,727,730,275,132,,
616,TOTT22,TOTT11,0.1266,8.6449,-1.9406,265,nget_tx,731,730,275,132,,
617,TOTT23,TOTT12,0.1688,8.3316,-1.1711,265,nget_tx,729,728,275,132,,
618,TOTT24,TOTT12,0.179,8.3648,-4.7616,198,nget_tx,733,728,275,132,,
619,TRAW21,TRAW11,0.0937,8.437,-0.1095,150,nget_tx,735,734,275,132,,
620,TRAW41,TRAW21,0.0132,1.6756,-0.4337,966,nget_tx,736,735,400,275,,
621,TRAW41,TRAW21,0.021,1.669,-12.6082,888,nget_tx,736,735,400,275,,
622,TREM21,TREM31,0.4636,17.894,-0.1238,116,nget_tx,738,737,275,33,,
623,TREM21,TREM31,0.593,20.7915,-0.122,115,nget_tx,738,737,275,33,,
624,TYNE21,TYNE11,0.1221,8.0467,-0.0391,279,nget_tx,747,748,275,132,,
625,TYNE21,TYNE11,0.1411,8.6331,-0.2264,267,nget_tx,747,748,275,132,,
626,TYNE21,TYNE51,1.2306,53.1493,-0.0143,44,nget_tx,747,746,275,11,,
627,TYNE2A,TYNE51,1.2306,53.1493,-0.0143,44,nget_tx,745,746,275,11,,
628,UPPB21,UPPB31,0.5107,17.9527,-0.2251,105,nget_tx,751,750,275,33,,
629,UPPB21,UPPB31,0.4636,17.894,-0.1238,105,nget_tx,751,750,275,33,,
630,UPPB22,UPPB11,0.0979,8.4411,-0.0271,262,nget_tx,752,749,275,132,,
631,UPPB22,UPPB11,0.097,8.457,-0.0263,222,nget_tx,752,749,275,132,,
632,USKM21,ALST31,0.5135,18.2228,-0.5477,116,nget_tx,754,11,275,33,,
633,USKM21,ALST32,0.5107,17.9527,-0.2251,116,nget_tx,754,12,275,33,,
634,USKM21,USKM11,0.1221,8.0467,-0.0391,312,nget_tx,754,755,275,132,,
635,USKM21,USKM11,0.1221,8.0467,-0.0391,263,nget_tx,754,755,275,132,,
636,USKM21,USKM12,0.1221,8.0467,-0.0391,263,nget_tx,754,753,275,132,,
637,WALH41,PORH11,0.103,7.9231,-0.0638,266,nget_tx,758,557,400,132,,
638,WALH41,PORH11,0.1471,8.4008,-0.1719,253,nget_tx,758,557,400,132,,
639,WALH41,PORH11,0.1036,7.8597,-0.0784,240,nget_tx,758,557,400,132,,
640,WALH41,PORH11,0.1372,8.0197,-0.1238,240,nget_tx,758,557,400,132,,
641,WALP41,WALP11,0.1042,7.891,-0.4318,274,nget_tx,760,759,400,132,,
642,WALP41,WALP11,0.1304,7.9364,-0.479,278,nget_tx,760,759,400,132,,
643,WALP41,WALP11,0.1509,8.2849,-0.3279,275,nget_tx,760,759,400,132,,
644,WALP41,WALP11,0.1621,8.0984,-0.0747,275,nget_tx,760,759,400,132,,
645,WALP41,WALP11,0.1759,7.9134,-0.4285,274,nget_tx,760,759,400,132,,
646,WARL21,WARL11,0.1266,8.6449,-1.9406,278,nget_tx,769,768,275,132,,
647,WARL21,WARL11,0.1266,8.6449,-1.9406,278,nget_tx,769,768,275,132,,
648,WARL21,WARL11,0.1266,8.6449,-1.9406,264,nget_tx,769,768,275,132,,
649,WASF2A,WASF1A,0.197,7.9698,-0.2553,207,nget_tx,770,772,275,132,,
650,WASF2B,WASF1B,0.197,7.9698,-0.2553,207,nget_tx,773,771,275,132,,
651,WATS21,WATS11,0.1382,8.1742,-0.1786,279,nget_tx,776,777,275,132,,
652,WATS21,WATS12,0.3567,11.136,-0.7303,127,nget_tx,776,775,275,132,,
653,WATS21,WATS12,0.3567,11.136,-0.7303,126,nget_tx,776,775,275,132,,
654,WATS22,WATS11,0.1392,8.4361,-0.781,266,nget_tx,774,777,275,132,,
655,WATS22,WATS11,0.1923,8.081,-1.4418,189,nget_tx,774,777,275,132,,
656,WBOL21,WBOL61,0.1809,10.9763,-0.023,180,nget_tx,780,779,275,66,,
657,WBOL21,WBOL61,0.4736,16.5344,-0.54,134,nget_tx,780,779,275,66,,
658,WBOL21,WBOL61,0.3726,16.7215,-0.6945,127,nget_tx,780,779,275,66,,
659,WBOL21,WBOL61,0.3726,16.7215,-0.6945,127,nget_tx,780,779,275,66,,
660,WBUR42,WBUR11,0.1175,8.6648,-0.4173,263,nget_tx,783,782,400,132,,
661,WBUR42,WBUR12,0.1175,8.6648,-0.4173,265,nget_tx,783,784,400,132,,
662,WHAM41,WHAM11,0.103,7.9231,-0.0638,263,nget_tx,802,806,400,132,,
663,WHAM41,WHAM12,0.103,7.9231,-0.0638,271,nget_tx,802,803,400,132,,
664,WHAM41,WHAM12,0.1057,7.9352,-0.339,263,nget_tx,802,803,400,132,,
665,WHAM41,WHAM4A,0.001,0.35,0.0,2000,nget_tx,802,804,400,400,,
666,WHAM41,WHAM4B,0.001,0.35,0.0,2000,nget_tx,802,805,400,400,,
667,WHGA21,WHGA11,0.1623,8.097,-1.5978,279,nget_tx,809,810,275,132,,
668,WHGA21,WHGA11,0.1623,8.097,-1.5978,279,nget_tx,809,810,275,132,,
669,WHGA21,WHGA11,0.1623,8.097,-1.5978,279,nget_tx,809,810,275,132,,
670,WHSO21,WHSO2A,0.005,0.463,0.0,750,nget_tx,818,815,275,275,,
671,WHSO21,WHSO31,0.5913,19.1375,-0.4269,100,nget_tx,818,817,275,33,,
672,WHSO21,WHSO31,0.5913,19.1375,-0.4269,100,nget_tx,818,817,275,33,,
673,WHSO21,WHSO32,0.5913,19.1375,-0.4269,100,nget_tx,818,812,275,33,,
674,WHSO22,WHSO2B,0.005,0.463,0.0,750,nget_tx,811,813,275,275,,
675,WHSO22,WHSO32,0.5913,19.0842,-0.4269,100,nget_tx,811,812,275,33,,
676,WHSO41,WHSO22,0.0185,1.614,-0.5638,886,nget_tx,816,811,400,275,,
677,WIBA21,WIBA31,0.6006,25.9931,-0.0335,114,nget_tx,841,842,275,33,,
678,WIBA21,WIBA31,0.6006,25.9931,-0.0335,114,nget_tx,841,842,275,33,,
679,WIEN2A,WIEN11,0.1,8.1202,-0.2373,240,nget_tx,821,819,275,132,,
680,WIEN2B,WIEN11,0.1366,8.0648,-0.0471,296,nget_tx,820,819,275,132,,
681,WILE41,WILL11,0.1046,7.8493,-0.0881,271,nget_tx,831,829,400,132,,
682,WILE41,WILL11,0.1303,7.8698,-0.4285,269,nget_tx,831,829,400,132,,
683,WILE41,WILL12,0.1035,8.3458,-0.0962,278,nget_tx,831,830,400,132,,
684,WILE41,WILL21,0.0268,2.7989,-0.3188,686,nget_tx,831,828,400,275,,
685,WILL21,WILL11,0.2847,12.2467,-1.4346,140,nget_tx,828,829,275,132,,
686,WILL21,WILL12,0.2847,12.2467,-1.4346,140,nget_tx,828,830,275,132,,
687,WILT2A,GRST61,0.3151,12.4456,-0.1391,207,nget_tx,832,270,275,66,,
688,WILT2B,GRST61,0.3151,12.4456,-0.1391,207,nget_tx,833,270,275,66,,
689,WILT2C,GRST61,0.2275,10.8456,-0.0697,198,nget_tx,834,270,275,66,,
690,WILT2D,GRST61,0.2972,12.4333,-0.1533,206,nget_tx,835,270,275,66,,
691,WIMB41,WIMB11,0.1366,7.753,-0.4285,240,nget_tx,836,839,400,132,,
692,WIMB41,WIMB11,0.1303,7.8698,-0.4285,240,nget_tx,836,839,400,132,,
693,WIMB41,WIMB11,0.1303,7.8698,-0.4285,240,nget_tx,836,839,400,132,,
694,WIMB41,WIMB11,0.1354,7.753,-0.4285,240,nget_tx,836,839,400,132,,
695,WIMB41,WIMB11,0.1303,7.8698,-0.4285,240,nget_tx,836,839,400,132,,
696,WIMB41,WIMB21,0.014,2.6567,-0.1528,950,nget_tx,836,837,400,275,,
697,WISD21,WISD11,0.1845,7.8956,-0.1938,240,nget_tx,822,827,275,132,,
698,WISD21,WISD11,0.167,7.9774,-0.2092,257,nget_tx,822,827,275,132,,
699,WISD21,WISD11,0.167,7.9774,-0.2092,240,nget_tx,822,827,275,132,,
700,WISD21,WISD11,0.0723,8.433,-0.2375,240,nget_tx,822,827,275,132,,
701,WISD21,WISD2A,0.002,0.6673,0.0,750,nget_tx,822,824,275,275,,
702,WISD21,WISD61,0.3204,14.3298,-0.2424,201,nget_tx,822,826,275,66,,
703,WISD21,WISD61,0.3204,14.3298,-0.2424,200,nget_tx,822,826,275,66,,
704,WISD21,WISD61,0.3204,14.3298,-0.2424,200,nget_tx,822,826,275,66,,
705,WISD41,WISD21,0.0152,1.6463,-0.1118,949,nget_tx,825,822,400,275,,
706,WISD42,WISD21,0.0152,1.6463,-0.1118,949,nget_tx,823,822,400,275,,
707,WMEL21,WMEL11,0.2264,12.2479,-0.6062,130,nget_tx,785,787,275,132,,
708,WMEL21,WMEL11,0.2264,12.2479,-0.6062,130,nget_tx,785,787,275,132,,
709,WMEL21,WMEL11,0.2264,12.2479,-0.6062,129,nget_tx,785,787,275,132,,
710,WMEL21,WMEL11,0.2264,12.2479,-0.6062,129,nget_tx,785,787,275,132,,
711,WMEL21,WMEL12,0.1492,8.2209,-0.7333,199,nget_tx,785,786,275,132,,
712,WMEL21,WMEL12,0.1492,8.2209,-0.7333,199,nget_tx,785,786,275,132,,
713,WMEL21,WMEL12,0.1923,8.2361,-0.4425,197,nget_tx,785,786,275,132,,
714,WTHU4A,WTHU31,0.5201,31.2457,-0.1063,100,nget_tx,793,792,400,33,,
715,WTHU4B,WTHU31,0.5201,31.2457,-0.1063,100,nget_tx,791,792,400,33,,
716,WWEY21,WWEY11,0.2188,8.097,-1.9861,280,nget_tx,797,800,275,132,,
717,WWEY21,WWEY12,0.1382,8.4614,-0.1786,250,nget_tx,797,795,275,132,,
718,WWEY22,WWEY12,0.1382,8.4489,-0.1786,240,nget_tx,799,795,275,132,,
719,WWEY4A,WWEY21,0.017,1.6132,-5.1203,750,nget_tx,796,797,400,275,,
720,WWEY4A,WWEY22,0.0185,1.614,-0.5638,886,nget_tx,796,799,400,275,,
721,WWEY4B,WWEY21,0.0178,1.5995,-1.2431,845,nget_tx,798,797,400,275,,
722,WWEY4B,WWEY2A,0.0178,1.5995,-1.2431,845,nget_tx,798,801,400,275,,
723,WYLF41,WYLF11,0.1509,8.2849,-0.3279,276,nget_tx,843,844,400,132,,
724,WYLF41,WYLF11,0.1509,8.2849,-0.3279,276,nget_tx,843,844,400,132,,
725,WYLF41,WYLF11,0.1229,8.3873,-0.1147,269,nget_tx,843,844,400,132,,
726,WYMO41,WYMO11,0.1303,7.8698,-0.4285,273,nget_tx,846,845,400,132,,
727,WYMO41,WYMO11,0.1509,8.2849,-0.3279,273,nget_tx,846,845,400,132,,
728,WYMO41,WYMO11,0.1509,8.2849,-0.3279,273,nget_tx,846,845,400,132,,
729,WYMO41,WYMO11,0.1303,7.8698,-0.4285,273,nget_tx,846,845,400,132,,
730,BARK22,BARK11,0.1183,8.3927,-0.2368,240,nget_tx_changes,24,25,275,132,2023.0,Addition
731,BRIN41,BRIN22,0.0133,1.5936,-1.2059,1100,nget_tx_changes,97,98,400,275,2023.0,Addition
732,BRWA4A,BRWA11,0.1047,8.2285,-0.0886,240,nget_tx_changes,85,81,400,132,2023.0,Addition
733,CITR41,CITR12,0.1132,8.2492,-0.1115,278,nget_tx_changes,151,149,400,132,2023.0,Addition
734,IVER4A,IVER22,0.0133,1.5936,-1.2059,1100,nget_tx_changes,346,350,400,275,2023.0,Addition
735,LALE21,LALE31,0.4848,24.6692,-0.018,120,nget_tx_changes,389,391,275,33,2023.0,Addition
736,LALE21,LALE31,0.4848,24.6692,-0.018,120,nget_tx_changes,389,391,275,33,2023.0,Addition
737,LHOR4A,LHOR11,0.1373,8.1976,-0.1719,240,nget_tx_changes,409,411,400,132,2023.0,Addition
738,LHOR4B,LHOR11,0.1307,7.9515,-0.1098,240,nget_tx_changes,410,411,400,132,2023.0,Addition
739,OLDB2A,OLDB11,0.1594,8.6081,-0.2215,261,nget_tx_changes,513,512,275,132,2023.0,Addition
740,SAFO41,SAFO11,0.1054,8.1656,-0.1095,240,nget_tx_changes,611,610,400,132,2023.0,Addition
741,SAFO41,SAFO11,0.1054,8.1606,-0.1098,240,nget_tx_changes,611,610,400,132,2023.0,Addition
742,TRAW21,TRAW11,0.1004,8.1994,-0.2371,240,nget_tx_changes,735,734,275,132,2023.0,Addition
743,WHAM41,WHAM11,0.1057,7.9352,-0.339,264,nget_tx_changes,802,806,400,132,2023.0,Addition
744,WWEY22,WWEY11,0.1007,8.1333,-0.2371,240,nget_tx_changes,799,800,275,132,2023.0,Addition
745,BRWA41,BRWA11,0.1047,8.2285,-0.0886,240,nget_tx_changes,87,81,400,132,2024.0,Addition
746,CITR41,CITR12,0.1132,8.2492,-0.1115,278,nget_tx_changes,151,149,400,132,2024.0,Addition
747,COVE21,COVE12,0.1004,8.1994,-0.2371,240,nget_tx_changes,162,161,275,132,2024.0,Addition
748,MILH21,MILH11,0.1004,8.1994,-0.2371,240,nget_tx_changes,451,449,275,132,2024.0,Addition
749,WIMB41,WIMB11,0.1303,7.8698,-0.4285,240,nget_tx_changes,836,839,400,132,2024.0,Addition
750,WIMB41,WIMB21,0.014,2.6567,-0.1528,950,nget_tx_changes,836,837,400,275,2024.0,Addition
751,BENR41,BENR11,0.1303,7.8698,-0.4285,240,nget_tx_changes,37,38,400,132,2026.0,Addition
752,BENR41,BENR11,0.1303,7.8698,-0.4285,240,nget_tx_changes,37,38,400,132,2026.0,Addition
753,CITR41,CITR11,0.1132,8.2492,-0.1115,278,nget_tx_changes,151,150,400,132,2026.0,Addition
754,HARG41,HARG11,0.148,7.4973,-0.3849,240,nget_tx_changes,300,299,400,132,2026.0,Addition
755,HARG41,HARG11,0.148,7.4973,-0.3849,240,nget_tx_changes,300,299,400,132,2026.0,Addition
756,HARG41,HARG11,0.148,7.4973,-0.3849,240,nget_tx_changes,300,299,400,132,2026.0,Addition
757,HARG41,HARG11,0.148,7.4973,-0.3849,240,nget_tx_changes,300,299,400,132,2026.0,Addition
758,HARG41,HARG11,0.148,7.4973,-0.3849,240,nget_tx_changes,300,299,400,132,2026.0,Addition
759,HARG41,HARG11,0.148,7.4973,-0.3849,240,nget_tx_changes,300,299,400,132,2026.0,Addition
760,HARG41,HARK21,0.0152,1.6463,-0.1118,1100,nget_tx_changes,300,292,400,275,2026.0,Addition
761,HARG41,HARK21,0.0152,1.6463,-0.1118,1100,nget_tx_changes,300,292,400,275,2026.0,Addition
762,NEWX41,NEWX21,0.0132,1.4627,-2.0624,1100,nget_tx_changes,476,478,400,275,2026.0,Addition
763,NEWX4A,NEWX21,0.0132,1.4627,-2.0624,1100,nget_tx_changes,473,478,400,275,2026.0,Addition
764,BRIM4C,BRIM11,0.1264,7.974,-0.1303,262,nget_tx_changes,90,89,400,132,2028.0,Addition
765,BRIM4D,BRIM11,0.1264,7.974,-0.1303,262,nget_tx_changes,94,89,400,132,2028.0,Addition
766,HACK41,HACK61,0.1529,12.1324,-0.0623,278,nget_tx_changes,282,281,400,66,2028.0,Addition
767,HACK41,HACK61,0.1529,12.1324,-0.0623,278,nget_tx_changes,282,281,400,66,2028.0,Addition
768,HARG41,HARG11,0.0152,1.6463,-0.1118,1100,nget_tx_changes,300,299,400,132,2028.0,Addition
769,HAWP41,HAWP21,0.0132,1.6756,-0.4337,1000,nget_tx_changes,305,308,400,275,2028.0,Addition
770,MONF42,MONF22,0.0176,1.5828,-0.1018,1000,nget_tx_changes,460,457,400,275,2028.0,Addition
771,MONF42,MONF2A,0.0152,1.6463,-0.1118,1100,nget_tx_changes,460,458,400,275,2028.0,Addition
772,MONF42,MONF2A,0.0152,1.6463,-0.1118,1100,nget_tx_changes,460,458,400,275,2028.0,Addition
773,MONF42,MONF2B,0.0152,1.6463,-0.1118,1100,nget_tx_changes,460,462,400,275,2028.0,Addition
774,MONF42,MONF2B,0.0152,1.6463,-0.1118,1100,nget_tx_changes,460,462,400,275,2028.0,Addition
775,PELH41,PELH4A,0.0071,0.2875,0.0,2750,nget_tx_changes,526,528,400,400,2028.0,Addition
776,PELH41,PELH4B,0.0071,0.2875,0.0,2750,nget_tx_changes,526,529,400,400,2028.0,Addition
777,TWIN4A,TWIN11,0.1373,8.1976,-0.1719,278,nget_tx_changes,742,743,400,132,2028.0,Addition
778,TWIN4B ,TWIN11,0.1373,8.1976,-0.1719,278,nget_tx_changes,741,743,400,132,2028.0,Addition
779,WALX41,WALX2A,0.0176,1.5828,-0.1018,1136,nget_tx_changes,762,764,400,275,2028.0,Addition
780,WALX41,WALX2B,0.0176,1.5828,-0.1018,1136,nget_tx_changes,762,763,400,275,2028.0,Addition
781,YORK4A,OVER21,0.0152,1.6463,-0.1118,1100,nget_tx_changes,847,520,400,275,2028.0,Addition
782,YORK4A,OVER21,0.0152,1.6463,-0.1118,1100,nget_tx_changes,847,520,400,275,2028.0,Addition
783,YORK4B,OVER21,0.0152,1.6463,-0.1118,1100,nget_tx_changes,848,520,400,275,2028.0,Addition
784,YORK4B,OVER21,0.0152,1.6463,-0.1118,1100,nget_tx_changes,848,520,400,275,2028.0,Addition
