,Node 1,Node 2,R (% on 100MVA),X (% on 100MVA),B (% on 100MVA),Winter Rating (MVA),Dataframe,Node 1 bus_id,Node 2 bus_id,Voltage (kV) Node 1,Voltage (kV) Node 2,Year,Status
286,IRON41,IRON12,0.1557,8.3736,-0.4146,277,nget_tx,342,340,400,132,,
287,IRON41,IRON13,0.1372,8.0197,-0.1238,278,nget_tx,342,343,400,132,,
288,IVER21,IVER11,0.1366,8.0648,-0.0471,279,nget_tx,349,347,275,132,,
289,IVER21,IVER11,0.1221,8.0467,-0.0391,279,nget_tx,349,347,275,132,,
290,IVER21,IVER11,0.1366,8.0648,-0.0471,265,nget_tx,349,347,275,132,,
291,IVER21,IVER61,0.2856,11.1999,-2.5672,153,nget_tx,349,345,275,66,,
292,IVER21,IVER61,0.3931,16.4953,-2.1281,125,nget_tx,349,345,275,66,,
293,IVER21,IVER61,0.3931,16.4953,-2.1281,125,nget_tx,349,345,275,66,,
294,IVER22,IVER11,0.1366,8.0648,-0.0471,279,nget_tx,350,347,275,132,,
295,IVER22,IVER61,0.2856,11.1999,-2.5672,153,nget_tx,350,345,275,66,,
296,IVER4A,IVER21,0.0176,1.5828,-0.1018,1135,nget_tx,346,349,400,275,,
297,IVER4B,IVER21,0.0326,2.3798,-3.9003,500,nget_tx,348,349,400,275,,
298,IVER4B,IVER2A,0.0132,1.4627,-2.0624,841,nget_tx,348,351,400,275,,
299,JORD21,JORD31,0.593,20.7915,-0.122,110,nget_tx,353,352,275,33,,
300,JORD21,JORD31,0.593,20.7915,-0.122,110,nget_tx,353,352,275,33,,
301,KEAD41,KEAD11,0.1621,8.0984,-0.0747,256,nget_tx,355,360,400,132,,
302,KEAD41,KEAD11,0.1302,8.4532,-10.3672,240,nget_tx,355,360,400,132,,
303,KEAD42,KEAD11,0.1118,8.3874,-0.0906,278,nget_tx,361,360,400,132,,
304,KEAD4C,KEAD41,0.0002,0.4178,0.0,2750,nget_tx,356,355,400,400,,
305,KEAD4D,KEAD41,0.0002,0.2873,0.0,2750,nget_tx,358,355,400,400,,
306,KEAR21,KEAR11,0.1266,8.6449,-1.9406,278,nget_tx,363,365,275,132,,
307,KEAR21,KEAR11,0.1266,8.6449,-1.9406,278,nget_tx,363,365,275,132,,
308,KEAR21,KEAR11,0.1266,8.6449,-1.9406,278,nget_tx,363,365,275,132,,
309,KEAR21,KEAR11,0.1041,8.1035,-0.0269,257,nget_tx,363,365,275,132,,
310,KEAR21,KEAR31,0.4848,24.6692,-0.018,96,nget_tx,363,362,275,33,,
311,KEAR21,KEAR31,0.4848,24.6692,-0.018,96,nget_tx,363,362,275,33,,
312,KEAR41,KEAR21,0.0117,1.591,-4.4806,1098,nget_tx,364,363,400,275,,
313,KEAR41,KEAR21,0.0175,1.5879,-4.0069,1000,nget_tx,364,363,400,275,,
314,KEMS41,KEMS11,0.1658,8.426,-0.2939,268,nget_tx,368,369,400,132,,
315,KEMS41,KEMS11,0.1139,8.1036,-2.059,264,nget_tx,368,369,400,132,,
316,KEMS41,KEMS4A,0.0071,0.2875,0.0,2750,nget_tx,368,367,400,400,,
317,KEMS41,KEMS4B,0.0071,0.2875,0.0,2750,nget_tx,368,366,400,400,,
318,KEMS41,SHEE11,0.1621,8.0984,-0.0747,236,nget_tx,368,624,400,132,,
319,KIBY21,KIBY11,0.1221,8.0467,-0.0391,279,nget_tx,375,374,275,132,,
320,KIBY21,KIBY11,0.1221,8.0467,-0.0391,279,nget_tx,375,374,275,132,,
321,KIBY21,KIBY11,0.1392,8.4361,-0.781,279,nget_tx,375,374,275,132,,
322,KIBY21,KIBY11,0.1594,8.6081,-0.2215,261,nget_tx,375,374,275,132,,
323,KIBY21,KIBY11,0.1681,8.3396,-1.4878,211,nget_tx,375,374,275,132,,
324,KINO41,KINO11,0.1301,7.8864,-0.5157,278,nget_tx,373,372,400,132,,
325,KINO41,KINO11,0.1758,8.1226,-0.2746,269,nget_tx,373,372,400,132,,
326,KIRK21,KIRK11,0.1366,8.0648,-0.0471,279,nget_tx,377,376,275,132,,
327,KIRK21,KIRK11,0.1575,8.0988,-0.027,266,nget_tx,377,376,275,132,,
328,KIRK21,KIRK11,0.1147,8.673,-0.0358,264,nget_tx,377,376,275,132,,
329,KIRK21,KIRK2A,0.002,0.9802,0.0,760,nget_tx,377,378,275,275,,
330,KITW21,KITW11,0.1688,8.3316,-1.1711,279,nget_tx,380,379,275,132,,
331,KITW21,KITW11,0.1688,8.3316,-1.1711,279,nget_tx,380,379,275,132,,
332,KITW21,KITW11,0.1688,8.3316,-1.1711,279,nget_tx,380,379,275,132,,
333,KITW21,KITW11,0.1688,8.3316,-1.1711,279,nget_tx,380,379,275,132,,
334,KNAR21,KNAR11,0.1441,8.6238,-0.2707,240,nget_tx,381,382,275,132,,
335,KNAR21,KNAR11,0.1441,8.6238,-0.2707,240,nget_tx,381,382,275,132,,
336,LACK21,GRTO61,0.262,16.5813,-0.4096,133,nget_tx,387,266,275,66,,
337,LACK21,GRTO61,0.262,16.5813,-0.4096,133,nget_tx,387,266,275,66,,
338,LACK21,LACK61,0.3726,16.7215,-0.6945,128,nget_tx,387,383,275,66,,
339,LACK21,LACK61,0.4736,16.5344,-0.54,126,nget_tx,387,383,275,66,,
340,LACK21,LACK61,0.3726,16.7215,-0.6945,126,nget_tx,387,383,275,66,,
341,LACK41,LACK21,0.0174,1.598,-0.1503,1154,nget_tx,386,387,400,275,,
342,LACK41,LACK21,0.0175,1.5879,-4.0069,1100,nget_tx,386,387,400,275,,
343,LACK41,LACK2A,0.0152,1.6463,-0.1118,1185,nget_tx,386,388,400,275,,
344,LACK41,LACK2B,0.0182,1.5763,-0.0904,1210,nget_tx,386,384,400,275,,
345,LALE21,LALE11,0.1266,8.6449,-1.9406,278,nget_tx,389,390,275,132,,
346,LALE21,LALE11,0.1266,8.6449,-1.9406,278,nget_tx,389,390,275,132,,
347,LALE21,LALE11,0.1954,8.0796,-0.2295,201,nget_tx,389,390,275,132,,
348,LALE21,LALE11,0.196,8.3446,-0.7059,200,nget_tx,389,390,275,132,,
349,LAND41,LAND11,0.1372,8.0197,-0.1238,278,nget_tx,392,393,400,132,,
350,LAND41,LAND11,0.148,7.4973,-0.3849,278,nget_tx,392,393,400,132,,
351,LAND42,LAND11,0.1057,7.9352,-0.339,263,nget_tx,394,393,400,132,,
352,LEGA41,LEGA11,0.1372,8.0197,-0.1238,278,nget_tx,397,399,400,132,,
353,LEGA41,LEGA11,0.1372,8.0197,-0.1238,278,nget_tx,397,399,400,132,,
354,LEGA41,LEGA11,0.1175,8.6648,-0.4173,263,nget_tx,397,399,400,132,,
355,LEGA41,LEGA11,0.1303,7.8698,-0.4285,240,nget_tx,397,399,400,132,,
356,LEGA4A,LEGA41,0.001,0.35,0.0,2002,nget_tx,400,397,400,400,,
357,LEGA4B,LEGA41,0.001,0.35,0.0,2002,nget_tx,398,397,400,400,,
358,LEIS4A,LEIS11,0.1057,7.8601,-0.432,272,nget_tx,404,403,400,132,,
359,LISD21,LISD11,0.1221,8.0467,-0.0391,279,nget_tx,406,405,275,132,,
360,LISD21,LISD11,0.1441,8.6238,-0.2707,266,nget_tx,406,405,275,132,,
361,LISD21,LISD11,0.1441,8.6238,-0.2707,266,nget_tx,406,405,275,132,,
362,LISD21,LISD11,0.1266,8.6449,-1.9406,262,nget_tx,406,405,275,132,,
363,LITT41,LITT11,0.0997,8.0088,-0.093,267,nget_tx,412,413,400,132,,
364,LITT41,LITT11,0.1621,8.0984,-0.0747,253,nget_tx,412,413,400,132,,
365,LITT41,LITT11,0.103,7.9231,-0.0638,240,nget_tx,412,413,400,132,,
366,LITT41,LITT2A,0.014,2.6567,-0.1528,1028,nget_tx,412,414,400,275,,
367,LITT41,LITT2B,0.014,2.6567,-0.1528,1028,nget_tx,412,415,400,275,,
368,LOVE41,LOVE11,0.1303,7.8698,-0.4285,278,nget_tx,421,422,400,132,,
369,LOVE41,LOVE11,0.1042,7.831,0.0,240,nget_tx,421,422,400,132,,
370,LOVE41,LOVE12,0.1758,8.1226,-0.2746,274,nget_tx,421,420,400,132,,
371,LOVE41,LOVE12,0.1847,8.1296,-0.2979,269,nget_tx,421,420,400,132,,
372,MACC21,MACC31,0.688,24.5904,-0.1031,113,nget_tx,424,426,275,33,,
373,MACC21,MACC31,0.688,24.5904,-0.1031,113,nget_tx,424,426,275,33,,
374,MACC41,MACC21,0.018,1.6146,-1.5533,884,nget_tx,425,424,400,275,,
375,MAGA21,GRAN61,0.1642,10.921,-0.0326,207,nget_tx,430,265,275,66,,
376,MAGA21,GRAN61,0.1757,10.5541,-0.0326,205,nget_tx,430,265,275,66,,
377,MANN41,MANN11,0.1759,7.9134,-0.267,279,nget_tx,428,427,400,132,,
378,MANN41,MANN11,0.1758,8.1226,-0.2746,272,nget_tx,428,427,400,132,,
379,MANN41,MANN11,0.1758,8.1226,-0.2746,272,nget_tx,428,427,400,132,,
380,MANN41,MANN11,0.1326,8.774,-0.7141,259,nget_tx,428,427,400,132,,
381,MANN41,MANN11,0.1303,7.8698,-0.4285,278,nget_tx,428,427,400,132,,
382,MELK41,MELK11,0.1184,8.3643,-0.0435,278,nget_tx,438,441,400,132,,
383,MELK41,MELK11,0.1184,8.3643,-0.0435,278,nget_tx,438,441,400,132,,
384,MELK41,MELK11,0.1184,8.3643,-0.0435,278,nget_tx,438,441,400,132,,
385,MELK41,MELK11,0.1041,7.8535,-0.0851,240,nget_tx,438,441,400,132,,
386,MELK41,MELK2A,0.017,1.6132,-5.1203,750,nget_tx,438,439,400,275,,
387,MELK41,MELK2B,0.0,1.692,0.0,886,nget_tx,438,440,400,275,,
388,MILH2A,MILH11,0.1266,8.6449,-1.9406,264,nget_tx,447,449,275,132,,
389,MILH2A,MILH11,0.179,8.3648,-4.7616,211,nget_tx,447,449,275,132,,
390,MILH2B,MILH12,0.179,8.3648,-4.7616,199,nget_tx,450,448,275,132,,
391,MITY41,MITY11,0.1139,8.1036,-2.059,263,nget_tx,454,455,400,132,,
392,MITY41,MITY11,0.122,8.1963,-0.2446,240,nget_tx,454,455,400,132,,
393,MITY41,MITY12,0.1057,7.9352,-0.339,263,nget_tx,454,453,400,132,,
394,MITY41,MITY12,0.137,7.9818,-0.1471,240,nget_tx,454,453,400,132,,
395,MONF41,MONF21,0.0181,1.6409,-0.1418,1100,nget_tx,456,461,400,275,,
396,MONF41,MONF22,0.0181,1.6409,-0.1418,1100,nget_tx,456,457,400,275,,
397,MONF4A,MONF21,0.0176,1.5828,-0.1018,1138,nget_tx,459,461,400,275,,
398,NECH21,NECH11,0.1411,8.6331,-0.2264,270,nget_tx,463,465,275,132,,
399,NECH21,NECH11,0.1411,8.6331,-0.2264,269,nget_tx,463,465,275,132,,
400,NECH21,NECH12,0.1411,8.6331,-0.2264,272,nget_tx,463,464,275,132,,
401,NECH21,NECH12,0.1411,8.6331,-0.2264,267,nget_tx,463,464,275,132,,
402,NEEP21,NEEP31,0.5083,24.0899,-0.1921,120,nget_tx,471,469,275,33,,
403,NEEP21,NEEP31,0.5083,24.0899,-0.1921,120,nget_tx,471,469,275,33,,
404,NEEP4A,NEEP21,0.021,1.669,-12.6082,1100,nget_tx,470,471,400,275,,
405,NEWX21,NEWX11,0.1338,8.0531,-0.1824,279,nget_tx,478,477,275,132,,
406,NEWX21,NEWX11,0.1338,8.0531,-0.1824,279,nget_tx,478,477,275,132,,
407,NEWX21,NEWX11,0.1053,8.0451,-0.0277,240,nget_tx,478,477,275,132,,
408,NEWX21,NEWX61,0.2188,10.8367,-0.1908,180,nget_tx,478,472,275,66,,
409,NEWX21,NEWX61,0.3204,14.3298,-0.2424,180,nget_tx,478,472,275,66,,
410,NEWX21,NEWX62,0.2972,12.4333,-0.1533,209,nget_tx,478,475,275,66,,
411,NEWX21,NEWX62,0.1868,10.9484,-0.0207,180,nget_tx,478,475,275,66,,
412,NFLE41,NFLE11,0.139,8.0987,-0.1363,268,nget_tx,485,483,400,132,,
413,NFLE41,NFLE11,0.139,8.0987,-0.1363,261,nget_tx,485,483,400,132,,
414,NFLE41,NFLE12,0.139,8.0987,-0.1363,269,nget_tx,485,484,400,132,,
415,NFLE41,NFLE12,0.139,8.0987,-0.1363,260,nget_tx,485,484,400,132,,
416,NHYD2A,NHYD61,0.3062,11.0235,-0.4552,187,nget_tx,487,482,275,66,,
417,NHYD2B,NHYD61,0.2364,13.3312,-0.1908,187,nget_tx,486,482,275,66,,
418,NHYD2B,NHYD61,0.3062,11.0235,-0.4552,180,nget_tx,486,482,275,66,,
419,NINF41,NINF11,0.1303,7.8698,-0.4285,278,nget_tx,480,479,400,132,,
420,NINF41,NINF11,0.1658,8.4025,-1.5604,273,nget_tx,480,479,400,132,,
421,NINF41,NINF12,0.1658,8.4025,-1.5604,273,nget_tx,480,481,400,132,,
422,NINF41,NINF12,0.1509,7.9378,-0.9251,253,nget_tx,480,481,400,132,,
423,NORL2A,NORL31,0.545,19.7925,-0.1407,114,nget_tx,491,493,275,33,,
424,NORL2B,NORL31,0.545,19.7925,-0.1407,114,nget_tx,492,493,275,33,,
425,NORM41,NORM11,0.1264,8.4534,-0.357,277,nget_tx,497,495,400,132,,
426,NORM41,NORM11,0.1307,7.9515,-0.1098,240,nget_tx,497,495,400,132,,
427,NORM41,NORM12,0.1118,8.3874,-0.0906,278,nget_tx,497,498,400,132,,
428,NORM41,NORM1A,0.1509,7.9378,-0.9251,253,nget_tx,497,494,400,132,,
429,NORM41,NORM1B,0.1509,7.9378,-0.9251,267,nget_tx,497,496,400,132,,
430,NORT21,NORT11,0.1748,8.3565,-0.2684,280,nget_tx,490,489,275,132,,
431,NORT21,NORT11,0.1594,8.6081,-0.2215,262,nget_tx,490,489,275,132,,
432,NORT21,NORT11,0.1594,8.6081,-0.2215,262,nget_tx,490,489,275,132,,
433,NORT21,NORT11,0.1748,8.3565,-0.2684,240,nget_tx,490,489,275,132,,
434,NORT41,NORT21,0.0186,1.5729,-7.729,1136,nget_tx,488,490,400,275,,
435,NORT41,NORT21,0.0117,1.591,-4.4806,1133,nget_tx,488,490,400,275,,
436,NURS41,NURS11,0.1471,8.4008,-0.1719,253,nget_tx,502,503,400,132,,
437,NURS41,NURS11,0.1471,8.4008,-0.1719,252,nget_tx,502,503,400,132,,
438,NURS4A,NURS11,0.103,7.9231,-0.0638,262,nget_tx,501,503,400,132,,
439,OCKH21,OCKH11,0.1221,8.0467,-0.0391,279,nget_tx,506,504,275,132,,
440,OCKH21,OCKH11,0.1221,8.0467,-0.0391,279,nget_tx,506,504,275,132,,
441,OCKH21,OCKH11,0.179,8.3648,-4.7616,202,nget_tx,506,504,275,132,,
442,OCKH21,OCKH2A,0.0104,0.867,-4.0354,760,nget_tx,506,505,275,275,,
443,OFFE21,OFFE31,0.5135,18.2228,-0.5477,100,nget_tx,508,507,275,33,,
444,OFFE21,OFFE32,0.5135,18.2228,-0.5477,115,nget_tx,508,509,275,33,,
445,OLDB21,OLDB11,0.1594,8.6081,-0.2215,261,nget_tx,511,512,275,132,,
446,OLDB21,OLDB11,0.1594,8.6081,-0.2215,261,nget_tx,511,512,275,132,,
447,OLDB4A,OLDB21,0.0146,1.609,-1.8746,1115,nget_tx,510,511,400,275,,
448,OSBA41,OSBA11,0.103,7.9231,-0.0638,269,nget_tx,517,515,400,132,,
449,OSBA41,OSBA11,0.103,7.9231,-0.0638,269,nget_tx,517,515,400,132,,
450,OSBA42,OSBA11,0.1372,8.0197,-0.1238,278,nget_tx,516,515,400,132,,
451,PADI41,PADI11,0.1373,8.1976,-0.1719,274,nget_tx,521,522,400,132,,
452,PADI41,PADI11,0.1051,7.8585,-0.0834,240,nget_tx,521,522,400,132,,
453,PELH41,PELH11,0.1175,8.6648,-0.4173,264,nget_tx,526,525,400,132,,
454,PELH41,PELH12,0.1175,8.6648,-0.4173,264,nget_tx,526,527,400,132,,
455,PEMB41,PEMB11,0.1658,8.4025,-1.5604,276,nget_tx,530,531,400,132,,
456,PEMB41,PEMB11,0.1471,8.4008,-0.1719,275,nget_tx,530,531,400,132,,
457,PENN21,PENN11,0.1623,8.097,-1.5978,266,nget_tx,536,534,275,132,,
458,PENN21,PENN11,0.1441,8.6238,-0.2707,266,nget_tx,536,534,275,132,,
459,PENN21,PENN11,0.1623,8.097,-1.5978,266,nget_tx,536,534,275,132,,
460,PENN21,PENN11,0.1623,8.097,-1.5978,266,nget_tx,536,534,275,132,,
461,PENN4A,PENN21,0.0176,1.5828,-0.1018,1138,nget_tx,535,536,400,275,,
462,PENN4B,PENN21,0.0132,1.6756,-0.4337,1063,nget_tx,533,536,400,275,,
463,PENT41,PENT11,0.1471,8.4008,-0.1719,257,nget_tx,539,538,400,132,,
464,PENT41,PENT11,0.1621,8.0984,-0.0747,255,nget_tx,539,538,400,132,,
465,PEWO2A,PENW11,0.1594,8.6081,-0.2215,261,nget_tx,544,550,275,132,,
466,PEWO2B,PENW11,0.1594,8.6081,-0.2215,261,nget_tx,547,550,275,132,,
467,PEWO41,PENE11,0.1372,8.0197,-0.1238,265,nget_tx,543,549,400,132,,
468,PEWO41,PENE11,0.1372,8.0197,-0.1238,265,nget_tx,543,549,400,132,,
469,PEWO41,PENE11,0.1372,8.0197,-0.1238,265,nget_tx,543,549,400,132,,
470,PEWO41,PENW11,0.1311,7.9055,-0.1016,278,nget_tx,543,550,400,132,,
471,PEWO41,PEWO2A,0.0189,1.6132,-0.7226,1129,nget_tx,543,544,400,275,,
472,PEWO41,PEWO2A,0.0178,1.5995,-1.2431,845,nget_tx,543,544,400,275,,
473,PEWO41,PEWO2B,0.0175,1.5879,-4.0069,1139,nget_tx,543,547,400,275,,
474,PEWO41,PEWO2B,0.021,1.669,-12.6082,876,nget_tx,543,547,400,275,,
475,PEWO41,PEWO4A,0.0046,0.2858,-16.2245,2750,nget_tx,543,546,400,400,,
476,PEWO41,PEWO4B,0.0071,0.2875,-16.2245,2750,nget_tx,543,548,400,400,,
477,PITS21,PITS31,0.4975,20.4439,-0.2606,110,nget_tx,551,552,275,33,,
478,PITS21,PITS31,0.4975,20.4439,-0.2606,110,nget_tx,551,552,275,33,,
479,PITS21,PITS32,0.2998,20.1311,-0.3705,120,nget_tx,551,553,275,33,,
480,PITS21,PITS32,0.2998,20.1311,-0.3705,120,nget_tx,551,553,275,33,,
481,POPP21,POPP31,0.4905,24.145,-0.1894,110,nget_tx,555,556,275,33,,
482,POPP21,POPP31,0.2731,30.5821,-0.0312,110,nget_tx,555,556,275,33,,
483,PYLE21,PYLE11,0.1366,8.0648,-0.0471,279,nget_tx,560,559,275,132,,
484,PYLE21,PYLE11,0.2009,8.1596,-0.5003,211,nget_tx,560,559,275,132,,
485,RAIN21,RAIN11,0.1927,8.5256,-0.5357,211,nget_tx,564,565,275,132,,
486,RAIN21,RAIN11,0.1927,8.5256,-0.5357,211,nget_tx,564,565,275,132,,
487,RAIN21,RAIN12,0.1927,8.5256,-0.5357,211,nget_tx,564,563,275,132,,
488,RAIN21,RAIN12,0.1927,8.5256,-0.5357,211,nget_tx,564,563,275,132,,
489,RASS41,RASS11,0.0996,8.0568,-1.1981,273,nget_tx,567,566,400,132,,
490,RASS41,RASS11,0.0996,8.0568,-1.1981,270,nget_tx,567,566,400,132,,
491,RATS41,RATS11,0.1042,7.841,-0.0895,240,nget_tx,571,569,400,132,,
492,RATS41,RATS11,0.1047,8.2285,-0.0886,240,nget_tx,571,569,400,132,,
493,RATS41,RATS12,0.1373,8.1976,-0.1719,278,nget_tx,571,568,400,132,,
494,RATS41,RATS12,0.1278,8.0061,-0.2276,277,nget_tx,571,568,400,132,,
495,RATS41,RATS2A,0.0146,1.609,-1.8746,1125,nget_tx,571,570,400,275,,
496,RAYL41,RAYM11,0.1303,7.8698,-0.4285,278,nget_tx,572,573,400,132,,
497,RAYL41,RAYM11,0.1309,7.8656,-0.4549,262,nget_tx,572,573,400,132,,
498,RAYL41,RAYM11,0.1045,7.8618,-0.0882,240,nget_tx,572,573,400,132,,
499,RAYL41,RAYM11,0.1759,7.9134,-0.267,240,nget_tx,572,573,400,132,,
500,REBR21,REBR32,0.665,28.1922,-0.151,111,nget_tx,575,574,275,33,,
501,REBR22,REBR31,0.3375,30.6481,-0.1769,132,nget_tx,577,576,275,33,,
502,REBR22,REBR31,0.665,28.1922,-0.151,112,nget_tx,577,576,275,33,,
503,RICH41,RICH11,0.1186,7.8741,-0.3958,240,nget_tx,580,579,400,132,,
504,RICH41,RICH11,0.1181,7.9033,-0.3958,240,nget_tx,580,579,400,132,,
505,ROCH21,ROCH11,0.1183,8.3927,-0.0783,278,nget_tx,581,584,275,132,,
506,ROCH21,ROCH11,0.1183,8.3927,-0.0783,240,nget_tx,581,584,275,132,,
507,ROCH21,ROCH11,0.1183,8.3927,-0.0783,240,nget_tx,581,584,275,132,,
508,ROCH21,ROCH12,0.1183,8.3927,-0.2368,240,nget_tx,581,583,275,132,,
509,ROCH4A,ROCH21,0.0098,1.5863,-0.0631,1100,nget_tx,582,581,400,275,,
510,ROCK41,ROCK1A,0.054,4.8906,-0.1253,460,nget_tx,586,585,400,132,,
511,RUGE41,RUGE11,0.1139,8.1036,-2.059,267,nget_tx,591,592,400,132,,
512,RUGE41,RUGE11,0.1139,8.1036,-2.059,267,nget_tx,591,592,400,132,,
513,RYEH41,RYEH13,0.1372,8.0197,-0.1238,253,nget_tx,593,594,400,132,,
514,RYEH42,RYEH12,0.1055,8.2414,-0.0848,260,nget_tx,596,595,400,132,,
515,RYEH43,RYEH11,0.1326,8.774,-0.7141,260,nget_tx,598,599,400,132,,
516,SAEN21,SAEN11,0.1531,8.6564,-0.0254,211,nget_tx,604,603,275,132,,
517,SAEN21,SAEN11,0.1531,8.6564,-0.0254,211,nget_tx,604,603,275,132,,
518,SALH21,SALH11,0.1392,8.4361,-0.781,240,nget_tx,609,607,275,132,,
519,SALH21,SALH11,0.1392,8.4361,-0.781,240,nget_tx,609,607,275,132,,
520,SEAB41,SEAB11,0.1303,7.8698,-0.4285,256,nget_tx,614,613,400,132,,
521,SEAB41,SEAB11,0.1303,7.8698,-0.4285,256,nget_tx,614,613,400,132,,
522,SELL4A,SELL11,0.0996,8.0568,-1.1981,275,nget_tx,620,619,400,132,,
523,SELL4A,SELL11,0.0996,8.0568,-1.1981,273,nget_tx,620,619,400,132,,
524,SELL4A,SELL12,0.103,7.9231,-0.0638,270,nget_tx,620,617,400,132,,
525,SELL4A,SELL13,0.1621,8.0984,-0.0747,256,nget_tx,620,616,400,132,,
526,SHEC21,SHEC31,0.593,20.7915,-0.122,115,nget_tx,625,626,275,33,,
527,SHEC21,SHEC31,0.593,20.7915,-0.122,114,nget_tx,625,626,275,33,,
528,SHRE4B,SHRE11,0.1057,7.9352,-0.339,240,nget_tx,628,629,400,132,,
529,SIZE41,SIZE11,0.103,7.9231,-0.0638,267,nget_tx,634,632,400,132,,
530,SIZE41,SIZE12,0.103,7.9231,-0.0638,268,nget_tx,634,633,400,132,,
531,SIZE41,SIZE1A,0.103,7.9231,-0.0638,268,nget_tx,634,636,400,132,,
532,SIZE41,SIZE1B,0.103,7.9231,-0.0638,269,nget_tx,634,635,400,132,,
533,SJOW21,LODR61,0.3062,11.0235,-0.4552,198,nget_tx,652,417,275,66,,
534,SJOW21,SJOW13,0.167,7.9774,-0.2092,249,nget_tx,652,653,275,132,,
535,SJOW41,LODR61,0.1529,12.1324,-0.0623,273,nget_tx,651,417,400,66,,
536,SJOW41,LODR61,0.1403,12.3367,-0.6356,240,nget_tx,651,417,400,66,,
537,SJOW41,LODR62,0.1307,7.9515,-0.1098,240,nget_tx,651,416,400,66,,
538,SJOW41,LODR62,0.1455,13.3242,-0.0759,240,nget_tx,651,416,400,66,,
539,SJOW41,SJOW11,0.1229,8.3873,-0.1147,270,nget_tx,651,655,400,132,,
540,SJOW41,SJOW11,0.1229,8.3873,-0.1147,240,nget_tx,651,655,400,132,,
541,SJOW41,SJOW12,0.1229,8.3873,-0.1147,240,nget_tx,651,654,400,132,,
542,SJOW41,SJOW12,0.1229,8.3873,-0.1147,240,nget_tx,651,654,400,132,,
543,SJOW41,SJOW13,0.1055,8.1881,-0.0865,240,nget_tx,651,653,400,132,,
544,SJOW41,SJOW21,0.0224,2.5703,-0.5831,804,nget_tx,651,652,400,275,,
545,SKLG21,SKLG11,0.1264,8.6657,-0.0342,278,nget_tx,638,637,275,132,,
546,SKLG21,SKLG11,0.1264,8.6657,-0.0342,270,nget_tx,638,637,275,132,,
547,SKLG21,SKLG11,0.1147,8.673,-0.0358,264,nget_tx,638,637,275,132,,
548,SKLG21,SKLG11,0.1147,8.673,-0.0358,264,nget_tx,638,637,275,132,,
549,SMAN21,SMAN11,0.1052,8.2077,-0.6621,279,nget_tx,642,641,275,132,,
550,SMAN21,SMAN11,0.1441,8.6238,-0.2707,266,nget_tx,642,641,275,132,,
551,SMAN21,SMAN12,0.1221,8.0467,-0.0391,279,nget_tx,642,640,275,132,,
552,SMAN21,SMAN12,0.1441,8.6238,-0.2707,266,nget_tx,642,640,275,132,,
553,SPEN41,SPEN11,0.1293,7.8614,-0.537,278,nget_tx,648,649,400,132,,
554,SPEN41,SPEN11,0.1305,7.8823,-0.5369,278,nget_tx,648,649,400,132,,
555,SPEN42,SPEN11,0.1315,7.8822,-0.5369,278,nget_tx,647,649,400,132,,
556,SSHI22,SSHI31,0.4975,20.4439,-0.2606,110,nget_tx,644,643,275,33,,
557,SSHI22,SSHI31,0.4975,20.4439,-0.2606,110,nget_tx,644,643,275,33,,
558,STAH4A,STAH11,0.122,8.1963,-0.2446,240,nget_tx,660,661,400,132,,
559,STAH4B,STAH11,0.1046,7.8493,-0.0881,240,nget_tx,662,661,400,132,,
560,STAL21,STAL11,0.2188,8.097,-1.9861,280,nget_tx,659,656,275,132,,
561,STAL21,STAL11,0.1221,8.0467,-0.0391,279,nget_tx,659,656,275,132,,
562,STAL21,STAL11,0.1681,8.3396,-1.4878,198,nget_tx,659,656,275,132,,
563,STAL21,STAL11,0.1954,8.0796,-0.2295,189,nget_tx,659,656,275,132,,
564,STAL4A,STAL21,0.0146,1.609,-1.8746,1117,nget_tx,657,659,400,275,,
565,STAY41,STAY4A,0.0002,0.4178,-13.831,2750,nget_tx,663,664,400,400,,
566,STAY41,STYC11,0.103,7.9231,-0.0638,266,nget_tx,663,666,400,132,,
567,STAY41,STYC12,0.1046,7.8493,-0.0881,271,nget_tx,663,665,400,132,,
568,STEW21,STEN11,0.3392,11.9012,-0.7294,179,nget_tx,670,667,275,132,,
569,STEW21,STEN11,0.3328,11.6619,-0.9523,138,nget_tx,670,667,275,132,,
570,STEW21,STEN11,0.3328,11.6619,-0.9523,137,nget_tx,670,667,275,132,,
571,STEW21,STES11,0.1366,8.0648,-0.0471,274,nget_tx,670,668,275,132,,
572,STEW21,STES11,0.3328,11.6619,-0.9523,137,nget_tx,670,668,275,132,,
573,STEW21,STES11,0.3328,11.6619,-0.9523,137,nget_tx,670,668,275,132,,
574,STEW41,STEW21,0.0211,1.6463,-14.2471,1172,nget_tx,669,670,400,275,,
575,STEW41,STEW21,0.0107,1.5596,-0.0734,1165,nget_tx,669,670,400,275,,
576,STOB41,STOB11,0.1307,7.9515,-0.1098,240,nget_tx,675,676,400,132,,
577,STOB41,STOB11,0.1307,7.9515,-0.1098,240,nget_tx,675,676,400,132,,
578,STSB4B,STSB4A,0.0003,0.1825,0.0,1999,nget_tx,673,674,400,400,,
579,SUND41,SUND11,0.1303,7.8698,-0.4285,278,nget_tx,678,679,400,132,,
580,SUND41,SUND11,0.1675,8.2453,-0.6567,252,nget_tx,678,679,400,132,,
581,SUND41,SUND31,0.2262,15.019,-0.0538,150,nget_tx,678,677,400,33,,
