,Node 1,Node 2,OHL Length (km),Cable Length (km),Circuit Type,R (% on 100MVA),X (% on 100MVA),B (% on 100MVA),Winter Rating (MVA),Spring Rating (MVA),Summer Rating (MVA),Autumn Rating (MVA),Dataframe,OFTO,Station,Voltage (kV),Year,Status,Wind Farm,Interconnection Type,Rated DC Voltage (kV),Rated AC Voltage (kV)
1381,EDIN1A,EDIN1D,0.0,1.0,Cable,0.0001,0.0005,0,465,445.0,415.0,445.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1382,EDIN1A,GLNU1-,0.0,0.5,Cable,0.0118,0.1061,0.028,448,430.0,398.0,430.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1383,EDIN1B,EDIN1C,0.0,20.25,Cable,0.4785,4.296,1.117,465,445.0,415.0,445.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1384,EDIN1D,EDIN1E,0.0,20.25,Cable,0.4785,4.296,1.117,465,445.0,415.0,445.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1385,FAUG1-,FAUG1P,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2026.0,Change,,,,
1386,FAUG1-,FAUG1R,0.0,9.0,Cable,0.0889,0.7289,16.551,207,207.0,207.0,207.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1387,FAUG1-,FAUG1R,0.0,9.0,Cable,0.0889,0.7289,16.551,207,207.0,207.0,207.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1388,FAUG1-,MILS1Q,0.0,6.5,Cable,0.0642,0.5264,11.953,207,207.0,207.0,207.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1389,FAUG1P,MILS1Q,0.0,6.5,Cable,0.0642,0.5264,11.953,207,207.0,207.0,207.0,shet_circuit_changes,,,,2026.0,Change,,,,
1390,FAUG1R,QUOI1Q,19.0,0.0,OHL,0.449,4.0308,1.048,465,445.0,415.0,445.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1391,FETT4Q,KINT4J,32.15,0.0,OHL,0.0643,0.6205,18.914,2000,1920.0,1790.0,1920.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1392,FETT4R,KINT4K,32.15,0.0,OHL,0.0643,0.6205,18.914,2000,1920.0,1790.0,1920.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1393,FINS2A,FINS2B,0.0,12.0,Cable,0.067,0.3,31.89,292,292.0,292.0,292.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1394,FINS2B,FINS2C,0.0,0.5,Cable,0.002,0.01,1.666,294,294.0,294.0,294.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1395,FOYE2-,FOYE2J,0.0,1.0,Cable,0.0053,0.0152,3.23,319,319.0,319.0,319.0,shet_circuit_changes,,,,2026.0,Change,,,,
1396,FOYE2-,FOYE2K,0.0,1.0,Cable,0.01,0.01,0,999,999.0,999.0,999.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1397,FOYE2K,FOYE2L,0.0,1.0,Cable,0.0053,0.0152,3.23,319,319.0,319.0,319.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1398,KERG1A,KERG1W,0.0,4.0,Cable,0.0246,0.319,7.205,272,272.0,272.0,272.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1399,KERG1A,YELL1A,0.0,12.0,Cable,0.4007,0.7573,16.422,189,189.0,189.0,189.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1400,KERG1B,KERG1W,0.0,4.0,Cable,0.0246,0.319,7.205,272,272.0,272.0,272.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1401,KERG1B,YELL1B,0.0,12.0,Cable,0.4007,0.7573,16.422,189,189.0,189.0,189.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1402,KERG1K,KERG1N,0.0,0.35,Cable,0.0021,0.0279,0.63,272,272.0,272.0,272.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1403,KERG1N,KERG1U,0.0,3.0,Cable,0.1551,0.651,0.158,295,295.0,295.0,295.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1404,KERG1U,KERG1V,0.0,2.0,Cable,0.0123,0.1595,3.602,272,272.0,272.0,272.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1405,KERG1V,KERG1W,0.0,12.5,Cable,0.6463,2.7125,0.659,295,295.0,295.0,295.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1406,KINT4J,KINT4K,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1407,LAIR1C,LAIR1D,0.0,1.6,Cable,0.2784,1.3408,0.043,111,103.0,89.0,103.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1408,LAIR1C,LOCB1M,13.3,0.0,OHL,0.3123,2.9012,0.703,464,446.0,414.0,446.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1409,LOCL1S,LOCL1T,0.0,2.0,Cable,0.0473,0.4243,0.11,465,445.0,415.0,445.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1410,LOCL1T,MILS1Q,0.0,2.5,Cable,0.0247,0.2025,4.597,207,207.0,207.0,207.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1411,LOCL1T,MILS1Q,0.0,2.5,Cable,0.0247,0.2025,4.597,207,207.0,207.0,207.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1412,NWGL4-,PEHE4J,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1413,PORA2J,PORA2K,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1414,STRW13,STRW17,0.0,0.5,Cable,0.094,0.38,6.17,200,178.0,178.0,178.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1415,STRW18,STRW1C,0.0,5.0,Cable,0.455,1.08,0.27,126,119.0,108.0,119.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1416,TEAL2J,TEAL2S,0.0,1.0,Cable,0.0002,0.1981,0.01,1090,1030.0,925.0,1030.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1417,TNGF1-,TNGF1A,21.5,0.0,OHL,1.075,4.4505,1.204,203,193.0,176.0,193.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1418,YELL1A,YELL1M,0.0,2.0,Cable,0.0123,0.1595,3.602,272,272.0,272.0,272.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1419,YELL1B,YELL1M,0.0,2.0,Cable,0.0123,0.1595,3.602,272,272.0,272.0,272.0,shet_circuit_changes,,,,2026.0,Addition,,,,
1420,ALYT4J,ALYT4K,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Change,,,,
1421,ARMA1-,MELV1-,0.0,9.8,Cable,0.49,2.0286,0.549,203,193.0,176.0,193.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1422,ARNI1J,ARNI1K,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1423,ARNI1K,ARNI1Q,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1424,ARNI1K,DRUL1-,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1425,ARNI1K,MUAI1-,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1426,ARNI1K,STWN1-,0.0,1.0,Cable,0,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1427,BEAU4-,BEAU4R,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1428,BLHI1J,ELCH1-,24.0,0.0,OHL,1.209,4.97,1.344,203,193.0,176.0,193.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1429,BLHI1K,TEIN1-,0.0,15.0,Cable,1.365,3.24,0.81,162,154.0,141.0,154.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1430,BLHI2A,BLHI2J,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Change,,,,
1431,BLHI2B,BLHI2K,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Change,,,,
1432,BLHI4-,BLHI4A,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Change,,,,
1433,BREC1Q,FASQ1-,0.0,4.0,Cable,0.065,0.334,6.245,176,176.0,176.0,176.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1434,BROA1-,BROA1A,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Change,,,,
1435,CAAD1R,CNBH1A,1.0,0.0,OHL,0.0236,0.2121,0.055,448,430.0,398.0,430.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1436,CHLE1-,DLCH1A,0.0,10.5,Cable,0.525,2.1735,0.588,203,193.0,176.0,193.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1437,CNBH1A,CNBH1B,0.0,15.0,Cable,1.7046,3.1539,0.814,213,207.0,199.0,207.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1438,CNBH1A,CRSS1K,12.08,0.0,OHL,0.2855,2.5628,0.666,448,430.0,398.0,430.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1439,COGL4-,COGL4J,0.0,6.0,Cable,0.0308,0.0812,28.2,930,900.0,900.0,900.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1440,COGL4-,COGL4J,0.0,6.0,Cable,0.0308,0.0812,28.2,930,900.0,900.0,900.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1441,COGL4-,COGL4K,0.0,6.0,Cable,0.0308,0.0812,28.2,930,900.0,900.0,900.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1442,COGL4-,COGL4K,0.0,6.0,Cable,0.0308,0.0812,28.2,930,900.0,900.0,900.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1443,COGL4J,INGA4J,3.5,0.0,OHL,0.0045,0.067,2.116,2780,2670.0,2480.0,2670.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1444,COGL4K,INGA4K,3.5,0.0,OHL,0.0045,0.067,2.116,2780,2670.0,2480.0,2670.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1445,CONN1J,CONN1K,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Change,,,,
1446,CONN1K,KRKN1-,0.0,2.0,Cable,0.1,0.414,0.112,203,193.0,176.0,193.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1447,CONN1K,MELV1-,0.0,5.2,Cable,0.5928,1.1804,0.26,221,216.0,208.0,216.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1448,DENS1Q,TEAL1-,8.7,0.0,OHL,0.9918,1.9749,0.435,183,177.0,170.0,177.0,shet_circuit_changes,,,,2028.0,Change,,,,
1449,DENS1R,TEAS1-,2.9,0.0,OHL,0.3306,0.6583,0.145,183,177.0,170.0,177.0,shet_circuit_changes,,,,2028.0,Change,,,,
1450,EDIN1-,EDIN1A,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Change,,,,
1451,ENEI1-,ENEI1N,0.0,1.0,Cable,0.0133,0.0766,1.654,250,250.0,250.0,250.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1452,ENEI1N,YELL1N,0.0,18.0,Cable,0.9,3.726,1.008,203,193.0,176.0,193.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1453,FASQ1-,FASQ1J,10.0,0.0,OHL,1,4.14,1.12,203,193.0,176.0,193.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1454,FAUG4J,INGA4K,8.5,0.0,OHL,0.0109,0.1627,5.139,2780,2670.0,2480.0,2670.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1455,FAUG4K,INGA4J,8.5,0.0,OHL,0.0109,0.1627,5.139,2780,2670.0,2480.0,2670.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1456,FETT1-,GLDY1-,19.0,0.0,OHL,0.9488,4.2918,1.068,203,193.0,176.0,193.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1457,FETT4J,FETT4K,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Change,,,,
1458,FETT4J,FETT4Q,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Change,,,,
1459,FETT4K,FETT4R,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Change,,,,
1460,FWIL1Q,INGA1J,34.9,0.0,OHL,3.9786,7.9223,1.745,255,247.0,237.0,247.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1461,FWIL1R,INGA1K,34.9,0.0,OHL,3.9786,7.9223,1.745,255,247.0,237.0,247.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1462,GILB1J,GILB1K,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1463,GILB1J,GILB1L,0.0,7.06,Cable,0.0419,0.5395,12.655,348,348.0,348.0,348.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1464,GILB1J,SLCK1-,0.0,7.5,Cable,0.375,1.5525,0.42,203,193.0,176.0,193.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1465,GILB1K,GILB1M,0.0,7.06,Cable,0.0419,0.5395,12.655,348,348.0,348.0,348.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1466,GILB1L,THUS1L,13.1,0.0,OHL,0.303,2.776,0.72,463,444.0,415.0,444.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1467,GILB1M,THUS1M,13.1,0.0,OHL,0.303,2.776,0.72,463,444.0,415.0,444.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1468,INGA1J,INGA1K,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1469,INGA1K,INGA1Q,2.4,0.0,OHL,0.1224,0.5376,0.125,203,193.0,176.0,193.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1470,INGA4J,INGA4K,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1471,INRU1Q,PEHE1-,6.7,0.0,OHL,0.3469,1.5232,0.353,236,232.0,226.0,232.0,shet_circuit_changes,,,,2028.0,Change,,,,
1472,INRU1Q,SALM1A,3.05,0.0,OHL,0.1555,0.6832,0.158,241,230.0,210.0,230.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1473,INRU1R,PEHE1-,6.7,0.0,OHL,0.3469,1.5232,0.353,236,232.0,226.0,232.0,shet_circuit_changes,,,,2028.0,Change,,,,
1474,INRU1R,SALM1B,3.05,0.0,OHL,0.1555,0.6832,0.158,241,230.0,210.0,230.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1475,KERG1J,KERG1K,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Change,,,,
1476,KINM2A,KINM2C,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1477,KINM2A,PEHE2-,0.0,23.8,Cable,0.12,1.04,6.26,1090,1030.0,920.0,1030.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1478,KINM2B,PERS2Q,0.0,23.8,Cable,0.12,1.04,6.26,1090,1030.0,920.0,1030.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1479,KINM2C,KINM2B,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1480,KINT2J,TEAL2A,100.6,0.0,OHL,0.61,5.3597,22.1411,695,640.0,550.0,640.0,shet_circuit_changes,,,,2028.0,Change,,,,
1481,KINT2K,TEAL2B,100.6,0.0,OHL,0.61,5.3597,22.1411,695,640.0,550.0,640.0,shet_circuit_changes,,,,2028.0,Change,,,,
1482,KNOC2J,REJO2A,0.0,9.0,Cable,0.024,0.165,51.532,580,546.0,546.0,546.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1483,KNOC2K,REJO2B,0.0,9.0,Cable,0.024,0.165,51.532,580,546.0,546.0,546.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1484,KTDL1-,KTDL1A,5.0,0.0,OHL,0.455,1.08,0.27,111,103.0,89.0,103.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1485,KTDL1-,LOCB1J,31.5,0.0,OHL,3.2037,7.3343,1.555,126,117.0,101.0,117.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1486,KTDL1-,MYBS1Q,50.11,0.0,OHL,5.0961,11.6665,2.473,126,117.0,101.0,117.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1487,REJO2A,REJO2B,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1488,SALM1A,SALM1C,0.0,2.0,Cable,0.01,0.01,0,100,100.0,100.0,100.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1489,SALM1A,SFER1L,3.05,0.0,OHL,0.1555,0.6832,0.158,241,230.0,210.0,230.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1490,SALM1B,SALM1D,0.0,2.0,Cable,0.01,0.01,0,100,100.0,100.0,100.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1491,SALM1B,SFER1M,3.05,0.0,OHL,0.1555,0.6832,0.158,241,230.0,210.0,230.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1492,TEAL1-,TEAS1-,5.8,0.0,OHL,0.6612,1.3166,0.29,183,177.0,170.0,177.0,shet_circuit_changes,,,,2028.0,Change,,,,
1493,THUS1J,THUS1L,0.0,3.03,Cable,0.018,0.2316,5.431,348,348.0,348.0,348.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1494,THUS1K,THUS1M,0.0,3.03,Cable,0.018,0.2316,5.431,348,348.0,348.0,348.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1495,YELL1-,YELL1M,0.0,1.0,Cable,0.01,0.01,0,9999,9999.0,9999.0,9999.0,shet_circuit_changes,,,,2028.0,Change,,,,
1496,YELL1-,YELL1N,0.0,2.5,Cable,0.0333,0.1915,4.135,250,250.0,250.0,250.0,shet_circuit_changes,,,,2028.0,Addition,,,,
1497,AYR-2Q,COYW2S,9.37,0.0,OHL,0.0396,0.3827,2.6056,1050.0,965.0,880.0,965.0,spt_circuit_changes,,,,2023.0,Change,,,,
1498,AYR-2R,COYW2T,9.37,0.0,OHL,0.0396,0.3827,2.6056,1050.0,965.0,880.0,965.0,spt_circuit_changes,,,,2023.0,Change,,,,
1499,BLAH3B,PENC3-,0.0,1.01,Cable,0.2795,0.8831,0.1185,40.0,38.0,38.0,38.0,spt_circuit_changes,,,,2023.0,Addition,,,,
1500,BLAH3B,PENC3-,0.0,1.01,Cable,0.2795,0.8831,0.1185,40.0,38.0,38.0,38.0,spt_circuit_changes,,,,2023.0,Addition,,,,
1501,BROC1-,BROC1T,0.0,0.2,Cable,0.0056,0.013,0.2463,134.0,123.0,123.0,123.0,spt_circuit_changes,,,,2023.0,Addition,,,,
1502,BROC1T,COAL1A,0.0,3.2,Cable,0.0261,0.2614,5.959,293.0,293.0,293.0,293.0,spt_circuit_changes,,,,2023.0,Addition,,,,
1503,BROC1T,LINM1Q,5.774,0.0,OHL,0.1373,1.3023,0.2972,266.0,266.0,266.0,266.0,spt_circuit_changes,,,,2023.0,Addition,,,,
1504,CLYS3A,WHBR3A,13.1,2.5,Composite,16.4566,43.5395,0.3436,42.0,40.0,36.0,40.0,spt_circuit_changes,,,,2023.0,Addition,,,,
1505,CLYS3B,WHBR3B,13.1,2.5,Composite,17.1837,42.3511,0.2892,26.0,26.0,26.0,26.0,spt_circuit_changes,,,,2023.0,Addition,,,,
1506,ELVA3A,PRST3A,1.01,0.0,OHL,0.8089,2.9543,0.004,49.0,45.0,39.0,45.0,spt_circuit_changes,,,,2023.0,Addition,,,,
1507,ENHI1-,NECU1C,0.0,4.4,Cable,0.1242,0.2856,5.7805,134.0,123.0,123.0,123.0,spt_circuit_changes,,,,2023.0,Addition,,,,
1508,GLRB2-,GLRO2-,14.68,0.0,OHL,0.0664,0.6181,3.956,1090.0,1030.0,925.0,1030.0,spt_circuit_changes,,,,2023.0,Change,,,,
1509,GLRO2-,WFIE2-,12.08,0.0,OHL,0.0547,0.5102,3.2488,1090.0,1030.0,925.0,1030.0,spt_circuit_changes,,,,2023.0,Change,,,,
1510,WFIB2-,WFIE2-,22.48,0.0,OHL,0.1014,0.933,6.1144,1090.0,1030.0,925.0,1030.0,spt_circuit_changes,,,,2023.0,Change,,,,
1511,AREX1-,AREX1A,0.0,2.5,Cable,0.0445,0.2384,2.9171,85.0,85.0,85.0,85.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1512,AREX1A,CHMO1T,4.7,0.0,OHL,0.3571,1.0182,0.2484,284.0,278.0,270.0,278.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1513,AREX1A,MAHI1B,7.5,0.5,Composite,0.5731,1.6545,1.2722,365.0,360.0,350.0,360.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1514,BENB1-,BENB1T,2.5,0.0,OHL,0.1875,0.5505,0.1315,167.0,160.0,148.0,160.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1515,BENB1T,NECU1B,4.0,0.0,OHL,0.1038,0.7722,0.2394,482.0,460.0,420.0,460.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1516,BERW1Q,ECCL1-,21.54,0.31,Composite,1.622,4.903,1.5274,132.0,123.0,106.0,123.0,spt_circuit_changes,,,,2024.0,Change,,,,
1517,BERW1Q,MARM1-,4.2,0.0,OHL,0.3223,0.9249,0.2209,135.0,126.0,110.0,126.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1518,BERW1R,ECCL1-,21.54,0.27,Composite,1.6213,4.8991,1.4716,132.0,123.0,106.0,123.0,spt_circuit_changes,,,,2024.0,Change,,,,
1519,BERW1R,MARM1-,4.2,0.0,OHL,0.3223,0.9249,0.2209,135.0,126.0,110.0,126.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1520,CHMO1-,CHMO1T,0.3,0.0,OHL,0.0225,0.066,0.0158,167.0,160.0,148.0,160.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1521,CHMO1T,STOC1-,5.9,0.0,OHL,0.4426,1.2993,0.3103,167.0,160.0,148.0,160.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1522,COAL1A,KENN1-,16.0,3.4,Composite,1.2963,3.7441,5.0291,140.0,124.0,124.0,124.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1523,COAL1A,MIDM1-,0.0,13.881,Cable,0.3802,0.937,17.3258,153.0,134.0,134.0,134.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1524,COAL1B,CUMW1-,0.0,11.1,Cable,0.3134,0.7205,14.5825,120.0,120.0,120.0,120.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1525,COAL1B,DONO1-,0.0,4.3,Cable,0.0851,0.3899,6.0021,158.0,146.0,146.0,146.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1526,CROO1Q,NEIL1-,12.56,0.22,Composite,0.4737,2.7011,0.9855,229.0,211.0,183.0,211.0,spt_circuit_changes,,,,2024.0,Change,,,,
1527,CROO1R,NEIL1-,12.56,0.23,Composite,0.4738,2.702,0.9994,229.0,211.0,183.0,211.0,spt_circuit_changes,,,,2024.0,Change,,,,
1528,CURR1A,GORG1Q,1.49,5.8,Composite,0.261,0.9656,5.1127,111.0,100.0,92.0,100.0,spt_circuit_changes,,,,2024.0,Change,,,,
1529,CURR1B,GORG1R,1.49,5.78,Composite,0.2603,0.9634,5.0953,111.0,100.0,92.0,100.0,spt_circuit_changes,,,,2024.0,Change,,,,
1530,DEVM1-,ERSK1Q,16.5,0.0,OHL,1.0026,3.563,0.8861,213.0,202.0,185.0,202.0,spt_circuit_changes,,,,2024.0,Change,,,,
1531,DONO3A,DWEX3-,0.0,4.0,Cable,0.5534,1.7488,0.9388,40.0,38.0,38.0,38.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1532,DONO3A,HAGH3-,0.0,7.5,Cable,1.0376,3.279,1.7603,40.0,38.0,38.0,38.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1533,EKIL3A,EKIL3B,0.0,0.0,Series Reactor,0.6667,61.6631,0.0,30.0,30.0,30.0,30.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1534,GAWH3-,HAHA3-,0.0,5.0,Cable,1.6871,4.5198,0.5324,36.0,34.0,34.0,34.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1535,GLGL1-,SANQ1-,0.0,4.0,Cable,0.0629,0.3444,6.5906,283.0,277.0,269.0,277.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1536,GLLE1-,WNUK1-,17.0,0.5,Composite,1.2996,3.7201,1.6799,200.0,200.0,200.0,200.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1537,NEAR3A,NEAR3B,0.0,0.0,Series Reactor,0.0,44.4444,0.0,45.0,45.0,45.0,45.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1538,NECU1C,NOKY1-,0.0,1.3,Cable,0.0084,0.0773,2.2771,261.0,261.0,261.0,261.0,spt_circuit_changes,,,,2024.0,Addition,,,,
1539,BENB1T,KEOO1Q,20.25,0.0,OHL,0.5256,3.9095,1.2119,482.0,460.0,420.0,460.0,spt_circuit_changes,,,,2026.0,Addition,,,,
1540,BENB3-,LAMF3-,1.8,0.0,OHL,2.118,5.481,0.0069,25.0,25.0,25.0,25.0,spt_circuit_changes,,,,2026.0,Addition,,,,
1541,BLCW1-,GNSH1-,1.8,0.0,OHL,0.1352,0.3961,0.0948,167.0,160.0,148.0,160.0,spt_circuit_changes,,,,2026.0,Addition,,,,
1542,CAFA1Q,KEOO1-,2.58,0.0,OHL,0.198,0.5682,0.1357,135.0,126.0,110.0,126.0,spt_circuit_changes,,,,2026.0,Change,,,,
1543,CHAP1-,HAKB1-,14.72,0.0,OHL,0.7819,3.1313,0.8031,242.0,232.0,214.0,232.0,spt_circuit_changes,,,,2026.0,Change,,,,
1544,CLAU1-,MAHI1C,0.0,4.0,Cable,0.0583,0.3646,5.0764,199.0,191.0,178.0,191.0,spt_circuit_changes,,,,2026.0,Addition,,,,
1545,CLYM4-,KINN4-,49.48,0.0,OHL,0.0528,0.8203,33.5272,2780.0,2570.0,2220.0,2570.0,spt_circuit_changes,,,,2026.0,Addition,,,,
1546,COAL1A,LEGO1Q,0.0,4.0,Cable,0.1129,0.2596,4.9265,134.0,123.0,123.0,123.0,spt_circuit_changes,,,,2026.0,Addition,,,,
1547,COAL1A,LEGO1R,0.0,4.0,Cable,0.1129,0.2596,4.9265,134.0,123.0,123.0,123.0,spt_circuit_changes,,,,2026.0,Addition,,,,
