,Node 1,Node 2,OHL Length (km),Cable Length (km),Circuit Type,R (% on 100MVA),X (% on 100MVA),B (% on 100MVA),Winter Rating (MVA),Spring Rating (MVA),Summer Rating (MVA),Autumn Rating (MVA),Dataframe,OFTO,Station,Voltage (kV),Year,Status,Wind Farm,Interconnection Type,Rated DC Voltage (kV),Rated AC Voltage (kV)
0,ABBA1-,DYCE1J,0.0,7.8,Cable,0.1092,1.2324,10.14,173,158.0,158.0,158.0,shet_circuits,,,,,,,,,
1,ABNE1Q,ABNE1R,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
2,ABNE1Q,CHAR1-,24.5,0.0,OHL,2.49,5.66,1.22,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
3,ABNE1R,AMUL1G,28.099,0.001,Composite,2.8706,6.5818,1.397,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
4,ALNE1Q,FYRI1J,0.0,2.1,Cable,0.06,0.202,2.547,156,142.0,142.0,142.0,shet_circuits,,,,,,,,,
5,ALNE1R,FYRI1K,0.0,2.1,Cable,0.06,0.202,2.547,156,142.0,142.0,142.0,shet_circuits,,,,,,,,,
6,AMUL1E,AMUL1F,0.0,8.62,Cable,0.2518,0.8041,10.215,153,129.0,129.0,129.0,shet_circuits,,,,,,,,,
7,AMUL1E,BUMU1R,17.8,0.0,OHL,1.8184,4.1692,0.885,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
8,AMUL1F,GRIF1S,6.85,0.0,OHL,0.7002,1.6054,0.341,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
9,AMUL1G,AMUL1H,0.0,8.62,Cable,0.2518,0.8041,10.215,153,129.0,129.0,129.0,shet_circuits,,,,,,,,,
10,AMUL1H,GRIF1T,6.85,0.0,OHL,0.7002,1.6054,0.341,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
11,ARBR1Q,DENS1Q,14.5,0.0,OHL,1.3195,3.364,0.725,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
12,ARBR1R,DENS1R,14.5,0.0,OHL,1.3195,3.364,0.725,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
13,ARDK1-,INVE1J,9.0,0.0,OHL,0.92,2.1,0.44,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
14,ARDK1-,SLOY1T,10.0,0.0,OHL,1.02,2.33,0.49,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
15,BEAT4-,BLHI4-,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
16,BEAU1J,BEAU1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
17,BEAU1J,BEAU1R,0.0,2.4,Cable,0.0315,0.197,3.941,265,263.0,263.0,263.0,shet_circuits,,,,,,,,,
18,BEAU1J,BEAU1T,0.0,0.22,Cable,0.01,0.0147,0.268,141,136.0,136.0,136.0,shet_circuits,,,,,,,,,
19,BEAU1J,DUCC1J,0.0,3.1,Cable,0.0219,0.1198,10.47,444,403.0,403.0,403.0,shet_circuits,,,,,,,,,
20,BEAU1K,BEAU1N,0.0,0.25,Cable,0.01,0.0167,0.305,141,136.0,136.0,136.0,shet_circuits,,,,,,,,,
21,BEAU1K,BEAU1S,0.0,2.4,Cable,0.0315,0.197,3.941,265,263.0,263.0,263.0,shet_circuits,,,,,,,,,
22,BEAU1K,DUCC1K,0.0,3.1,Cable,0.0219,0.1198,10.47,444,403.0,403.0,403.0,shet_circuits,,,,,,,,,
23,BEAU1L,BEAU1P,0.0,1.74,Cable,0.0634,0.1599,2.062,152,140.0,140.0,140.0,shet_circuits,,,,,,,,,
24,BEAU1L,MOTA1R,29.67,0.0,OHL,3.0145,6.9027,1.469,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
25,BEAU1M,BEAU1Q,0.0,1.74,Cable,0.0634,0.1599,2.062,152,140.0,140.0,140.0,shet_circuits,,,,,,,,,
26,BEAU1M,MOTA1Q,29.67,0.0,OHL,3.0145,6.9027,1.469,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
27,BEAU1N,KNOC1J,17.1,0.0,OHL,1.5561,3.9843,0.855,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
28,BEAU1R,INNE1Q,13.4,0.0,OHL,0.6834,3.0016,0.697,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
29,BEAU1S,INNE1R,13.4,0.0,OHL,0.6834,3.0016,0.697,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
30,BEAU1T,KNOC1J,17.1,0.0,OHL,1.5561,3.9843,0.855,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
31,BEAU2J,BEAU2K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
32,BEAU2J,FASN2-,24.288,1.012,Composite,0.069,1.025,7.23,1910,1830.0,1710.0,1830.0,shet_circuits,,,,,,,,,
33,BEAU2J,FYRI2J,30.5,0.0,OHL,0.183,1.6772,6.465,702,665.0,599.0,665.0,shet_circuits,,,,,,,,,
34,BEAU2J,KNOC2L,16.8,0.0,OHL,0.099,0.687,4.672,935,880.0,790.0,880.0,shet_circuits,,,,,,,,,
35,BEAU2K,FYRI2K,30.5,0.0,OHL,0.183,1.6772,6.465,702,665.0,599.0,665.0,shet_circuits,,,,,,,,,
36,BEAU2K,KNOC2M,16.8,0.0,OHL,0.099,0.687,4.672,935,880.0,790.0,880.0,shet_circuits,,,,,,,,,
37,BEAU4-,FAUG4J,48.6,0.0,OHL,0.063,0.931,29.386,2780,2670.0,2490.0,2670.0,shet_circuits,,,,,,,,,
38,BEIN11,CEAN1Q,0.87,0.0,OHL,0.099,0.205,0.042,254,247.0,237.0,247.0,shet_circuits,,,,,,,,,
39,BEIN11,MILW1S,2.8,0.0,OHL,0.319,0.66,0.135,254,247.0,237.0,247.0,shet_circuits,,,,,,,,,
40,BHLA11,GLEN1Q,0.0,7.8,Cable,0.1425,0.6104,28.363,230,217.0,217.0,217.0,shet_circuits,,,,,,,,,
41,BIHI1Q,CHAR1R,3.9,0.0,OHL,0.17,0.851,0.206,229,211.0,183.0,211.0,shet_circuits,,,,,,,,,
42,BIHI1Q,COUA1Q,14.6,0.0,OHL,0.7446,3.2704,0.753,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
43,BIHI1Q,TEAL1-,5.6,0.0,OHL,0.239,1.199,0.29,229,211.0,183.0,211.0,shet_circuits,,,,,,,,,
44,BIHI1R,CHAR1-,3.9,0.0,OHL,0.17,0.851,0.206,229,211.0,183.0,211.0,shet_circuits,,,,,,,,,
45,BIHI1R,COUA1R,14.6,0.0,OHL,0.7446,3.2704,0.753,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
46,BIHI1R,TEAL1-,5.6,0.0,OHL,0.239,1.199,0.29,229,211.0,183.0,211.0,shet_circuits,,,,,,,,,
47,BLHI1J,BLHI1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
48,BLHI1J,DORE11,23.45,0.0,OHL,1.171,5.295,1.286,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
49,BLHI1J,KEIT1K,0.0,3.26,Cable,0.0429,0.2582,4.733,176,176.0,176.0,176.0,shet_circuits,,,,,,,,,
50,BLHI1K,DORE12,23.45,0.0,OHL,1.171,5.297,1.318,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
51,BLHI1K,KEIT1J,0.0,3.26,Cable,0.0429,0.2582,4.733,176,176.0,176.0,176.0,shet_circuits,,,,,,,,,
52,BLHI2J,BLHI2K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
53,BLHI2J,KEIT2Q,0.0,2.41,Cable,0.01,0.044,13.793,580,546.0,546.0,546.0,shet_circuits,,,,,,,,,
54,BLHI2J,KINT2K,50.85,0.0,OHL,0.298,2.08,14.14,935,880.0,790.0,880.0,shet_circuits,,,,,,,,,
55,BLHI2K,CAIN2-,9.77,0.0,OHL,0.0573,0.3997,2.717,935,880.0,790.0,880.0,shet_circuits,,,,,,,,,
56,BLHI2K,KEIT2R,0.0,2.49,Cable,0.01,0.0456,14.286,580,546.0,546.0,546.0,shet_circuits,,,,,,,,,
57,BLHI4-,BLHI4R,0.0,1.0,Cable,0.01,0.01,0.0,1272,1272.0,1272.0,1272.0,shet_circuits,,,,,,,,,
58,BOAG1L,BOAG1Q,0.0,5.7,Cable,0.0362,0.8819,7.98,227,209.0,209.0,209.0,shet_circuits,,,,,,,,,
59,BOAG1L,TOMT1L,19.19,0.0,OHL,2.1877,4.3562,0.96,215,211.0,203.0,211.0,shet_circuits,,,,,,,,,
60,BOAG1M,BOAG1R,0.0,5.7,Cable,0.0362,0.8819,7.98,227,209.0,209.0,209.0,shet_circuits,,,,,,,,,
61,BOAG1M,TOMT1M,19.19,0.0,OHL,2.1877,4.3562,0.96,215,211.0,203.0,211.0,shet_circuits,,,,,,,,,
62,BOAG1P,BOAG1Q,0.0,8.4,Cable,0.0558,1.271,11.48,227,209.0,209.0,209.0,shet_circuits,,,,,,,,,
63,BOAG1P,GLFA1-,24.82,0.0,OHL,2.5189,5.7753,1.228,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
64,BONB2J,BRCW2K,10.1,0.0,OHL,0.028,0.409,2.886,1910,1830.0,1710.0,1830.0,shet_circuits,,,,,,,,,
65,BONB4-,TUMM4-,72.9,0.0,OHL,0.094,1.396,44.078,2780,2670.0,2480.0,2670.0,shet_circuits,,,,,,,,,
66,BRCW2J,BRCW2K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
67,BREC1Q,BREC1R,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
68,BREC1Q,BRID1Q,5.1,0.0,OHL,0.61,1.21,0.25,112,104.0,90.0,104.0,shet_circuits,,,,,,,,,
69,BREC1Q,FIDD1B,30.4,0.0,OHL,3.13,6.52,2.66,112,104.0,90.0,104.0,shet_circuits,,,,,,,,,
70,BREC1R,BRID1R,5.1,0.0,OHL,0.61,1.21,0.25,112,104.0,90.0,104.0,shet_circuits,,,,,,,,,
71,BREC1R,DENS1Q,26.1,0.0,OHL,3.08,6.33,1.29,112,104.0,90.0,104.0,shet_circuits,,,,,,,,,
72,BROR1-,BROR1Q,1.1,0.0,OHL,0.12,0.27,0.06,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
73,BROR1Q,DUBE1Q,38.800000000000004,0.0,OHL,3.94,9.01,1.91,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
74,BUMU1Q,BUMU1R,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
75,BUMU1Q,CHAR1-,42.2,0.0,OHL,4.29,9.76,2.1,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
76,CAIN2-,KINT2J,41.08,0.0,OHL,0.2407,1.6803,11.423,935,880.0,790.0,880.0,shet_circuits,,,,,,,,,
77,CASS1Q,DLCH1A,28.0,0.0,OHL,2.84,6.75,1.33,111,103.0,89.0,103.0,shet_circuits,,,,,,,,,
78,CHAR1-,CHAR1R,0.0,1.0,Cable,0.01,0.01,0.0,229,211.0,183.0,211.0,shet_circuits,,,,,,,,,
79,CHAR1-,CHAR1S,0.0,1.0,Cable,0.01,0.01,0.0,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
80,CHAR1-,CHAR1T,0.0,1.0,Cable,0.01,0.01,0.0,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
81,CHAR1S,GLAG1Q,1.4,0.91,Composite,0.1697,0.3805,1.708,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
82,CHAR1S,LYND1Q,1.9,0.0,OHL,0.2,0.45,0.1,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
83,CHAR1T,GLAG1R,1.4,0.91,Composite,0.1697,0.3805,1.708,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
84,CHAR1T,LYND1R,1.9,0.0,OHL,0.2,0.45,0.1,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
85,CLAC1Q,INVE1J,8.4,0.0,OHL,0.85,1.95,0.41,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
86,CLAC1Q,SLOY1F,13.0,0.0,OHL,1.3183,3.0212,0.641,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
87,CLAY1Q,REDM1Q,0.0,4.8,Cable,0.19,0.28,9.82,120,100.0,100.0,100.0,shet_circuits,,,,,,,,,
88,CLAY1Q,WIOW1Q,0.0,2.1,Cable,0.0474,0.1253,2.897,155,129.0,129.0,129.0,shet_circuits,,,,,,,,,
89,CLAY1R,REDM1R,0.0,4.8,Cable,0.19,0.28,9.82,120,100.0,100.0,100.0,shet_circuits,,,,,,,,,
90,CLAY1R,WIOW1R,0.0,2.1,Cable,0.0474,0.1253,2.897,155,129.0,129.0,129.0,shet_circuits,,,,,,,,,
91,CLUN1Q,CLUN1S,0.0,1.0,Cable,0.01,0.01,0.0,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
92,CLUN1R,CLUN1T,0.0,1.0,Cable,0.01,0.01,0.0,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
93,CLUN1S,COUA1Q,38.1,0.0,OHL,1.9301,8.5468,1.966,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
94,CLUN1S,ERRO1K,15.4,0.0,OHL,1.406,3.58,0.764,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
95,CLUN1T,COUA1R,38.1,0.0,OHL,1.9301,8.5468,1.966,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
96,CLUN1T,ERRO1J,15.4,0.0,OHL,1.406,3.58,0.764,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
97,COGA1-,COGA1C,13.9,0.0,OHL,0.7002,2.8782,0.778,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
98,COGA1C,FARI1J,0.0,4.11,Cable,0.065,0.334,6.245,220,209.0,209.0,209.0,shet_circuits,,,,,,,,,
99,CONN1C,CONN1J,0.0,0.76,Cable,0.0161,0.0631,1.035,200,178.0,178.0,178.0,shet_circuits,,,,,,,,,
100,CONN1C,STRW1C,12.0,0.0,OHL,0.605,2.485,0.672,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
101,CONN2J,LOCB2J,76.071,0.269,Composite,0.458,4.1987,16.184,702,665.0,599.0,665.0,shet_circuits,,,,,,,,,
102,CORI1J,CORI1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
103,CORI1J,CORI1P,0.0,0.71,Cable,0.0216,0.0662,0.84,126,116.0,116.0,116.0,shet_circuits,,,,,,,,,
104,CORI1J,LUIC1Q,10.43,0.0,OHL,0.2443,2.2748,0.551,464,446.0,414.0,446.0,shet_circuits,,,,,,,,,
105,CORI1K,CORI1Q,0.0,0.63,Cable,0.0191,0.0586,0.742,126,116.0,116.0,116.0,shet_circuits,,,,,,,,,
106,CORI1K,LUIC1R,10.35,0.0,OHL,0.2425,2.2577,0.547,464,446.0,414.0,446.0,shet_circuits,,,,,,,,,
107,CORI1P,MOSS1S,1.45,0.0,OHL,0.074,0.3248,0.075,224,211.0,189.0,211.0,shet_circuits,,,,,,,,,
108,CORI1Q,MOSS1T,1.45,0.0,OHL,0.074,0.3248,0.075,224,211.0,189.0,211.0,shet_circuits,,,,,,,,,
109,CRAI1-,CRAI1P,0.0,1.1,Cable,0.0309,0.0973,1.456,149,137.0,137.0,137.0,shet_circuits,,,,,,,,,
110,CRAI1-,CRAI1Q,0.0,1.0,Cable,0.01,0.01,0.0,145,131.0,116.0,131.0,shet_circuits,,,,,,,,,
111,CRAI1-,CRAI1R,0.0,1.1,Cable,0.0309,0.0973,1.456,149,137.0,137.0,137.0,shet_circuits,,,,,,,,,
112,CRAI1-,FOGG1Q,4.7,0.0,OHL,0.485,1.057,0.221,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
113,CRAI1-,FOGG1R,4.7,0.0,OHL,0.485,1.057,0.221,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
114,CRAI1-,REDM1R,6.8,0.0,OHL,0.48,1.53,0.34,157,146.0,126.0,146.0,shet_circuits,,,,,,,,,
115,CRAI1-,WOHI1Q,0.0,3.5,Cable,0.15,0.22,7.5,130,120.0,120.0,120.0,shet_circuits,,,,,,,,,
116,CRAI1-,WOHI1R,0.0,3.5,Cable,0.15,0.22,7.5,130,120.0,120.0,120.0,shet_circuits,,,,,,,,,
117,CRAI1P,KINT1P,17.5,0.0,OHL,0.8925,3.92,0.903,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
118,CRAI1Q,REDM1Q,6.8,0.0,OHL,0.48,1.53,0.34,157,146.0,126.0,146.0,shet_circuits,,,,,,,,,
119,CRAI1R,KINT1R,17.5,0.0,OHL,0.8925,3.92,0.903,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
120,CREA1-,CREA1B,4.0,0.0,OHL,0.2,0.828,0.224,203,193.0,176.0,193.0,shet_circuits,,,,,,,,,
121,CREA1A,CREA1B,0.0,1.4,Cable,0.0149,0.0892,2.161,306,253.0,253.0,253.0,shet_circuits,,,,,,,,,
122,CREA1A,DLCH1B,16.6,0.0,OHL,0.83,3.4362,0.93,203,193.0,176.0,193.0,shet_circuits,,,,,,,,,
123,CRSS1J,CRSS1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
124,CRSS2A,CRSS2C,0.0,1.61,Cable,0.0178,0.0531,4.45,240,240.0,240.0,240.0,shet_circuits,,,,,,,,,
125,CRSS2B,CRSS2D,0.0,1.66,Cable,0.0178,0.056,4.57,240,240.0,240.0,240.0,shet_circuits,,,,,,,,,
126,CRSS2C,HUNN2C,0.0,38.1,Cable,0.6045,1.1463,76.848,240,240.0,240.0,240.0,shet_circuits,,,,,,,,,
127,CRSS2D,HUNN2D,0.0,38.5,Cable,0.6157,1.1674,78.263,240,240.0,240.0,240.0,shet_circuits,,,,,,,,,
128,DLCH1A,DLCH1B,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
129,DLCH1A,LOCB1L,17.0,0.0,OHL,0.3992,3.7085,0.898,464,446.0,414.0,446.0,shet_circuits,,,,,,,,,
130,DOUN2-,THUS2K,15.4,0.0,OHL,0.077,0.847,3.28,965,925.0,865.0,925.0,shet_circuits,,,,,,,,,
131,DUBE1Q,MYBS1R,20.8,0.0,OHL,2.12,4.86,1.03,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
132,DUCC1J,ORRI1S,10.76,0.0,OHL,0.2526,2.3466,0.568,464,446.0,414.0,446.0,shet_circuits,,,,,,,,,
133,DUCC1K,ORRI1T,10.76,0.0,OHL,0.2526,2.3466,0.568,464,446.0,414.0,446.0,shet_circuits,,,,,,,,,
134,DUDH1Q,GLAG1Q,0.0,1.95,Cable,0.0585,0.1151,2.73,124,114.0,114.0,114.0,shet_circuits,,,,,,,,,
135,DUDH1Q,MILC1R,0.0,4.8,Cable,0.255,0.442,5.304,131,113.0,113.0,113.0,shet_circuits,,,,,,,,,
136,DUDH1R,GLAG1R,0.0,1.95,Cable,0.0585,0.1151,2.73,124,114.0,114.0,114.0,shet_circuits,,,,,,,,,
137,DUDH1R,MILC1V,0.0,4.8,Cable,0.255,0.442,5.304,131,113.0,113.0,113.0,shet_circuits,,,,,,,,,
138,DUNM1C,FARI1K,0.0,4.07,Cable,0.064,0.28,6.175,210,196.0,196.0,196.0,shet_circuits,,,,,,,,,
139,DYCE1J,DYCE1Q,1.93,0.0,OHL,0.0978,0.4332,0.33,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
140,DYCE1Q,DYCE1T,0.0,1.3,Cable,0.0455,0.0543,2.428,150,143.0,143.0,143.0,shet_circuits,,,,,,,,,
141,DYCE1R,DYCE1U,0.0,1.3,Cable,0.0455,0.0543,2.428,150,143.0,143.0,143.0,shet_circuits,,,,,,,,,
142,DYCE1T,KINT1T,10.17,0.0,OHL,0.5187,2.2781,0.525,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
143,DYCE1U,KINT1U,10.17,0.0,OHL,0.6335,2.2972,0.519,145,131.0,116.0,131.0,shet_circuits,,,,,,,,,
144,ELGI1L,ELGI1Q,0.0,1.8,Cable,0.0236,0.1477,2.956,251,252.0,252.0,252.0,shet_circuits,,,,,,,,,
145,ELGI1L,NAIR1Q,33.9,0.0,OHL,1.7289,7.5936,1.763,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
146,ELGI1M,ELGI1R,0.0,1.8,Cable,0.0236,0.1477,2.956,251,252.0,252.0,252.0,shet_circuits,,,,,,,,,
147,ELGI1M,NAIR1R,33.9,0.0,OHL,1.7289,7.5936,1.763,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
148,ELGI1Q,KEIT1-,27.4,0.0,OHL,1.3974,6.1376,1.425,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
149,ELGI1R,KEIT1-,27.4,0.0,OHL,1.3974,6.1376,1.425,241,230.0,210.0,230.0,shet_circuits,,,,,,,,,
150,ERRO1A,ERRO1J,0.0,1.0,Cable,0.01,0.01,0.0,240,240.0,240.0,240.0,shet_circuits,,,,,,,,,
151,ERRO1A,TUMM1J,0.0,1.33,Cable,0.014,0.098,2.572,300,280.0,280.0,280.0,shet_circuits,,,,,,,,,
152,ERRO1B,ERRO1K,0.0,1.0,Cable,0.01,0.01,0.0,240,240.0,240.0,240.0,shet_circuits,,,,,,,,,
153,ERRO1B,TUMM1K,0.0,1.3,Cable,0.013,0.095,2.51,300,280.0,280.0,280.0,shet_circuits,,,,,,,,,
154,ERRO1J,ERRO1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
155,ERRO1J,ERRO1T,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
156,ERRO1J,TUMB1R,1.0,0.0,OHL,0.1,0.22,0.05,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
157,ERRO1J,WHIB1A,4.87,0.0,OHL,0.4973,1.1403,0.242,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
158,ERRO1K,TUMB1Q,1.0,0.0,OHL,0.1,0.22,0.05,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
159,ERRO1K,WHIB1B,4.87,0.0,OHL,0.4973,1.1403,0.242,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
160,ERRO1T,KIIN1-,36.9,0.0,OHL,3.75,8.58,1.82,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
161,FAAR1Q,TOMT1K,7.2,0.0,OHL,0.6544,1.6631,0.361,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
162,FAAR1R,TOMT1J,7.2,0.0,OHL,0.6544,1.6631,0.361,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
163,FARI2J,FOYE2-,8.4,0.0,OHL,0.0479,0.3363,2.358,935,880.0,790.0,880.0,shet_circuits,,,,,,,,,
164,FARI2J,KNOC2J,14.9,0.0,OHL,0.0851,0.5967,4.182,935,880.0,790.0,880.0,shet_circuits,,,,,,,,,
165,FARI2K,FOYE2-,8.4,0.0,OHL,0.0479,0.3363,2.358,935,880.0,790.0,880.0,shet_circuits,,,,,,,,,
166,FARI2K,KNOC2K,14.9,0.0,OHL,0.0851,0.5967,4.182,935,880.0,790.0,880.0,shet_circuits,,,,,,,,,
167,FASN2-,FAUG2J,24.384,1.016,Composite,0.069,1.029,7.259,1910,1830.0,1710.0,1830.0,shet_circuits,,,,,,,,,
168,FAUG1-,FAUG1Q,0.0,1.0,Cable,0.01,0.012,0.002,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
169,FAUG1-,GLDO1G,0.0,6.0,Cable,0.21,0.47,5.91,127,127.0,127.0,127.0,shet_circuits,,,,,,,,,
170,FAUG1J,FAUG1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
171,FAUG1J,LAGG1Q,6.49,0.0,OHL,0.739,1.477,0.325,254,247.0,237.0,247.0,shet_circuits,,,,,,,,,
172,FAUG1K,LAGG1R,6.49,0.0,OHL,0.739,1.477,0.325,221,216.0,208.0,216.0,shet_circuits,,,,,,,,,
173,FAUG2J,FAUG2K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
174,FAUG2K,TUMM2J,77.2,0.0,OHL,0.211,3.128,22.063,1910,1830.0,1710.0,1830.0,shet_circuits,,,,,,,,,
175,FAUG4J,FAUG4K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
176,FAUG4J,MELG4J,24.01,0.0,OHL,0.0311,0.4597,14.517,2780,2670.0,2490.0,2670.0,shet_circuits,,,,,,,,,
177,FERO1-,FERO1S,5.1,0.0,OHL,0.7089,1.0659,0.265,99,92.0,79.0,92.0,shet_circuits,,,,,,,,,
178,FERO1S,TAYN1R,7.49,0.0,OHL,1.063,1.759,0.366,99,92.0,79.0,92.0,shet_circuits,,,,,,,,,
179,FIDD1B,FIDD1R,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
180,FIDD1Q,FIDD1R,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
181,FIDD1Q,FOGG1R,25.4,0.0,OHL,3.004,6.157,1.238,112,104.0,90.0,104.0,shet_circuits,,,,,,,,,
182,FINL1Q,KIIN1-,2.1,0.0,OHL,0.21,0.5,0.1,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
183,FOGG1Q,KINT1-,15.6,0.0,OHL,1.826,3.742,0.752,112,104.0,90.0,104.0,shet_circuits,,,,,,,,,
184,FOGG1Q,TARL1Q,34.6,0.0,OHL,3.12,7.98,1.7,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
185,FOGG1R,TARL1R,34.6,0.0,OHL,3.12,7.98,1.7,132,123.0,106.0,123.0,shet_circuits,,,,,,,,,
186,FRAS1Q,LUMB1Q,10.1,0.0,OHL,0.9,2.34,0.502,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
187,FRAS1R,LUMB1R,10.1,0.0,OHL,0.9,2.34,0.502,126,117.0,101.0,117.0,shet_circuits,,,,,,,,,
188,FWIL1R,LUND1-,9.3,0.0,OHL,0.849,2.16,0.463,136,129.0,118.0,129.0,shet_circuits,,,,,,,,,
189,FYRI1J,FYRI1K,0.0,1.0,Cable,0.01,0.01,0.0,9999,9999.0,9999.0,9999.0,shet_circuits,,,,,,,,,
190,FYRI2J,LOCB2K,35.93,0.0,OHL,0.2156,1.9762,7.617,702,665.0,599.0,665.0,shet_circuits,,,,,,,,,
191,FYRI2K,LOCB2J,35.93,0.0,OHL,0.2156,1.9762,7.617,702,665.0,599.0,665.0,shet_circuits,,,,,,,,,
192,GLEN1Q,LAGG1Q,4.8,0.0,OHL,0.546,1.132,0.232,254,247.0,237.0,247.0,shet_circuits,,,,,,,,,
