,Node 1,Node 2,OHL Length (km),Cable Length (km),Circuit Type,R (% on 100MVA),X (% on 100MVA),B (% on 100MVA),Winter Rating (MVA),Spring Rating (MVA),Summer Rating (MVA),Autumn Rating (MVA),Dataframe,Year,Status,Rating (MVA),OFTO,Station,OHL Length(km),Cable Length(km),Voltage (kV),Wind Farm,Interconnection Type,Rated DC Voltage (kV),Rated AC Voltage (kV), Rating (MVA),Site,Voltage Ratio (kV),Rating(MVA),Voltage(kV)
1872,SMEA4Q,STHA4B,73.37,0.0,OHL,0.1593,1.4873,41.7375,1390.0,1280.0,1110.0,1280.0,spt_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
1873,SMEA4Q,TORN4-,54.32,1.94,Composite,0.0742,1.1033,70.0791,900.0,760.0,760.0,760.0,spt_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
1874,SMEA4R,WISH4-,61.77,0.0,OHL,0.1344,1.2615,34.9418,1390.0,1280.0,1110.0,1280.0,spt_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
1875,STHA4A,WISH4-,11.6,0.0,OHL,0.0243,0.2192,7.0076,2770.0,2730.0,2660.0,2730.0,spt_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
1876,STHA4B,WISH4-,11.6,0.0,OHL,0.0243,0.2192,7.0076,2770.0,2730.0,2660.0,2730.0,spt_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
1877,BLKL1A,WISH1A,5.7,4.7,Composite,0.4755,1.6261,9.1,298.0,298.0,298.0,298.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1878,BONB2J,DENN2-,19.894,0.0,OHL,0.054,0.7739,5.8126,1500.0,1500.0,1500.0,1500.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1879,BONB4-,DENN4-,19.894,0.0,OHL,0.0255,0.3658,12.2977,2570.0,2570.0,2508.0,2570.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1880,BONB4A,DENN4-,19.894,0.0,OHL,0.0255,0.3658,12.2977,2570.0,2570.0,2508.0,2570.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1881,BRNX4-,COUS4-,46.92,0.0,OHL,0.0618,0.9122,27.9669,2473.0,2349.0,2148.0,2349.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1882,BRNX4-,SMEA4Q,54.32,0.0,OHL,0.0716,1.0582,32.3337,2473.0,2349.0,2148.0,2349.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1883,BUSB2-,WLER2-,0.0,12.0,Cable,0.0372,0.2829,51.3179,450.0,450.0,450.0,450.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1884,COAL4-,REDS4-,11.0,0.0,OHL,0.0235,0.2158,6.3256,2770.0,2770.0,2770.0,2770.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1885,COAL4-,STHA4B,21.73,0.0,OHL,0.0463,0.4262,12.4959,2770.0,2770.0,2770.0,2770.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1886,COAN4-,REDS4-,11.0,0.0,OHL,0.0235,0.2158,6.3256,2770.0,2770.0,2770.0,2770.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1887,COAN4-,STHA4A,21.79,0.0,OHL,0.0465,0.4275,12.5295,2770.0,2770.0,2770.0,2770.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1888,COCK4Q,COUS4-,10.6,0.0,OHL,0.0217,0.2283,5.7068,1120.0,1060.0,990.0,1060.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1889,COCK4Q,ECCL4A,65.9,0.0,OHL,0.135,1.4191,35.4794,1120.0,1060.0,990.0,1060.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1890,COCK4R,COUS4-,10.6,0.0,OHL,0.0217,0.2283,5.7068,1120.0,1060.0,990.0,1060.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1891,COCK4R,ECCL4B,65.89,0.0,OHL,0.135,1.4189,35.4739,1120.0,1060.0,990.0,1060.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1892,COUS4-,FALL4-,23.7,0.0,OHL,0.0315,0.4674,13.9858,2522.0,2397.0,2189.0,2397.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1893,COUS4-,GALN4-,24.9,0.0,OHL,0.051,0.5362,13.4057,2000.0,1920.0,1790.0,1920.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1894,COUS4-,GALN4-,24.9,0.0,OHL,0.051,0.5362,13.4057,2000.0,1920.0,1790.0,1920.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1895,COUS4-,SMEA4Q,7.4,0.0,OHL,0.0097,0.1458,4.3685,2522.0,2397.0,2189.0,2397.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1896,COUS4-,SMEA4R,7.4,0.0,OHL,0.0097,0.1458,4.3685,2522.0,2397.0,2189.0,2397.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1897,CULR2-,KINC2-,7.64,0.0,OHL,0.031,0.3202,2.0963,1380.0,1320.0,1230.0,1320.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1898,CULR2-,MOSM2-,28.136,0.0,OHL,0.1075,1.1446,7.8879,1330.0,1280.0,1180.0,1280.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1899,CULR4-,KINN4-,8.86,0.0,OHL,0.0119,0.1622,5.5557,2170.0,2080.0,1930.0,2080.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1900,CULR4-,MOSM4-,28.136,0.0,OHL,0.0509,0.5475,16.5281,2000.0,1920.0,1790.0,1920.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1901,DALB2A,DALL2-,5.7,0.0,OHL,0.0241,0.2328,1.5851,1380.0,1320.0,1230.0,1320.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1902,DALB2B,WIYH2-,72.45,0.0,OHL,0.3064,2.9592,20.1469,1380.0,1320.0,1230.0,1320.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1903,DALL2-,INVR2-,22.55,0.0,OHL,0.0954,0.921,6.2707,1380.0,1320.0,1230.0,1320.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1904,DENN2-,LAMB2-,31.991,0.0,OHL,0.1391,1.4345,8.3553,1380.0,1320.0,1230.0,1320.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1905,DENN2-,LAMB2T,32.18,0.0,OHL,0.1451,1.3095,8.9356,955.0,880.0,760.0,880.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1906,DENN4-,LAMB4T,32.18,0.0,OHL,0.0661,0.6818,17.786,2000.0,1920.0,1790.0,1920.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1907,DUNE1-,GALA1-,23.64,0.0,OHL,2.1456,5.5767,1.1477,164.0,151.0,127.0,151.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1908,DUNE1-,GALN1Q,12.64,0.0,OHL,0.3239,2.287,0.7972,482.0,460.0,420.0,460.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1909,DUNE1-,GALN1R,12.64,0.0,OHL,0.3239,2.287,0.7972,482.0,460.0,420.0,460.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1910,ECCL4A,GALN4-,30.4,0.0,OHL,0.0623,0.6546,16.3668,2000.0,1920.0,1790.0,1920.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1911,ECCL4B,GALN4-,30.4,0.0,OHL,0.0623,0.6546,16.3668,2000.0,1920.0,1790.0,1920.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1912,ELDE1Q,NEIL1-,3.82,0.18,Composite,0.1455,0.8324,0.4574,229.0,211.0,183.0,211.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1913,ELDE1R,NEIL1-,3.82,0.23,Composite,0.1461,0.8373,0.5271,229.0,211.0,183.0,211.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1914,ELVA4-,GRNA4C,65.54,0.0,OHL,0.1406,1.3109,37.3092,2770.0,2770.0,2770.0,2770.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1915,ELVA4-,MOFF4-,23.5,0.0,OHL,0.0504,0.47,13.3784,2770.0,2770.0,2770.0,2770.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1916,ELVA4-,REDS4-,15.77,0.0,OHL,0.0336,0.3093,9.0686,2770.0,2770.0,2770.0,2770.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1917,ELVA4-,REDS4-,15.77,0.0,OHL,0.0336,0.3093,9.0686,2770.0,2770.0,2770.0,2770.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1918,FALL4-,SMEA4R,31.1,0.0,OHL,0.0414,0.6133,18.3526,2470.0,2350.0,2150.0,2350.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1919,GALA1-,GALN1Q,11.0,0.0,OHL,0.2819,1.9903,0.6938,482.0,460.0,420.0,460.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1920,GALA1-,GALN1R,11.0,0.0,OHL,0.2819,1.9903,0.6938,482.0,460.0,420.0,460.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1921,GLRB2-,GLRO2-,14.68,0.0,OHL,0.0664,0.6181,3.956,1090.0,1030.0,925.0,1030.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1922,GLRB4-,GLRO4-,14.68,0.0,OHL,0.0294,0.2891,8.4536,1995.0,1926.0,1787.0,1926.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1923,GLRO2-,WFIE2-,12.08,0.0,OHL,0.0547,0.5102,3.2488,1090.0,1030.0,925.0,1030.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1924,GLRO4-,WFIE4-,12.08,0.0,OHL,0.0242,0.2379,6.9564,1995.0,1926.0,1787.0,1926.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1925,GRNA4-,HAKB4B,1.97,0.0,OHL,0.0042,0.0394,1.1215,2770.0,2770.0,2770.0,2770.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1926,HAKB4-,MOFF4C,43.79,0.0,OHL,0.0939,0.8758,24.9293,2770.0,2770.0,2770.0,2770.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1927,INVR2-,WIYH2-,55.6,0.0,OHL,0.2351,2.2709,15.4613,1380.0,1320.0,1230.0,1320.0,spt_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
1928,KINC2-,WFIE2-,33.419,0.0,OHL,0.128,1.3518,9.4059,1330.0,1280.0,1180.0,1280.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1929,KINN4-,WFIE4-,34.639,0.0,OHL,0.0578,0.6529,20.9228,2000.0,1920.0,1790.0,1920.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1930,LAMB2-,LAMB2T,0.001,0.0,OHL,0.0,0.0,0.0,1120.0,1060.0,990.0,1060.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1931,LAMB2T,WIYH2-,17.88,0.0,OHL,0.0756,0.7303,4.9691,1380.0,1320.0,1230.0,1320.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1932,LAMB4T,WIYH4Q,17.88,0.0,OHL,0.0357,0.3452,10.5184,2000.0,1920.0,1790.0,1920.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1933,MOSM2-,WFIE2-,8.243,0.0,OHL,0.0354,0.3449,2.2729,1330.0,1280.0,1180.0,1280.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1934,MOSM4-,WFIE4-,8.243,0.0,OHL,0.0168,0.1727,4.5506,2000.0,1920.0,1790.0,1920.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1935,REDS1-,SPRB1-,18.0,0.0,OHL,1.3662,4.0108,0.9183,284.0,278.0,270.0,278.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1936,REDS1-,SPRB1-,18.0,0.0,OHL,1.3662,4.0108,0.9183,284.0,278.0,270.0,278.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
1937,WFIB2-,WFIE2-,22.48,0.0,OHL,0.1014,0.933,6.1144,1090.0,1030.0,925.0,1030.0,spt_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
1938,WFIB4-,WFIE4-,22.48,0.0,OHL,0.045,0.4427,12.9454,1995.0,1926.0,1787.0,1926.0,spt_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
2971,BOLN41,LHOR4A,28.1,0.0,OHL,0.0305,0.4887,18.5239,3102.0,2935.0,2765.0,2935.0,nget_circuit_changes,2023.0,Addition,,,,,,,,,,,,,,,
2972,BOLN41,NINF41,51.404,0.0,OHL,0.0558,0.8941,33.8862,3102.0,2935.0,2765.0,2935.0,nget_circuit_changes,2023.0,Removed,,,,,,,,,,,,,,,
2973,BRFO41,DISS4A,31.4,0.1,Composite,0.0279,0.5404,23.1059,3326.0,3326.0,3320.0,3320.0,nget_circuit_changes,2023.0,Addition,,,,,,,,,,,,,,,
2974,BRFO41,DISS4B,31.4,0.1,Composite,0.0279,0.5404,23.1059,3326.0,3326.0,3320.0,3320.0,nget_circuit_changes,2023.0,Addition,,,,,,,,,,,,,,,
2975,BRWA2A,HINP22,17.867,0.61,Composite,0.0734,0.7633,11.5546,767.0,767.0,620.0,620.0,nget_circuit_changes,2023.0,Addition,,,,,,,,,,,,,,,
2976,BRWA2A,HINP22,17.867,0.61,Composite,0.0827,0.7732,11.4779,767.0,767.0,620.0,620.0,nget_circuit_changes,2023.0,Removed,,,,,,,,,,,,,,,
2977,BRWA2B,HINP21,17.867,0.68,Composite,0.0828,0.7752,12.2388,762.0,762.0,619.0,619.0,nget_circuit_changes,2023.0,Removed,,,,,,,,,,,,,,,
2978,BRWA4A,BRWA4C,4.371,0.0,OHL,0.0086,0.0872,2.5222,2030.0,1930.0,1770.0,1930.0,nget_circuit_changes,2023.0,Addition,,,,,,,,,,,,,,,
2979,BRWA4C,SHUR41,14.02,0.0,OHL,0.0255,0.2747,8.2375,2030.0,1930.0,1770.0,1930.0,nget_circuit_changes,2023.0,Addition,,,,,,,,,,,,,,,
2980,CELL41,DRAK41,45.012,0.0,OHL,0.0719,0.8656,27.0675,2420.0,2330.0,2170.0,2330.0,nget_circuit_changes,2023.0,Change,,,,,,,,,,,,,,,
2981,CELL41,DRAK41,45.712,0.0,OHL,0.073,0.8791,27.4871,2420.0,2330.0,2170.0,2330.0,nget_circuit_changes,2023.0,Change,,,,,,,,,,,,,,,
2982,DISS4A,NORM41,29.7,0.0,OHL,0.0263,0.5101,19.9633,3326.0,3326.0,3320.0,3320.0,nget_circuit_changes,2023.0,Addition,,,,,,,,,,,,,,,
2983,DISS4B,NORM41,29.7,0.0,OHL,0.0263,0.5101,19.9633,3326.0,3326.0,3320.0,3320.0,nget_circuit_changes,2023.0,Addition,,,,,,,,,,,,,,,
2984,HINP41,SHUR41,1.213,0.0,OHL,0.002,0.024,0.707,3100.0,3050.0,2960.0,3050.0,nget_circuit_changes,2023.0,Addition,,,,,,,,,,,,,,,
2985,LHOR4B,NINF41,23.2,0.0,OHL,0.0252,0.4035,15.2937,3102.0,2935.0,2765.0,2935.0,nget_circuit_changes,2023.0,Addition,,,,,,,,,,,,,,,
2986,SHUR41,SHUR41,0.0,0.0,Series Reactor,0,2,0,2400.0,2400.0,2400.0,2400.0,nget_circuit_changes,2023.0,Addition,,,,,,,,,,,,,,,
2987,SHUR41,TAUN42,27.0,0.0,OHL,0.0487,0.5369,15.6574,3100.0,3050.0,2960.0,3050.0,nget_circuit_changes,2023.0,Addition,,,,,,,,,,,,,,,
2988,BLYT21,BLYT22,0.0,0.0,SSSC,0,2.6446,0,1524.0,1524.0,1524.0,1524.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
2989,BLYT21,BLYT23,0.0,0.0,SSSC,0,2.6446,0,1524.0,1524.0,1524.0,1524.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
2990,BRAI4A,BRFO41,48.267,0.0,OHL,0.0449,0.8314,32.3122,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2024.0,Change,,,,,,,,,,,,,,,
2991,BRAI4A,BULL41,12.343,0.0,OHL,0.0121,0.2133,8.2261,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2024.0,Change,,,,,,,,,,,,,,,
2992,BRAI4B,PELH41,65.942,0.0,OHL,0.0648,1.1396,43.9331,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2024.0,Change,,,,,,,,,,,,,,,
2993,BRAI4B,RAYL41,33.03,0.0,OHL,0.0325,0.5709,22.0036,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2024.0,Change,,,,,,,,,,,,,,,
2994,BRFO41,FRIS4A,35.557,0.0,OHL,0.0386,0.6184,23.4396,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
2995,BRFO41,FRIS4B,35.557,0.0,OHL,0.0386,0.6184,23.4396,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
2996,BRFO41,FRIS4C,35.557,0.0,OHL,0.0386,0.6184,23.4396,2779.0,2569.0,2217.0,2569.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
2997,BRFO41,FRIS4D,35.557,0.0,OHL,0.0386,0.6184,23.4396,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
2998,BRFO41,LEIS4A,42.357,0.0,OHL,0.046,0.7367,27.9223,2779.0,2569.0,2217.0,2569.0,nget_circuit_changes,2024.0,Removed,,,,,,,,,,,,,,,
2999,BRFO41,SIZE41,43.167,0.0,OHL,0.0468,0.7508,28.4562,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2024.0,Removed,,,,,,,,,,,,,,,
3000,BRFO41,SIZE41,43.167,0.0,OHL,0.0468,0.7508,28.4562,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2024.0,Removed,,,,,,,,,,,,,,,
3001,BRFO41,SIZE41,43.167,0.0,OHL,0.0468,0.7508,28.4562,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2024.0,Removed,,,,,,,,,,,,,,,
3002,BRLE41,MELK41,82.134,0.0,OHL,0.1769,1.6438,47.1939,1630.0,1630.0,1490.0,1630.0,nget_circuit_changes,2024.0,Change,,,,,,,,,,,,,,,
3003,BRLE41,MELK41,81.569,0.0,OHL,0.176,1.6326,46.8641,1630.0,1630.0,1490.0,1630.0,nget_circuit_changes,2024.0,Change,,,,,,,,,,,,,,,
3004,BRWA2A,HINP22,17.867,0.61,Composite,0.0734,0.7633,11.5546,767.0,767.0,620.0,620.0,nget_circuit_changes,2024.0,Removed,,,,,,,,,,,,,,,
3005,BRWA4A,BRWA4C,4.371,0.0,OHL,0.0079,0.087,2.5326,2030.0,1930.0,1770.0,1930.0,nget_circuit_changes,2024.0,Change,,,,,,,,,,,,,,,
3006,BRWA4B,BRWA4D,4.0,0.462,Composite,0.0076,0.085,7.3611,2030.0,1930.0,1770.0,1930.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3007,BRWA4C,MELK41,77.004,0.0,OHL,0.1368,1.5195,45.0234,2009.0,1911.0,1746.0,1911.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3008,BRWA4C,SHUR41,14.02,0.0,OHL,0.0218,0.269,8.4136,2030.0,1930.0,1770.0,1930.0,nget_circuit_changes,2024.0,Change,,,,,,,,,,,,,,,
3009,BRWA4D,MELK41,76.264,0.0,OHL,0.1356,1.5048,44.5918,2009.0,2009.0,2009.0,2009.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3010,BRWA4D,SHUR41,14.02,0.0,OHL,0.0218,0.269,8.4136,3100.0,3050.0,2960.0,3050.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3011,BULL41,RAYL41,20.646,0.0,OHL,0.0203,0.3568,13.7565,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2024.0,Change,,,,,,,,,,,,,,,
3012,ELST4A,SUND41,34.834,0.0,OHL,0.0556,0.6699,20.9635,2400.0,2300.0,2140.0,2300.0,nget_circuit_changes,2024.0,Change,,,,,,,,,,,,,,,
3013,ELST4B,SUND42,34.706,0.0,OHL,0.0554,0.6674,20.8867,1590.0,1500.0,1346.0,1500.0,nget_circuit_changes,2024.0,Change,,,,,,,,,,,,,,,
3014,FRIN4A,FRIS41,0.0,0.3,Cable,0.0002,0.0035,3.2746,2779.0,2779.0,2779.0,2779.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3015,FRIN4B,FRIS4C,0.0,0.1,Cable,0,0,0,2780.0,2780.0,2780.0,2780.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3016,FRIS4A,FRIS41,0.0,0.2,Cable,0.0001,0.0024,2.183,2779.0,2779.0,2779.0,2779.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3017,FRIS4A,SIZE41,7.61,0.0,OHL,0.0083,0.1324,5.0166,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3018,FRIS4B,FRIS41,0.0,0.15,Cable,0.0001,0.0018,1.6373,2779.0,2779.0,2779.0,2779.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3019,FRIS4B,SIZE41,7.61,0.0,OHL,0.0083,0.1324,5.0166,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3020,FRIS4C,LEIS4A,6.8,0.0,OHL,0.0074,0.1183,4.4826,2779.0,2569.0,2217.0,2569.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3021,FRIS4D,FRIS41,0.0,0.2,Cable,0,0,0,2779.0,2779.0,2779.0,2779.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3022,FRIS4D,SIZE41,7.61,0.0,OHL,0.0083,0.1324,5.0166,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3023,GRAI41,GRAW4A,1.845,0.0,OHL,0.002,0.0321,1.2162,3326.0,3160.0,2633.0,2813.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3024,GRAI41,GRAW4B,1.845,0.244,Composite,0.0022,0.0349,3.5513,2003.0,2003.0,1939.0,2003.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3025,GRAI41,KINO41,11.507,0.8,Composite,0.0126,0.2028,18.5632,3326.0,3160.0,2633.0,2813.0,nget_circuit_changes,2024.0,Removed,,,,,,,,,,,,,,,
3026,GRAI41,TILB41,26.642,2.049,Composite,0.0302,0.4832,61.2333,2003.0,2003.0,1939.0,2003.0,nget_circuit_changes,2024.0,Removed,,,,,,,,,,,,,,,
3027,GRAW4A,GRAW41,0.0,0.2,Cable,0.0001,0.0025,2.5133,3326.0,3160.0,2633.0,2813.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3028,GRAW4A,KINO41,9.807,0.8,parallel Composite,0.0108,0.1732,17.4426,3326.0,3160.0,2633.0,2813.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3029,GRAW4B,GRAW42,0.0,0.2,Cable,0.0001,0.0025,2.5133,3326.0,3160.0,2633.0,2813.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3030,GRAW4B,TILB42,24.942,1.805,Composite,0.0283,0.4536,52.5445,2003.0,2003.0,1939.0,2003.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3031,HINP41,MELK41,86.136,0.0,OHL,0.1564,1.7133,49.9342,2009.0,1911.0,1746.0,1911.0,nget_circuit_changes,2024.0,Removed,,,,,,,,,,,,,,,
3032,HINP41,SAFO41,26.58,8.94,Composite,0.0421,0.5573,218.3267,2009.0,1911.0,1746.0,1911.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3033,HINP41,SAFO41,26.571,8.99,Composite,0.0421,0.5575,219.4497,2009.0,1911.0,1746.0,1911.0,nget_circuit_changes,2024.0,Removed,,,,,,,,,,,,,,,
3034,HINP41,SEAB41,57.813,8.99,Composite,0.0765,1.1045,239.9146,2009.0,1911.0,1746.0,1911.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3035,HURS21,LITT2A,5.164,2.938,Composite,0.0279,0.3019,12.6277,1027.0,1002.0,807.0,1002.0,nget_circuit_changes,2024.0,Change,,,,,,,,,,,,,,,
3036,HURS21,LITT2B,5.14,2.863,Composite,0.0277,0.2987,12.3347,1027.0,1002.0,807.0,1002.0,nget_circuit_changes,2024.0,Change,,,,,,,,,,,,,,,
3037,KEAD42,WBUR42,28.425,0.0,OHL,0.0308,0.4944,18.7376,3420.0,3260.0,2980.0,3260.0,nget_circuit_changes,2024.0,Change,,,,,,,,,,,,,,,
3038,KEAD43,KEAD44,0.0,0.0,SSSC,0,1.25,0,2217.0,2217.0,2217.0,2217.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3039,MELK41,SAFO41,85.26,8.94,Composite,0.1484,1.7246,252.3421,2009.0,1911.0,1746.0,1911.0,nget_circuit_changes,2024.0,Removed,,,,,,,,,,,,,,,
3040,SAFO41,SEAB4A,31.219,0.0,OHL,0.0344,0.5467,20.4492,3190.0,3060.0,2850.0,3060.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3041,TILB41,TILB42,0.0,0.0,SSSC,0,1.25,0,2217.0,2217.0,2217.0,2217.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3042,TILB41,TILB43,0.0,0.0,SSSC,0,1.25,0,2217.0,2217.0,2217.0,2217.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3043,TILB41,TILB44,0.0,0.0,SSSC,0,1.25,0,2217.0,2217.0,2217.0,2217.0,nget_circuit_changes,2024.0,Addition,,,,,,,,,,,,,,,
3044,BENR41,NEWX4A,0.0,4.272,Cable,0.0029,0.0571,34.5413,749.0,917.0,917.0,917.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3045,BENR41,WIMB41,0.0,8.429,Cable,0.0058,0.1128,68.1528,1036.0,1091.0,1091.0,1091.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3046,COTT41,KEAD4C,34.479,0.0,OHL,0.0538,0.6702,20.3774,3100.0,3050.0,2960.0,3050.0,nget_circuit_changes,2026.0,Change,,,,,,,,,,,,,,,
3047,COTT41,KEAD4D,34.628,0.0,OHL,0.054,0.673,20.467,3100.0,3050.0,2960.0,3050.0,nget_circuit_changes,2026.0,Change,,,,,,,,,,,,,,,
