,Node 1,Node 2,OHL Length (km),Cable Length (km),Circuit Type,R (% on 100MVA),X (% on 100MVA),B (% on 100MVA),Winter Rating (MVA),Spring Rating (MVA),Summer Rating (MVA),Autumn Rating (MVA),Dataframe,Year,Status,Rating (MVA),OFTO,Station,OHL Length(km),Cable Length(km),Voltage (kV),Wind Farm,Interconnection Type,Rated DC Voltage (kV),Rated AC Voltage (kV), Rating (MVA),Site,Voltage Ratio (kV),Rating(MVA),Voltage(kV)
3048,CREB41,CREB42,0.0,0.0,Zero Length,0,0,0,1386.0,1386.0,1386.0,1386.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3049,CREB41,CREB42,0.0,0.0,Zero Length,0,0,0,1386.0,1386.0,1386.0,1386.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3050,CREB41,CREB42,14.835,0.0,OHL,0.0131,0.2548,9.9719,3075.0,3075.0,3075.0,3075.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3051,CREB41,CREB42,14.904,0.0,OHL,0.0132,0.256,10.0181,3075.0,3075.0,3075.0,3075.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3052,CREB41,THTO41,29.809,0.0,OHL,0.0264,0.512,20.0362,3075.0,2876.0,2663.0,2876.0,nget_circuit_changes,2026.0,Removed,,,,,,,,,,,,,,,
3053,CREB41,THTO42,29.671,0.0,OHL,0.0263,0.5096,19.9438,3075.0,2876.0,2663.0,2876.0,nget_circuit_changes,2026.0,Removed,,,,,,,,,,,,,,,
3054,CREB42,THTO41,14.835,0.0,OHL,0.0131,0.2548,9.9719,3075.0,3075.0,3075.0,3075.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3055,CREB42,THTO42,14.904,0.0,OHL,0.0132,0.256,10.0181,3075.0,3075.0,3075.0,3075.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3056,CREB42,THTO44,29.671,0.0,OHL,0.0263,0.5096,19.9438,3075.0,2876.0,2663.0,2876.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3057,HAKB4B,HARG41,10.107,0.0,OHL,0.0161,0.1995,5.9123,2170.0,2084.0,1941.0,2084.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3058,HAKB4B,HARK41,9.857,0.0,OHL,0.0157,0.1946,5.7661,2170.0,2084.0,1941.0,2084.0,nget_circuit_changes,2026.0,Removed,,,,,,,,,,,,,,,
3059,HARG41,HUTT41,81.544,0.0,OHL,0.127,1.5659,48.8916,2771.0,2771.0,2771.0,2771.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3060,HARK41,HARG41,0.1,0.0,OHL,0.0001,0.0019,0.0602,2771.0,2771.0,2771.0,2771.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3061,HARK41,HUTT42,81.444,0.0,OHL,0.1269,1.564,48.8314,2771.0,2771.0,2771.0,2771.0,nget_circuit_changes,2026.0,Removed,,,,,,,,,,,,,,,
3062,HURS21,NEWX21,0.0,18.504,Cable,0.027,0.5237,70.7162,1058.0,1031.0,863.0,1031.0,nget_circuit_changes,2026.0,Change,,,,,,,,,,,,,,,
3063,HURS21,NEWX21,0.0,18.442,Cable,0.0269,0.5219,70.4793,1178.0,1138.0,970.0,1138.0,nget_circuit_changes,2026.0,Change,,,,,,,,,,,,,,,
3064,MILL41,MILL4A,0.34,0.0,OHL,0.0006,0.0068,0.197,2009.0,2009.0,2009.0,2009.0,nget_circuit_changes,2026.0,Change,,,,,,,,,,,,,,,
3065,MILL41,MILL4B,0.34,0.0,OHL,0.0006,0.0068,0.197,2009.0,2009.0,2009.0,2009.0,nget_circuit_changes,2026.0,Change,,,,,,,,,,,,,,,
3066,NEWX21,WIMB21,0.0,13.629,Cable,0.0273,0.3121,138.0617,827.0,827.0,779.0,779.0,nget_circuit_changes,2026.0,Removed,,,,,,,,,,,,,,,
3067,NEWX21,WIMB21,0.0,13.629,Cable,0.0273,0.3121,138.0617,819.0,819.0,813.0,813.0,nget_circuit_changes,2026.0,Removed,,,,,,,,,,,,,,,
3068,NEWX4B,WIMB41,0.0,12.688,Cable,0.0087,0.1697,102.5891,942.0,1033.0,1033.0,1033.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3069,PEMB41,POAB41,74.6,0.0,OHL,0.081,1.2975,49.1773,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3070,PEMB41,SWAN41,83.854,0.0,OHL,0.091,1.4585,55.2774,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2026.0,Change,,,,,,,,,,,,,,,
3071,PEMB41,WALH41,217.727,5.468,Composite,0.2372,3.8063,207.4152,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2026.0,Removed,,,,,,,,,,,,,,,
3072,POAB41,SWAN41,9.25,0.0,OHL,0.01,0.1609,6.0977,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3073,SWAN41,WALH41,133.752,5.468,parallel Composite,0.146,2.3458,152.0578,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2026.0,Addition,,,,,,,,,,,,,,,
3074,WIMB21,WIMB2A,0.0,0.0,Zero Length,0,0,0,995.0,930.0,728.0,806.0,nget_circuit_changes,2026.0,Removed,,,,,,,,,,,,,,,
3075,BLYT21,TYNE2A,16.866,0.0,OHL,0.0744,0.7164,4.5772,1360.0,1307.0,1217.0,1307.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3076,BLYT22,TYNE21,16.818,0.0,OHL,0.0742,0.7144,4.5642,1236.0,1176.0,1074.0,1176.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3077,BRAI4A,BRFO41,41.0,8.0,Composite,0.0441,0.8075,127.9671,3326.0,3326.0,3320.0,3326.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3078,BRAI4A,BRFO41,48.267,0.0,OHL,0.0449,0.8314,32.3122,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3079,BRAI4B,BRFO41,41.0,8.0,Composite,0.0442,0.8076,127.9635,3326.0,3326.0,3320.0,3326.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3080,BRAI4B,PELH41,65.942,0.0,OHL,0.0648,1.1396,43.9331,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3081,BRFO41,PELH41,69.301,0.0,OHL,0.0655,1.1949,46.3271,3102.0,2935.0,2765.0,2935.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3082,BRFO41,TWIN4A,28.419,0.0,OHL,0.0252,0.4881,19.1016,3820.0,3630.0,3320.0,3630.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3083,BRFO41,TWIN4B ,28.419,0.0,OHL,0.0252,0.4881,19.1016,3820.0,3630.0,3320.0,3630.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3084,BRIM2C,TOTT24,7.455,0.235,Composite,0.0344,0.3223,4.5788,1085.0,1031.0,925.0,1031.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3085,BRIM2C,WALX21,5.97,0.0,OHL,0.0273,0.2528,1.6211,1093.0,1031.0,925.0,1031.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3086,BRIM2D,TOTT21,7.455,0.384,Composite,0.0347,0.3264,6.1984,1085.0,1031.0,925.0,1031.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3087,BRIM2D,WALX21,5.97,0.0,OHL,0.0273,0.2528,1.6211,1093.0,1031.0,925.0,1031.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3088,BRIM4C,HACK41,13.209,0.527,Composite,0.0209,0.2597,13.6792,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3089,BRIM4C,WALX41,5.97,0.0,OHL,0.0093,0.1145,3.5827,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3090,BRIM4D,HACK41,13.209,0.676,Composite,0.021,0.2614,15.3056,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3091,BRIM4D,WALX41,5.97,0.0,OHL,0.0093,0.1145,3.5827,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3092,CARR41,DAIN41,3.352,0.0,OHL,0.0059,0.0653,1.9776,3102.0,3048.0,2958.0,3048.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3093,CARR41,DAIN41,2.545,0.0,OHL,0.0043,0.0496,1.5076,2169.0,2084.0,1940.0,2084.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3094,CARR4A,DAIN41,2.063,0.0,OHL,0.0035,0.0404,1.2165,1500.0,1500.0,1500.0,1500.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3095,EGGB41,MONF42,10.37,0.0,OHL,0.0091,0.1781,6.9831,3070.0,2830.0,2420.0,2830.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3096,EGGB41,MONF4A,10.37,0.0,OHL,0.0113,0.1804,6.836,1970.0,1970.0,1970.0,1970.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3097,EGGB42,MONF41,10.37,0.0,OHL,0.0113,0.1804,6.836,2779.0,2568.0,2217.0,2568.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3098,EGGB42,MONF42,10.37,0.0,OHL,0.0091,0.1781,6.9831,3070.0,2830.0,2420.0,2830.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3099,GRAI41,GRAW4A,1.845,0.0,OHL,0.0016,0.0317,1.2424,3326.0,3160.0,2633.0,2813.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3100,GRAI41,GRAW4B,1.845,0.244,Composite,0.0019,0.0345,3.5775,2003.0,2003.0,1939.0,2003.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3101,GRAW4A,KINO41,9.807,0.8,parallel Composite,0.0088,0.171,17.5792,3326.0,3160.0,2633.0,2813.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3102,GRAW4B,TILB41,24.942,1.805,Composite,0.0232,0.4481,52.8966,2950.0,2950.0,2950.0,2950.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3103,HACK2A,TOTT2B,5.754,0.292,Composite,0.0268,0.2517,4.735,1093.0,1031.0,926.0,1031.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3104,HACK2B,TOTT2A,5.754,0.292,Composite,0.0268,0.2517,4.735,1093.0,1031.0,926.0,1031.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3105,HAKB4-,HARG41,10.107,0.0,OHL,0.0161,0.1995,5.9123,2169.0,2084.0,1940.0,2084.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3106,HAKB4-,HARK41,9.857,0.0,OHL,0.0157,0.1946,5.7661,2169.0,2084.0,1940.0,2084.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3107,HARG41,HUTT43,81.544,0.0,OHL,0.127,1.5659,48.8916,2771.0,2771.0,2771.0,2771.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3108,HARK21,HARK21,0.0,0.05,Cable,0.0001,0.0013,0.258,953.0,953.0,953.0,953.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3109,HARK21,HARK23,0.0,0.0,SSSC,0,0.3174,0,1521.0,1461.0,1361.0,1461.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3110,HARK21,HARK24,0.0,0.0,SSSC,0,1.8512,0,1524.0,1524.0,1524.0,1524.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3111,HARK41,HARG41,0.1,0.0,OHL,0.0001,0.0019,0.0602,2771.0,2771.0,2771.0,2771.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3112,HARK41,HUTT43,81.444,0.0,OHL,0.1269,1.564,48.8314,2771.0,2771.0,2771.0,2771.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3113,HAWP21,NORT21,30.238,0.459,Composite,0.0719,1.1367,14.2369,908.0,874.0,720.0,801.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3114,HAWP21,OFFE21,9.514,0.0,OHL,0.0379,0.3948,2.6412,1093.0,1031.0,925.0,1031.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3115,HAWP41,NORT41,30.157,0.0,OHL,0.0327,0.5245,19.8799,2550.0,2550.0,2550.0,2550.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3116,HAWP41,NORT41,30.157,0.0,OHL,0.0327,0.5245,19.8799,2780.0,2780.0,2780.0,2780.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3117,KINO41,TILB41,15.478,1.835,Composite,0.0149,0.2859,47.1231,2950.0,2950.0,2950.0,2950.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3118,KNAR21,MONF22,38.531,0.141,Composite,0.2716,1.7712,11.0429,551.0,513.0,443.0,513.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3119,KNAR21,POPP21,49.192,0.0,OHL,0.3299,2.3254,12.2192,551.0,512.0,442.0,512.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3120,KNAR21,TADT2A,25.0,0.0,OHL,0.1224,1.0976,6.5267,1500.0,1500.0,1300.0,1300.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3121,KNAR21,TADT2B,25.0,0.0,OHL,0.1224,1.0976,6.5267,1500.0,1500.0,1300.0,1500.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3122,MONF21,POPP21,37.84,0.0,OHL,0.208,2.0034,8.337,682.0,629.0,538.0,629.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3123,MONF2A,TADT2A,14.18,0.0,OHL,0.0694,0.6225,3.7019,1500.0,1500.0,1300.0,1500.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3124,MONF2B,TADT2B,14.18,0.6,Composite,0.0705,0.6359,10.1219,1500.0,1500.0,1300.0,1500.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3125,MONF41,MONF42,0.0,0.1,Cable,0,0,0,1500.0,1500.0,1500.0,1500.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3126,NORT41,OBST4A,70.35,0.0,OHL,0.1279,1.4458,39.4518,2010.0,1910.0,1750.0,1910.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3127,NORT41,OBST4B,70.35,0.0,OHL,0.1279,1.4458,39.4518,2009.0,1911.0,1746.0,1911.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3128,NORT41,OSBA41,83.839,0.0,OHL,0.1132,1.593,51.0467,2009.0,1911.0,1746.0,1911.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3129,NORT41,OSBA42,83.839,0.0,OHL,0.1132,1.593,51.0467,2009.0,1911.0,1746.0,1911.0,nget_circuit_changes,2028.0,Removed,,,,,,,,,,,,,,,
3130,OBST4A,YORK4A,2.8,0.0,OHL,0.0051,0.0575,1.5702,1500.0,1500.0,1300.0,1300.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3131,OBST4B,YORK4B,2.8,0.0,OHL,0.0051,0.0575,1.5702,1300.0,1300.0,1300.0,1300.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3132,OFFE21,WBOL21,8.207,0.0,OHL,0.0327,0.3406,2.2784,1093.0,1031.0,925.0,1031.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3133,OSBA41,OBST4A,13.35,0.0,OHL,0.0243,0.2744,7.4866,2009.0,1911.0,1746.0,1911.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3134,OSBA42,OBST4B,13.35,0.0,OHL,0.0243,0.2744,7.4866,2009.0,1911.0,1746.0,1911.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3135,OVER21,POPP21,4.729,0.0,OHL,0.0257,0.2475,1.0505,680.0,630.0,540.0,630.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3136,OVER21,POPP21,4.634,0.0,OHL,0.0254,0.2439,1.0211,550.0,630.0,440.0,630.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3137,OVER21,TADT2A,20.176,0.0,OHL,0.0988,0.8858,5.2674,1500.0,1500.0,1300.0,1500.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3138,OVER21,TADT2B,20.176,0.0,OHL,0.0988,0.8858,5.2673,1500.0,1500.0,1300.0,1500.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3139,PELH41,TWIN4A ,40.882,0.0,OHL,0.0362,0.7022,27.4783,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3140,PELH41,TWIN4B ,40.823,0.0,OHL,0.0362,0.7012,27.4387,3820.0,3630.0,3320.0,3630.0,nget_circuit_changes,2028.0,Addition,,,,,,,,,,,,,,,
3141,RYEH41,WALX41,5.324,0.0,OHL,0.0047,0.0914,3.5851,3326.0,3326.0,3326.0,3326.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3142,RYEH4A,WALX41,5.461,0.0,OHL,0.0048,0.0938,3.6755,3326.0,3326.0,3326.0,3326.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3143,SSHI21,TYNE2A,7.028,0.0,OHL,0.031,0.2985,1.9072,1236.0,1176.0,1065.0,1176.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3144,SSHI21,WBOL21,4.366,0.0,OHL,0.02,0.1848,1.1845,1093.0,1031.0,925.0,1031.0,nget_circuit_changes,2028.0,Change,,,,,,,,,,,,,,,
3145,BICF41,SPLN41,20.109,0.0,OHL,0.0191,0.355,13.187,3156.0,3032.0,2823.0,3032.0,nget_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
3146,BICF41,WALP41,37.775,0.0,OHL,0.0335,0.6488,25.3895,3189.0,3063.0,2853.0,3063.0,nget_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
3147,BICF41,WALP41,14.35,0.0,OHL,0.0127,0.2465,9.6453,3156.0,3032.0,2823.0,3032.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3148,BICF41,WEMA41,14.35,0.0,OHL,0.0127,0.2465,9.6453,3189.0,3063.0,2853.0,3063.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3149,BRFO41,EACS41,19.0,7.0,Composite,0.019,0.3773,170.7789,3820.0,3820.0,3820.0,3820.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3150,BRFO41,NORM41,61.0,0.0,OHL,0.0535,1.0395,41.1462,3326.0,3326.0,3326.0,3326.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3151,BRFO42,EACS41,19.0,8.0,Composite,0.019,0.3773,170.7789,3820.0,3820.0,3820.0,3820.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3152,BRFO42,NORM41,61.0,0.0,OHL,0.0535,1.0395,41.1462,3326.0,3326.0,3326.0,3326.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3153,CHTE41,RATS41,36.0,4.0,Composite,0.0588,0.738,65.2649,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3154,CHTE41,RATS41,36.0,4.0,Composite,0.0588,0.738,65.2649,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3155,CREB42,HIGM41,73.0,9.0,Composite,0.1199,1.5123,141.9148,3100.0,3050.0,2960.0,3100.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3156,CREB42,HIGM41,73.0,9.0,Composite,0.1199,1.5123,141.9148,3100.0,3050.0,2960.0,3100.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3157,EACS41,TILB41,89.0,3.0,Composite,0.0791,1.55,127.6396,3820.0,3820.0,3820.0,3820.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3158,EACS41,TILB42,89.0,3.0,Composite,0.0791,1.55,127.6396,3820.0,3820.0,3820.0,3820.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3159,FOUX4A,PENI4A,23.025,0.0,OHL,0.0253,0.4222,14.5657,3600.0,3600.0,3600.0,3600.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3160,FOUX4A,TRAW41,17.53,12.286,parallel Composite,0.0201,0.3521,298.485,3600.0,3600.0,3600.0,3600.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3161,GRIW41,MABL41,36.0,4.0,Composite,0.0329,0.6473,114.519,3326.0,3326.0,3320.0,3326.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3162,GRIW41,MABL41,36.0,4.0,Composite,0.0326,0.64,159.6574,3326.0,3326.0,3320.0,3326.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3163,MABL41,WEMA41,63.0,7.0,Composite,0.0576,1.1328,200.4082,3326.0,3326.0,3320.0,3326.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3164,MABL41,WEMA41,63.0,7.0,Composite,0.0576,1.1328,200.4082,3326.0,3326.0,3320.0,3326.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3165,OBST4A,YORK4A,2.8,0.0,OHL,0.0051,0.0575,1.5702,1260.0,1500.0,1300.0,1090.0,nget_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
3166,OBST4B,YORK4B,2.8,0.0,OHL,0.0051,0.0575,1.5702,1500.0,1500.0,1300.0,1090.0,nget_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
3167,OSBA41,OBST4A,13.35,0.0,OHL,0.0243,0.2744,7.4866,1687.0,1911.0,1746.0,1911.0,nget_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
3168,PENI4A,DINO41,0.0,8.183,Cable,0.0043,0.068,123.66,1620.0,1620.0,1620.0,1620.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3169,PENI4A,PENT41,4.545,2.0,Composite,0.004,0.0781,3.0549,2780.0,2780.0,2780.0,2780.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3170,SELL4A,SELL4C,0.0,0.257,Cable,0.0001,0.0013,9.9716,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
3171,SELL4A,SELL4D,0.0,0.257,Cable,0.0001,0.0013,9.9716,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
3172,SELL4A,SELL4E,0.0,0.415,Cable,0.0002,0.0022,14.94,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
3173,SELL4A,SELL4F,0.0,0.415,Cable,0.0002,0.0022,14.94,3100.0,3100.0,3100.0,3100.0,nget_circuit_changes,2031.0,Change,,,,,,,,,,,,,,,
3174,SPLN41,WALP41,29.234,0.0,OHL,0.0272,0.5117,19.3195,3189.0,3063.0,2853.0,3063.0,nget_circuit_changes,2031.0,Removed,,,,,,,,,,,,,,,
3175,SPLN41,WEMA41,5.759,0.0,OHL,0.0064,0.1085,3.5417,3156.0,3032.0,2823.0,3032.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3176,SPLN41,WEMA41,5.759,0.0,OHL,0.0064,0.1085,3.5417,3189.0,3063.0,2853.0,3063.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3177,WALP41,WEMA41,23.475,0.0,OHL,0.0208,0.4032,15.7777,3189.0,3063.0,2853.0,3063.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
3178,WALP41,WEMA4A,23.425,0.0,OHL,0.0208,0.4023,15.7443,3189.0,3063.0,2853.0,3063.0,nget_circuit_changes,2031.0,Addition,,,,,,,,,,,,,,,
4161,CRYR4-,NNGO41,0.0,0.58,Cable,0.0015,0.0059,1.3607,,,,,ofto_circuit_changes,2023.0,Addition,,,,,,,Neart na Gaoithe Offshore Wind Farm,AC,,245.0,400,,,,
4162,CRYR4-,NNGO42,0.0,0.58,Cable,0.0015,0.0059,1.593,,,,,ofto_circuit_changes,2023.0,Addition,,,,,,,Neart na Gaoithe Offshore Wind Farm,AC,,245.0,400,,,,
4163,NNGO21,NNGW21,0.0,50.659,Cable,0.5572,1.4011,134.5885,,,,,ofto_circuit_changes,2023.0,Addition,,,,,,,Neart na Gaoithe Offshore Wind Farm,AC,,230.0,220,,,,
4164,NNGO22,NNGW22,0.0,50.917,Cable,0.5604,1.4081,135.2317,,,,,ofto_circuit_changes,2023.0,Addition,,,,,,,Neart na Gaoithe Offshore Wind Farm,AC,,230.0,220,,,,
4174,LACK41,LAZE41,0.0,TBC,Cable,0.0015,0.0168,24.23,,,,,ofto_circuit_changes,2024.0,Addition,,,,,,,Sofia Offshore Wind Farm,AC,±320,400.0,744,,,,
4175,LACK42,LAZE41,0.0,TBC,Cable,0.0015,0.0168,24.23,,,,,ofto_circuit_changes,2024.0,Addition,,,,,,,Sofia Offshore Wind Farm,AC,±320,400.0,744,,,,
