,Node 1,Node 2,OHL Length (km),Cable Length (km),Circuit Type,R (% on 100MVA),X (% on 100MVA),B (% on 100MVA),Winter Rating (MVA),Spring Rating (MVA),Summer Rating (MVA),Autumn Rating (MVA),Dataframe,Year,Status,Rating (MVA),OFTO,Station,OHL Length(km),Cable Length(km),Voltage (kV),Wind Farm,Interconnection Type,Rated DC Voltage (kV),Rated AC Voltage (kV), Rating (MVA),Site,Voltage Ratio (kV),Rating(MVA),Voltage(kV)
2154,NEAR2Q,NEAR3-,,,,0.4856,18.2435,-0.1614,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2155,NEAR2R,NEAR3-,,,,0.4856,18.1602,-0.1723,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2156,NECU2-,NECU1-,,,,0.1173,8.6992,-0.0311,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2157,NECU2-,NECU1-,,,,0.1173,8.5659,-0.0322,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2158,NECU2-,NECU1-,,,,0.1167,8.7367,-0.0297,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2159,NECU2-,NECU1Q,,,,0.1161,8.5534,-0.0293,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2160,NECU2-,NECU1R,,,,0.1164,8.5534,-0.0287,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2161,NEIL2-,NEIL1-,,,,0.1457,8.5196,-0.1979,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2162,NEIL2-,NEIL1-,,,,0.1509,8.4778,-0.1862,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2163,NEIL4Q,NEIL1C,,,,0.1122,9.3882,-0.2007,,,,,spt_tx,,,360.0,,,,,,,,,,,,,,
2164,NEIL4Q,NEIL2C,,,,0.0181,1.6169,-0.4986,,,,,spt_tx,,,1000.0,,,,,,,,,,,,,,
2165,NEIL4R,NEIL2-,,,,0.0133,1.6749,-0.3581,,,,,spt_tx,,,1000.0,,,,,,,,,,,,,,
2166,NETS1-,NETS3-,,,,0.8311,28.2878,-0.0097,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2167,PAIS1S,PAIS3-,,,,0.5609,26.1773,-0.004,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2168,PAIS1T,PAIS3-,,,,0.7736,20.352,-0.216,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2169,PART1Q,PART3-,,,,0.9103,21.2972,0.0,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2170,PART1R,PART3-,,,,0.93,21.5299,0.0,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2171,POOB2Q,POOB3-,,,,0.3244,20.4558,-0.0158,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2172,POOB2R,POOB3-,,,,0.3244,20.4558,-0.0158,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2173,PORD2Q,PORD3-,,,,0.3702,18.3296,-0.1621,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2174,PORD2R,PORD3-,,,,0.3698,18.3963,-0.1357,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2175,REDH1-,REDH3-,,,,0.6267,27.5484,0.0,,,,,spt_tx,,,90.0,,,,,,,,,,,,,,
2176,REDH1-,REDH3-,,,,0.94,20.7787,0.0,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2177,SACO1Q,SACO3J,,,,0.9444,24.4484,0.0,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2178,SACO1Q,SACO3K,,,,0.9542,21.1451,0.0,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2179,SACO1R,SACO3J,,,,0.9444,24.4484,0.0,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2180,SACO1R,SACO3K,,,,0.9683,21.4114,0.0,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2181,SANX1Q,SANX3-,,,,0.7366,27.1233,-0.009,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2182,SANX1R,SANX3-,,,,0.7377,27.19,-0.0098,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2183,SHRU2Q,SHRU3A,,,,0.4926,19.9939,-0.2739,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2184,SHRU2R,SHRU3B,,,,0.2914,23.7232,-0.0252,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2185,SIGH2Q,SIGH3A,,,,0.4564,27.5518,-0.032,,,,,spt_tx,,,180.0,,,,,,,,,,,,,,
2186,SIGH2R,SIGH3A,,,,0.4281,27.53,-0.0372,,,,,spt_tx,,,180.0,,,,,,,,,,,,,,
2187,SMEA2-,SMEA1-,,,,0.1271,8.7241,-0.043,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2188,SMEA4R,SMEA2-,,,,0.0134,1.6639,-0.2312,,,,,spt_tx,,,1000.0,,,,,,,,,,,,,,
2189,SPAV1Q,SPAV3-,,,,0.728,26.6656,0.0,,,,,spt_tx,,,90.0,,,,,,,,,,,,,,
2190,SPAV1R,SPAV3-,,,,0.728,26.6656,0.0,,,,,spt_tx,,,90.0,,,,,,,,,,,,,,
2191,STHA2A,STHA3-,,,,0.4722,18.7441,-0.1542,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2192,STHA2B,STHA3-,,,,0.4917,19.994,-0.1424,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2193,STHA4A,STHA2A,,,,0.018,1.7059,-0.2252,,,,,spt_tx,,,1000.0,,,,,,,,,,,,,,
2194,STHA4B,STHA2B,,,,0.0134,1.6949,-2.0384,,,,,spt_tx,,,1000.0,,,,,,,,,,,,,,
2195,STIR1S,STIR3-,,,,0.6,27.5446,0.0,,,,,spt_tx,,,90.0,,,,,,,,,,,,,,
2196,STIR1T,STIR3-,,,,0.503,27.1331,0.0,,,,,spt_tx,,,90.0,,,,,,,,,,,,,,
2197,STLE1-,STLE3S,,,,0.4217,25.741,-0.028,,,,,spt_tx,,,90.0,,,,,,,,,,,,,,
2198,STLE1-,STLE3S,,,,0.4235,25.6743,-0.0254,,,,,spt_tx,,,90.0,,,,,,,,,,,,,,
2199,TELR1Q,TELR3-,,,,0.9688,26.4656,-0.0572,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2200,TELR1R,TELR3-,,,,0.6325,28.5763,-0.0081,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2201,TONG1-,TONG1R,,,,0.0267,1.3331,0.0,,,,,spt_tx,,,90.0,,,,,,,,,,,,,,
2202,TONG1-,TONG3-,,,,0.533,26.9114,-0.0078,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2203,TONG1-,TONG3-,,,,0.5309,27.0615,-0.008,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2204,TONG1-,TONG5-,,,,1.6834,33.9917,-0.01,,,,,spt_tx,,,30.0,,,,,,,,,,,,,,
2205,TONG1-,TONG5-,,,,1.6721,34.0924,-0.0269,,,,,spt_tx,,,30.0,,,,,,,,,,,,,,
2206,TONG1Q,TONG1R,,,,0.0125,2.5,0.0,,,,,spt_tx,,,90.0,,,,,,,,,,,,,,
2207,TORN4-,TORN1-,,,,0.1674,8.0399,-0.0509,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2208,TORN4-,TORN1-,,,,0.1688,8.0816,-0.0663,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2209,WESE1-,AIKE3A,,,,0.5667,13.2333,0.0,,,,,spt_tx,,,90.0,,,,,,,,,,,,,,
2210,WESE1-,AIKE3B,,,,0.5667,13.2333,0.0,,,,,spt_tx,,,90.0,,,,,,,,,,,,,,
2211,WFIE1A,WFIE3-,,,,0.9889,20.4928,0.0,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2212,WFIE1B,WFIE3-,,,,0.9528,20.5613,0.0,,,,,spt_tx,,,60.0,,,,,,,,,,,,,,
2213,WFIE2-,WFIE1A,,,,0.1408,8.6113,-0.1827,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2214,WFIE2-,WFIE1B,,,,0.1264,8.7366,-0.1602,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2215,WGEO2Q,WGEO3-,,,,0.4889,18.2518,-0.2083,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2216,WGEO2R,WGEO3-,,,,0.4911,18.3268,-0.2083,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2217,WHHO2Q,WHHO3-,,,,0.4128,24.9549,-0.0345,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2218,WHHO2R,WHHO3-,,,,0.5236,20.1599,-0.1959,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2219,WHTL1S,WHTL3-,,,,2.0,27.1108,0.0,,,,,spt_tx,,,45.0,,,,,,,,,,,,,,
2220,WHTL1T,WHTL3-,,,,2.0,27.1108,0.0,,,,,spt_tx,,,45.0,,,,,,,,,,,,,,
2221,WISH2-,WISH1-,,,,0.1297,8.8874,-0.2192,,,,,spt_tx,,,215.0,,,,,,,,,,,,,,
2222,WISH2-,WISH3-,,,,0.4944,20.1606,-0.2477,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2223,WISH2-,WISH3-,,,,0.4824,24.1285,-0.2277,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2224,WISH2-,WISH3S,,,,0.4382,19.1617,-0.195,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2225,WISH2-,WISH3T,,,,0.4889,18.3268,-0.1166,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2226,WISH4-,WISH2-,,,,0.0134,1.6849,-0.0814,,,,,spt_tx,,,1000.0,,,,,,,,,,,,,,
2227,WISH4-,WISH2-,,,,0.0163,1.6529,-0.0792,,,,,spt_tx,,,1000.0,,,,,,,,,,,,,,
2228,WIYH2-,WIYH1-,,,,0.1568,8.4569,-0.3494,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2229,WIYH2-,WIYH1-,,,,0.1524,8.457,-0.3487,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2230,WIYH2-,WIYH1-,,,,0.0987,8.8078,-0.0518,,,,,spt_tx,,,240.0,,,,,,,,,,,,,,
2231,WIYH4Q,WIYH2-,,,,0.0133,1.6699,-0.3581,,,,,spt_tx,,,1000.0,,,,,,,,,,,,,,
2232,WLEE2-,WLEE3A,,,,0.2583,12.2648,-0.0357,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2233,WLEE2-,WLEE3B,,,,0.2592,12.1922,-0.0271,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2234,WLEE2-,WLEE3C,,,,0.26,12.3048,-0.0301,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2235,WLEX2-,WLEX3A,,,,0.2306,12.2562,-0.0292,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2236,WLEX2-,WLEX3B,,,,0.2306,12.2728,-0.0271,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
2237,WLEX2-,WLEX3C,,,,0.2306,12.2728,-0.0275,,,,,spt_tx,,,120.0,,,,,,,,,,,,,,
3180,ABHA4A,ABHA11,,,,0.1658,8.4025,-1.5604,,,,,nget_tx,,,275.0,,,,,,,,,,,,,,
3181,ABHA4B,ABHA12,,,,0.1658,8.4025,-1.5604,,,,,nget_tx,,,264.0,,,,,,,,,,,,,,
3182,ABTH21,ABTH11,,,,0.1366,8.0648,-0.0471,,,,,nget_tx,,,279.0,,,,,,,,,,,,,,
3183,ABTH21,ABTH12,,,,0.1646,8.0383,-0.1808,,,,,nget_tx,,,211.0,,,,,,,,,,,,,,
3184,ABTH21,ABTH13,,,,0.0977,8.1994,-1.7127,,,,,nget_tx,,,212.0,,,,,,,,,,,,,,
3185,ALDW21,ALDW31,,,,0.4848,24.6692,-0.018,,,,,nget_tx,,,135.0,,,,,,,,,,,,,,
3186,ALDW21,ALDW31,,,,0.3543,25.4142,-0.4983,,,,,nget_tx,,,135.0,,,,,,,,,,,,,,
3187,ALDW21,ALDW31,,,,0.7076,26.5771,-0.0784,,,,,nget_tx,,,83.0,,,,,,,,,,,,,,
3188,ALDW21,ALDW32,,,,0.656,25.925,-0.297,,,,,nget_tx,,,98.0,,,,,,,,,,,,,,
3189,ALDW21,ALDW32,,,,0.656,25.925,-0.297,,,,,nget_tx,,,98.0,,,,,,,,,,,,,,
3190,ALVE4A,ALVE11,,,,0.1118,8.3874,-0.0906,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3191,ALVE4B,ALVE11,,,,0.1621,8.0984,-0.0747,,,,,nget_tx,,,275.0,,,,,,,,,,,,,,
3192,AMEM4A,AMEM11,,,,0.1471,8.4008,-0.1719,,,,,nget_tx,,,270.0,,,,,,,,,,,,,,
3193,AMEM4B,AMEM11,,,,0.1471,8.4008,-0.1719,,,,,nget_tx,,,255.0,,,,,,,,,,,,,,
3194,AXMI41,AXMI11,,,,0.148,7.4973,-0.3849,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3195,AXMI41,AXMI11,,,,0.148,7.4973,-0.3849,,,,,nget_tx,,,277.0,,,,,,,,,,,,,,
3196,BARK21,BARK11,,,,0.1264,8.6657,-0.0342,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3197,BARK21,BARK11,,,,0.1264,8.6657,-0.0342,,,,,nget_tx,,,275.0,,,,,,,,,,,,,,
3198,BARK21,BARW31,,,,0.618,29.2635,-0.2527,,,,,nget_tx,,,109.0,,,,,,,,,,,,,,
3199,BARK21,BARW32,,,,0.618,29.2635,-0.2527,,,,,nget_tx,,,110.0,,,,,,,,,,,,,,
3200,BARK22,BARK11,,,,0.1221,8.0467,-0.0391,,,,,nget_tx,,,217.0,,,,,,,,,,,,,,
3201,BARK22,BARK11,,,,0.1646,8.0383,-0.1808,,,,,nget_tx,,,211.0,,,,,,,,,,,,,,
3202,BARK22,BARW31,,,,0.618,29.2635,-0.2527,,,,,nget_tx,,,110.0,,,,,,,,,,,,,,
3203,BARK22,BARW32,,,,0.618,29.2635,-0.2527,,,,,nget_tx,,,109.0,,,,,,,,,,,,,,
3204,BARK22,BARW32,,,,0.492,19.4438,-0.4018,,,,,nget_tx,,,100.0,,,,,,,,,,,,,,
3205,BARK41,BARK21,,,,0.0268,2.7989,-0.3188,,,,,nget_tx,,,817.0,,,,,,,,,,,,,,
3206,BARK41,BARK22,,,,0.0268,2.7989,-0.3188,,,,,nget_tx,,,817.0,,,,,,,,,,,,,,
3207,BEDD21,BEDD11,,,,0.167,7.9774,-0.2092,,,,,nget_tx,,,258.0,,,,,,,,,,,,,,
3208,BEDD21,BEDD12,,,,0.1067,8.0868,-0.034,,,,,nget_tx,,,240.0,,,,,,,,,,,,,,
3209,BEDD21,BEDT1A,,,,0.1007,8.1333,-0.2371,,,,,nget_tx,,,126.0,,,,,,,,,,,,,,
3210,BEDD22,BEDD12,,,,0.1067,8.0868,-0.034,,,,,nget_tx,,,240.0,,,,,,,,,,,,,,
3211,BEDD23,BEDD11,,,,0.167,7.9774,-0.2092,,,,,nget_tx,,,240.0,,,,,,,,,,,,,,
3212,BEDD23,BEDT1B,,,,0.2264,12.2479,-0.6062,,,,,nget_tx,,,126.0,,,,,,,,,,,,,,
3213,BEDD4A,BEDD21,,,,0.0258,2.6799,-1.2431,,,,,nget_tx,,,797.0,,,,,,,,,,,,,,
3214,BEDD4A,BEDD23,,,,0.0258,2.6799,-1.2431,,,,,nget_tx,,,797.0,,,,,,,,,,,,,,
3215,BEDD4B,BEDD21,,,,0.0258,2.6799,-1.2431,,,,,nget_tx,,,800.0,,,,,,,,,,,,,,
3216,BEDD4B,BEDD22,,,,0.0258,2.6805,-1.2431,,,,,nget_tx,,,950.0,,,,,,,,,,,,,,
3217,BESW21,BESW11,,,,0.1004,8.1994,-0.2371,,,,,nget_tx,,,240.0,,,,,,,,,,,,,,
3218,BESW21,BESW11,,,,0.1411,8.6331,-0.2264,,,,,nget_tx,,,273.0,,,,,,,,,,,,,,
3219,BESW21,BESW12,,,,0.1411,8.6331,-0.2264,,,,,nget_tx,,,267.0,,,,,,,,,,,,,,
3220,BESW21,BESW12,,,,0.1411,8.6331,-0.2264,,,,,nget_tx,,,267.0,,,,,,,,,,,,,,
3221,BICF41,BICF11,,,,0.1307,7.9515,-0.1098,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3222,BICF41,BICF11,,,,0.1307,7.9515,-0.1098,,,,,nget_tx,,,274.0,,,,,,,,,,,,,,
3223,BIRK21,BIRK11,,,,0.1594,8.6081,-0.2215,,,,,nget_tx,,,261.0,,,,,,,,,,,,,,
3224,BIRK21,BIRK11,,,,0.1594,8.6081,-0.2215,,,,,nget_tx,,,261.0,,,,,,,,,,,,,,
3225,BIRK21,BIRK11,,,,0.1594,8.6081,-0.2215,,,,,nget_tx,,,261.0,,,,,,,,,,,,,,
3226,BISW21,BISW11,,,,0.1623,8.097,-1.5978,,,,,nget_tx,,,279.0,,,,,,,,,,,,,,
3227,BISW21,BISW11,,,,0.1623,8.097,-1.5978,,,,,nget_tx,,,279.0,,,,,,,,,,,,,,
3228,BISW21,BISW11,,,,0.0918,8.7537,-0.0575,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3229,BISW21,BISW11,,,,0.1623,8.097,-1.5978,,,,,nget_tx,,,240.0,,,,,,,,,,,,,,
3230,BLYT21,BLYT1A,,,,0.1666,8.378,-0.1047,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3231,BLYT21,BLYT1B,,,,0.1666,8.378,-0.1047,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3232,BLYT21,BLYT61,,,,0.2275,10.8456,-0.0697,,,,,nget_tx,,,209.0,,,,,,,,,,,,,,
3233,BLYT21,BLYT61,,,,0.45,16.8273,-1.3475,,,,,nget_tx,,,138.0,,,,,,,,,,,,,,
3234,BLYT21,BLYT61,,,,0.45,16.8273,-1.3475,,,,,nget_tx,,,138.0,,,,,,,,,,,,,,
3235,BLYT41,BLYT21,,,,0.0152,1.6463,-0.1118,,,,,nget_tx,,,1148.0,,,,,,,,,,,,,,
3236,BLYT41,BLYT21,,,,0.0152,1.6463,-0.1118,,,,,nget_tx,,,1100.0,,,,,,,,,,,,,,
3237,BODE41,SASA11,,,,0.1311,7.9055,-0.1016,,,,,nget_tx,,,240.0,,,,,,,,,,,,,,
3238,BOLN41,BOLN11,,,,0.137,7.9818,-0.1471,,,,,nget_tx,,,310.0,,,,,,,,,,,,,,
3239,BOLN41,BOLN11,,,,0.137,7.9818,-0.1471,,,,,nget_tx,,,309.0,,,,,,,,,,,,,,
3240,BOLN41,BOLN12,,,,0.137,7.9818,-0.1471,,,,,nget_tx,,,309.0,,,,,,,,,,,,,,
3241,BOLN41,BOLN12,,,,0.137,7.9818,-0.1471,,,,,nget_tx,,,277.0,,,,,,,,,,,,,,
3242,BOLN41,BOLN12,,,,0.137,7.9818,-0.1471,,,,,nget_tx,,,276.0,,,,,,,,,,,,,,
3243,BOTW41,BOTW11,,,,0.1139,8.1036,-2.059,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3244,BOTW41,BOTW11,,,,0.1139,8.1036,-2.059,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3245,BRAI4A,BRAI11,,,,0.1373,8.1976,-0.1719,,,,,nget_tx,,,240.0,,,,,,,,,,,,,,
3246,BRAI4B,BRAI11,,,,0.1307,7.9515,-0.1098,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3247,BRAW21,BRAW11,,,,0.1719,8.2312,-0.9928,,,,,nget_tx,,,279.0,,,,,,,,,,,,,,
3248,BRAW21,BRAW11,,,,0.1719,8.2312,-0.9928,,,,,nget_tx,,,279.0,,,,,,,,,,,,,,
3249,BRAW21,BRAW12,,,,0.1719,8.2312,-0.9928,,,,,nget_tx,,,279.0,,,,,,,,,,,,,,
3250,BRAW21,BRAW12,,,,0.1719,8.2312,-0.9928,,,,,nget_tx,,,279.0,,,,,,,,,,,,,,
3251,BRAW4A,BRAW21,,,,0.0175,1.5879,-4.0069,,,,,nget_tx,,,1094.0,,,,,,,,,,,,,,
3252,BRED21,BRED11,,,,0.1266,8.6449,-1.9406,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3253,BRED21,BRED11,,,,0.1266,8.6449,-1.9406,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3254,BRED21,BRED11,,,,0.1266,8.6449,-1.9406,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3255,BRFO41,BRFO11,,,,0.1658,8.4025,-1.5604,,,,,nget_tx,,,272.0,,,,,,,,,,,,,,
3256,BRFO41,BRFO11,,,,0.1658,8.4025,-1.5604,,,,,nget_tx,,,271.0,,,,,,,,,,,,,,
3257,BRFO41,BRFO11,,,,0.1307,7.9515,-0.1098,,,,,nget_tx,,,240.0,,,,,,,,,,,,,,
3258,BRFO41,BRFO12,,,,0.1658,8.4025,-1.5604,,,,,nget_tx,,,267.0,,,,,,,,,,,,,,
3259,BRFO41,BRFO12,,,,0.1658,8.4025,-1.5604,,,,,nget_tx,,,267.0,,,,,,,,,,,,,,
3260,BRIM2A,BRIM11,,,,0.1688,8.3316,-1.1711,,,,,nget_tx,,,263.0,,,,,,,,,,,,,,
3261,BRIM2B,BRIM11,,,,0.1266,8.6449,-1.9406,,,,,nget_tx,,,274.0,,,,,,,,,,,,,,
3262,BRIM2C,BRIM11,,,,0.1688,8.3316,-1.1711,,,,,nget_tx,,,262.0,,,,,,,,,,,,,,
3263,BRIM2D,BRIM11,,,,0.1688,8.3316,-1.1711,,,,,nget_tx,,,262.0,,,,,,,,,,,,,,
3264,BRIN41,BRIN21,,,,0.0146,1.609,-1.8746,,,,,nget_tx,,,1117.0,,,,,,,,,,,,,,
3265,BRIN41,BRIN22,,,,0.0132,1.6756,-0.4337,,,,,nget_tx,,,1096.0,,,,,,,,,,,,,,
3266,BRLE41,BRLE11,,,,0.103,7.9231,-0.0638,,,,,nget_tx,,,275.0,,,,,,,,,,,,,,
3267,BRLE41,BRLE12,,,,0.1471,8.4008,-0.1719,,,,,nget_tx,,,253.0,,,,,,,,,,,,,,
3268,BRLE41,BRLE13,,,,0.1471,8.4008,-0.1719,,,,,nget_tx,,,253.0,,,,,,,,,,,,,,
3269,BRLE41,BRLE14,,,,0.103,7.9231,-0.0638,,,,,nget_tx,,,270.0,,,,,,,,,,,,,,
3270,BRLE41,BRLE1A,,,,0.1303,7.8698,-0.4285,,,,,nget_tx,,,263.0,,,,,,,,,,,,,,
3271,BRLE41,BRLE1B,,,,0.1303,7.8698,-0.4285,,,,,nget_tx,,,263.0,,,,,,,,,,,,,,
3272,BRWA2A,BRWA11,,,,0.167,7.9774,-0.2092,,,,,nget_tx,,,255.0,,,,,,,,,,,,,,
3273,BRWA2B,BRWA11,,,,0.167,7.9774,-0.2092,,,,,nget_tx,,,255.0,,,,,,,,,,,,,,
3274,BURW41,BURW11,,,,0.1059,8.3327,-0.671,,,,,nget_tx,,,240.0,,,,,,,,,,,,,,
3275,BURW41,BURW11,,,,0.1056,8.2208,-0.6711,,,,,nget_tx,,,240.0,,,,,,,,,,,,,,
3276,BURW41,BURW11,,,,0.1347,7.9905,-0.1259,,,,,nget_tx,,,240.0,,,,,,,,,,,,,,
3277,BUSH21,BUSH11,,,,0.1221,8.0467,-0.0391,,,,,nget_tx,,,279.0,,,,,,,,,,,,,,
3278,BUSH21,BUSH11,,,,0.1221,8.0467,-0.0391,,,,,nget_tx,,,279.0,,,,,,,,,,,,,,
3279,BUSH21,BUSH11,,,,0.1048,8.8443,-0.0335,,,,,nget_tx,,,240.0,,,,,,,,,,,,,,
3280,BUST21,BUST11,,,,0.1688,8.3316,-1.1711,,,,,nget_tx,,,279.0,,,,,,,,,,,,,,
3281,BUST21,BUST11,,,,0.1719,8.2312,-0.9928,,,,,nget_tx,,,279.0,,,,,,,,,,,,,,
3282,BUST21,BUST11,,,,0.1719,8.2312,-0.9928,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3283,BUST21,BUST11,,,,0.1688,8.3316,-1.1711,,,,,nget_tx,,,265.0,,,,,,,,,,,,,,
3284,BUST4A,BUST21,,,,0.018,1.6146,-1.5533,,,,,nget_tx,,,1100.0,,,,,,,,,,,,,,
3285,BUST4B,BUST21,,,,0.018,1.6146,-1.5533,,,,,nget_tx,,,1100.0,,,,,,,,,,,,,,
3286,CANT41,CANT13,,,,0.1509,8.2849,-0.3279,,,,,nget_tx,,,264.0,,,,,,,,,,,,,,
3287,CANT41,CANT14,,,,0.1658,8.426,-0.2939,,,,,nget_tx,,,264.0,,,,,,,,,,,,,,
3288,CAPE21,CAPE11,,,,0.1927,8.5256,-0.5357,,,,,nget_tx,,,211.0,,,,,,,,,,,,,,
3289,CAPE21,CAPE11,,,,0.1927,8.5256,-0.5357,,,,,nget_tx,,,211.0,,,,,,,,,,,,,,
3290,CAPE21,CAPE11,,,,0.196,8.3446,-0.7059,,,,,nget_tx,,,198.0,,,,,,,,,,,,,,
3291,CAPE21,CAPE1A,,,,0.1366,8.0648,-0.0471,,,,,nget_tx,,,279.0,,,,,,,,,,,,,,
3292,CAPE21,CAPE1B,,,,0.171,8.8392,-0.0268,,,,,nget_tx,,,180.0,,,,,,,,,,,,,,
3293,CAPE4A,CAPE21,,,,0.0178,1.5995,-1.2431,,,,,nget_tx,,,845.0,,,,,,,,,,,,,,
3294,CAPE4B,CAPE21,,,,0.0185,1.614,-0.5638,,,,,nget_tx,,,886.0,,,,,,,,,,,,,,
3295,CARE21,CARE11,,,,0.0918,8.7537,-0.0575,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3296,CARE21,CARE11,,,,0.0918,8.7537,-0.0575,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3297,CARR21,CARR11,,,,0.1927,8.5256,-0.5357,,,,,nget_tx,,,211.0,,,,,,,,,,,,,,
3298,CARR21,CARR11,,,,0.1681,8.3396,-1.4878,,,,,nget_tx,,,201.0,,,,,,,,,,,,,,
3299,CARR21,CARR12,,,,0.1927,8.5256,-0.5357,,,,,nget_tx,,,211.0,,,,,,,,,,,,,,
3300,CARR21,CARR12,,,,0.2264,12.2479,-0.6062,,,,,nget_tx,,,129.0,,,,,,,,,,,,,,
3301,CARR21,CARR12,,,,0.2847,12.2467,-1.4346,,,,,nget_tx,,,120.0,,,,,,,,,,,,,,
3302,CARR41,CARR11,,,,0.1372,8.0197,-0.1238,,,,,nget_tx,,,272.0,,,,,,,,,,,,,,
3303,CARR4A,CARR21,,,,0.0185,1.614,-0.5638,,,,,nget_tx,,,886.0,,,,,,,,,,,,,,
3304,CARR4B,CARR21,,,,0.0185,1.614,-0.5638,,,,,nget_tx,,,886.0,,,,,,,,,,,,,,
3305,CELL41,CELL11,,,,0.1658,8.4025,-1.5604,,,,,nget_tx,,,280.0,,,,,,,,,,,,,,
3306,CELL41,CELL11,,,,0.1307,7.9515,-0.1098,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3307,CELL41,CELL11,,,,0.1658,8.4025,-1.5604,,,,,nget_tx,,,240.0,,,,,,,,,,,,,,
3308,CELL41,CELL12,,,,0.1373,8.1976,-0.1719,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3309,CELL41,CELL12,,,,0.1658,8.4025,-1.5604,,,,,nget_tx,,,278.0,,,,,,,,,,,,,,
3310,CHIC41,CHIC11,,,,0.1471,8.4008,-0.1719,,,,,nget_tx,,,254.0,,,,,,,,,,,,,,
3311,CHIC41,CHIC11,,,,0.1471,8.4008,-0.1719,,,,,nget_tx,,,253.0,,,,,,,,,,,,,,
