,Name
1591,NNGW62
1592,IMPP31
1593,CLEH41
1594,MANN11
1595,STAL4B
1596,DEVM3-
1597,BROA1C
1598,MORF4-
1599,WHAM4A
1600,SHIN5-
1601,RACO41
1602,REDM1R
1603,SHRU2Q
1604,LOAN2Z
1605,CLYS2R
1606,JUNB1-
1607,NINF11
1608,WFIE4-
1609,SHRG1-
1610,MAYB1-
1611,FAUG1J
1612,CANT41
1613,SLKB1J
1614,DUNB3B
1615,CLAY1R
1616,TREM21
1617,PORD2Q
1618,KTDL4-
1619,NORT21
1620,MITY11
1621,WTHU4C
1622,Offshore 66 kV HV
1623,ELGI1Q
1624,CULR4-
1625,LOCB2J
1626,WALX4B
1627,CAIN2-
1628,FRIS4B
1629,LOCH5J
1630,SLOY1K
1631,NEAR2-
1632,FENW4A
1633,RACO21
1634,GRAW4A
1635,CREB2B
1636,Offshore 275kV-3
1637,HOWR2C
1638,TINP31
1639,BROC1-
1640,CRDH2K
1641,DENS1Q
1642,CROO1R
1643,BRCW2K
1644,GREM1M
1645,GLRB4-
1646,GRAW42
1647,PEWO41
1648,BRED21
1649,PERS2Q
1650,SAEN21
1651,MORF2-
1652,ORRI1Q
1653,LITB11
1654,MOSM3R
1655,MILH11
1656,HUTT11
1657,FAAR3J
1658,ENHI1-
1659,CLYN3B
1660,NLEI3A
1661,BROA3-
1662,LOCH5K
1663,SANQ3-
1664,TEAS31
1665,ELVA1-
1666,WASF2A
1667,TWNE42
1668,DUNH1S
1669,offshore converter station HV
1670,TKNO22
1671,KINA4B
1672,SHBA41
1673,AIGA1Q
1674,SPIT41
1675,GART4B
1676,KILT3A
1677,CLAY1Q
1678,SSHI22
1679,SIGH2R
1680,OWF Offshore 132kV
1681,BUST4B
1682,BUMU1Q
1683,CRDH1J
1684,CLGO2-
1685,OLDB4A
1686,LAMB2-
1687,ECCL4C
1688,WOWE41
1689,POGB3-
1690,SPIT2R
1691,HOLM1T
1692,FETT1-
1693,WLER3C
1694,KEIH3-
1695,EACO41
1696,DUNF3-
1697,LEIB4B
1698,WATS12
1699,SACO3K
1700,SHRE11
1701,GARB1S
1702,BROA1B
1703,GREN41
1704,LINS11
1705,GLRO3A
1706,WTHU31
1707,STRW31
1708,onshore converter station
1709,THUS2K
1710,HAWI1C
1711,SSBW32
1712,RAIN11
1713,HORI1-
1714,CHAR3-
1715,CUMB1R
1716,CONQ13
1717,BEAU1J
1718,KINA4A
1719,EGGB41
1720,CLYS3A
1721,FRIS4C
1722,HORI3A
1723,SLOY1J
1724,KEIS5A
1725,SLOY5L
1726,SPIT42
1727,DUNG41
1728,VGEWX3
1729,PART1R
1730,DBDW63
1731,JUNV1-
1732,BRNX4-
1733,HIGM41
1734,DISS4B
1735,NAIR3-
1736,USKM21
1737,COAN4-
1738,MOWW22
1739,WERO22
1740,STRL3P
1741,R4_1 (Offshore DC Substation)
1742,KERG1M
1743,COAL4-
1744,NORM41
1745,CAID2-
1746,GRST61
1747,LEMR11
1748,MOWE63
1749,COGA1-
1750,TOMT1J
1751,ELST21
1752,DUNF1Q
1753,MOSM3Q
1754,MOWO42
1755,ELST12
1756,MONF42
1757,BONB4-
1758,FOYE2K
1759,CUMW1-
1760,EOWF62
1761,BEDD11
1762,HARK21
1763,LING1R
1764,ENDE41
1765,HOWB21
1766,CILF2A
1767,SIZE41
1768,FERO1S
1769,PART1Q
1770,DUNB1Q
1771,BRLE13
1772,CRDH2J
1773,NORL2B
1774,SHRU3B
1775,KIBY21
1776,ENEI3-
1777,SMEA4R
1778,KINT1-
1779,TEAL2K
1780,SHRE4B
1781,ALYT2A
1782,TILB11
1783,KINB4J
1784,HUCS4-
1785,MOSS1S
1786,CLYN3D
1787,COAT3-
1788,MARH4A
1789,SJOW13
1790,RORW31
1791,RYEH12
1792,PEHERSV2
1793,CHTE11
1794,SELL11
1795,GORG3-
1796,CAAD3-
1797,HOWA21
1798,BOSW31
1799,SLOY1T
1800,HUMW11
1801,GLTA3-
1802,SCOP1-
1803,WALP41
1804,SIGH2Q
1805,THUS1J
1806,Onshore 400kV-2
1807,WIYH1-
1808,OWFD1-
1809,DEVO3-
1810,GWAW12
1811,BESW21
1812,ALNE1R
1813,YORK4B
1814,KILB1R
1815,MARM1-
1816,SUND31
1817,BOAG1R
1818,WERW31
1819,WWEY4A
1820,NOKY3B
1821,CULR2-
1822,DESA1Q
1823,NNGO42
1824,DISS4A
1825,SELL4D
1826,MILC1V
1827,FASN1B
1828,STYC12
1829,LONO12
1830,TOTT11
1831,BONN1-
1832,TKNO21
1833,FRIN4B
1834,SHIN4J
1835,Offshore 66kV-1
1836,GREG12
1837,REDS1-
1838,BHLA31
1839,PITS32
1840,ENEI1-
1841,HOWC41
1842,FWIL1R
1843,FETT2Q
1844,MILW1Q
1845,ELCH1-
1846,PRST3A
1847,CHMO1-
1848,LINO41
1849,WISD42
1850,RYEH43
1851,SPAV1R
1852,PERH11
1853,PEHERSV1
1854,WFIE1B
1855,WHIB1D
1856,WDSW11
1857,SALL11
1858,STRW18
1859,PENW11
1860,WHIB1G
1861,AMEM4B
1862,WIYH2-
1863,TEAL42
1864,KINT2J
1865,FAUG1P
1866,CITR11
1867,WHSO21
1868,FINL1Q
1869,STAH11
1870,CARR21
1871,HUMR41
1872,GRIW41
1873,FASN1A
1874,MORF22
1875,CONN1C
1876,BISW21
1877,INGA4J
1878,GLKO3J
1879,MYBS1R
1880,LAMB2T
1881,TKNE61
1882,AUCH2-
1883,BAIN1Q
1884,BEAU4-
1885,FRIN4A
1886,BBWO21
1887,INGA1K
1888,LUIC5J
1889,BROA1Q
1890,COUA3-
1891,CHSI1A
1892,STAH4A
1893,GGON13
1894,HURS21
1895,AMUL1G
1896,PEHE2T
1897,MOWO22
1898,KNOC2L
1899,HAMB4B
1900,ARMA3-
1901,GHPS3A
1902,CRSS1Y
1903,BOLN41
1904,SKLG11
1905,BRNX4R
1906,DRCR1R
1907,PEMB41
1908,BBWW32
1909,WAAO11
1910,ELLA21
1911,WWEY21
1912,GREN11
1913,BRAI4B
1914,HICL3-
1915,ORRI1R
1916,CRAI3-
1917,HEND11
1918,PORA2K
1919,WHIB1F
1920,EKIS2-
1921,STYC11
1922,KTDL1A
1923,CRSS1X
1924,KEOO1-
1925,KERG1N
1926,FALL3A
1927,CRSS1Q
1928,AREX3-
1929,LISD11
1930,KINA2J
1931,EKIL2R
1932,CRSS1K
1933,IROA11
1934,CLTO11
1935,STRB3W
1936,KERG1R
1937,EKIL2Q
1938,SFIL5-
1939,DENN2T
1940,ELCH3-
1941,TEIN1-
1942,OLDB21
1943,GREG32
1944,Offshore 66kV-2
1945,COAB3-
1946,VGWWX1
1947,WHIB1A
1948,CHUE4A
1949,TINP32
1950,WBUR11
1951,BETH1A
1952,KEIT1K
1953,HIBU41
1954,TNGF3-
1955,NHYD2A
1956,GRIF36
1957,BARW32
1958,KEAR41
1959,BONN2A
1960,ABTH21
1961,HOWW2D
1962,NORL31
1963,CLUN1Q
1964,BRIM2D
1965,QUAN1-
1966,Onshore 400kV-1
1967,ROTI4J
1968,TNGF1A
1969,FAUG2J
1970,WASF2B
1971,FAUG1K
1972,SLKB1M
1973,HAMH41
1974,NEWX4A
1975,SFEM5J
1976,GIFF3B
1977,GORG1R
1978,FASN2-
1979,BRNX4Q
1980,MILL4B
1981,NOTR12
1982,WISD2A
1983,PEHE2-
1984,THUR21
1985,CHUE4B
1986,NEIL1C
1987,BROR1Q
1988,BEAT4-
1989,BUST11
1990,CANT13
1991,CONN1J
1992,NECU1R
1993,EDIN1E
1994,PAIS1R
1995,EUCH1-
1996,COGL4J
1997,PAIS1Q
1998,KTDL3-
1999,MELG1J
2000,MOFF1-
2001,PART3-
2002,FLEE41
2003,EKIL2T
2004,BLLX1-
2005,DALL2-
2006,CRYR32
2007,BUSB2-
2008,STLE3S
2009,JUNB1A
2010,PORA3-
2011,SWAN41
2012,GRMO3C
2013,FRAS1Q
2014,GHPS3B
2015,GRIF38
2016,EACW41
2017,GRAW4B
2018,FALL3B
2019,LOCB4J
2020,KINT4K
2021,LOCH1-
2022,DIDC41
2023,LUIC5K
2024,FELL1-
2025,HARK13
2026,DYCE1T
2027,NEEP4A
2028,GRUB3-
2029,FLIB41
2030,WILL21
2031,SGRX23
2032,FINN1Q
2033,GLNI1-
2034,GLLU1R
2035,FERR21
2036,Onshore 400kv-2
2037,HARK12
2038,WTHU4F
2039,INNE1L
2040,WISH1A
2041,onshore converter platform HV
2042,BEWF1-
2043,NURS4A
2044,BETH1B
2045,BROA1A
2046,LETH3-
2047,NECH11
2048,GNSH1-
2049,COCK3-
2050,KEMS4B
2051,ELVA2Q
2052,ALCE3A
2053,COCK4R
2054,BRFO41
2055,LUMB1R
2056,KEAD4D
2057,NEWX61
2058,FETT2R
2059,MOSS1R
2060,FYRI1K
2061,GLAG1Q
2062,BEIN31
2063,PEWO2A
2064,FASN3-
2065,SLOY1A
2066,LODR62
2067,CATY3-
2068,BEAU2J
2069,THUS2J
2070,NEAR2Q
2071,SHRE4A
2072,GREM1K
2073,GHPS4-
2074,BARW31
2075,IMPP41
2076,DEWP3-
2077,BEAT21
2078,EUCH3-
2079,DBCW21
2080,LORG3-
2081,DORE12
2082,LACK61
2083,TINP22
2084,DALB2A
2085,MACC41
2086,WLEE2-
2087,NEIL2C
2088,NOTR11
2089,SWAN4B
2090,TILB43
2091,ROWD4A
2092,WDSO41
2093,GRNA1-
2094,QUOI5-
2095,KIRK21
2096,WAAW11
2097,LING3-
2098,KINT2K
2099,AYRS4-
2100,TELR3-
2101,VGEO41
2102,TILB4A
2103,BAGP2K
2104,INCE11
2105,BRFO11
2106,RATS12
2107,WFIE1A
2108,BENB1-
2109,HAWI3-
2110,WLEX3B
2111,BLYT23
2112,POPP31
2113,FOUR31
2114,STSB4B
2115,KILB1Q
2116,ELLA11
2117,BOAG3-
2118,SLOY5P
2119,GREG31
2120,GORW3-
2121,TEAL2B
2122,TEMP21
2123,HACK2B
2124,TILB4B
2125,DALM3-
2126,SJOW41
2127,CAPE1B
2128,BERB3-
2129,MEAD1-
2130,SALH11
2131,GLKO1-
2132,ROWD42
2133,KEAR31
2134,HUTT71
2135,TOMT2J
2136,BEIW31
2137,SUND41
2138,BAGP2J
2139,LAIR1D
2140,BRWA4D
2141,SGRO21
2142,FOYE2J
2143,CRUA2Q
2144,ELST11
2145,FECK41
2146,CONQ11
2147,INRU1Q
2148,FETT4Q
2149,GIFF3A
2150,BLCW3-
2151,HUER4-
2152,onshore converter platform LV
2153,AMUL1E
2154,KINT3-
2155,COUS4-
2156,BURW11
2157,BROR1-
2158,EASO4B
2159,SGRX22
2160,QUOI1Q
2161,TUMM4-
2162,ALVE41
2163,MAGA21
2164,DUNG21
2165,REDS3-
2166,FASI1-
2167,ARNI1J
2168,THUS1L
2169,SSAW32
2170,Offshore AC Platform HV
2171,CREB22
2172,TODP61
2173,WMEL12
2174,COGL4-
2175,DBCW64
2176,GARB1Q
2177,LACK41
2178,WDSO12
2179,CREB42
2180,THUR2A
2181,ORRI1T
2182,NEIL1-
2183,LAMF3-
2184,KIOR1R
2185,ARDK3K
2186,RACO22
2187,NEIL2-
2188,LAMB4T
2189,CRYR31
2190,PENI4A
2191,ROCH21
2192,WHTB1T
2193,LINO12
2194,VIKE3K
2195,LINM1R
2196,WDSO11
2197,SELL13
2198,DUNO1Q
2199,DYCE1Q
2200,DUDH3-
2201,TONG1R
2202,BRST42
2203,COVE11
2204,FERR11
2205,FALL4-
2206,KIER3-
2207,Onshore 220Kv-2
2208,EKIS3A
2209,BEIN11
2210,onshore converter station LV
2211,GRAI11
2212,ARNI1Q
2213,FFES21
2214,FECK21
2215,STOB41
2216,SMEA2-
2217,STHA4A
2218,HIGM21
2219,LOCL1Q
2220,WHLL3-
2221,TADT2B
2222,HUNE42
2223,BLLX3-
2224,FWIL3-
2225,FIDD3-
2226,MAHI2-
2227,HOWW6F
2228,BEAU1R
2229,BRAI11
2230,DBBW31
2231,KINT1U
2232,GIFF2Q
2233,ARMA1-
2234,PEHS5-
2235,DENN2-
2236,FOUX41
2237,THOW32
2238,LYND1R
2239,BLKS3-
2240,WYLA42
2241,BOLN11
2242,BARK21
2243,NNGO21
2244,DYCE1U
2245,HOWW2F
2246,CHSI11
2247,GANW32
2248,KEAD4C
2249,RORE11
2250,CREA1-
2251,EKIL2S
2252,CREB21
2253,SHEE11
2254,WYLF42
2255,CARR42
2256,COAL1-
2257,REJO2B
2258,ECCF1J
2259,LEGA4A
2260,NORM11
2261,RAMW3B
2262,DEWP2R
2263,SSBW31
2264,RATS11
2265,CRDH1K
2266,DEVM4-
2267,NECU1B
2268,YELL1M
2269,INVR1-
2270,EXET41
2271,PENN11
2272,KILW1R
2273,KINT1B
2274,AIKE3B
2275,FERO1-
2276,THOM42
2277,KINM2C
2278,WYLF11
2279,LEGO1Q
2280,KEIT2R
2281,COUS41
2282,DUBE4A
2283,ORMO11
2284,TUMM1K
2285,SGRW62
2286,KILW3-
2287,CUPA1R
2288,MORO22
2289,ALVE11
2290,GANW11
2291,KYPE3A
2292,BIRK11
2293,ANSU2-
2294,WATS21
2295,LETH1-
2296,NEAR2R
2297,WERW32
2298,MYBS3M
2299,WHSO2B
2300,GILB1L
2301,OBST4A
2302,DENS1R
2303,OWFD6-
2304,GLNI3-
2305,MONF2A
2306,KNOC1J
2307,STAH4B
2308,CORI3-
2309,PEHE1-
2310,STRL3R
2311,DENN1-
2312,RAYL41
2313,TEIN3-
2314,BEDD21
2315,GALN1Q
2316,MOWE62
2317,TARL1Q
2318,DBCW61
2319,LINM1Q
2320,WISH3-
2321,SALM1A
2322,BARK41
2323,ISLI11
2324,CLAY3-
2325,OFOA1T
2326,KENN3-
2327,REBR31
2328,GREG34
2329,NEWX4B
2330,WALX2A
2331,CAAD1R
2332,CREA3-
2333,MOWW62
2334,HAWP4A
2335,FETT3S
2336,STRI3-
2337,COGL4K
2338,HURS1C
2339,EARR31
2340,WADW32
2341,KILT2R
2342,WOHI3-
2343,HUNN2B
2344,AREC3B
2345,TONG5-
2346,HOWW2A
2347,WILE41
2348,Offshore 220Kv-1
2349,COYL1-
2350,FAUG1N
2351,SLKB1K
2352,KIRK2A
2353,PYLE11
2354,BOAG1P
2355,CAPE4A
2356,KENN1-
2357,GRSA21
2358,BROR4B
2359,CNBH3-
2360,DEAN1Q
2361,TOTT23
2362,KIRK11
2363,MILS3J
2364,BRLE14
2365,OSBA42
2366,ERRO1J
2367,TODP21
2368,CLYM4-
2369,TILB13
2370,STWB4R
2371,FROD21
2372,TRAW41
2373,MARH4B
2374,CREB2A
2375,INNE1Q
2376,BRIN22
2377,ALVE42
2378,IVER61
2379,SHDM1-
2380,SALM6B
2381,ALYT2B
2382,INKE1R
2383,WILT2B
2384,INNE3-
2385,STAL4A
2386,MOFF3A
2387,DRAX11
2388,WEMA4A
2389,STHA2B
2390,CLGO2A
2391,CHIC11
2392,Onshore 400kv-1
2393,HUMR31
2394,GRIW11
2395,HUMO21
2396,KINM3A
2397,HUNN2A
2398,R4_2 (Offshore DC Substation)
2399,GRAN61
2400,THAW12
2401,BRLE1B
2402,DENN4-
2403,MYBS3J
2404,THTO42
2405,SWAN4A
2406,GLGL3-
2407,CRSS2D
2408,DRAK11
2409,THOM41
2410,BLKL3A
2411,EARR21
2412,BRWA4B
2413,LUIC1Q
2414,SWAN12
2415,NEDE4K
2416,NANT5-
2417,KERG1B
2418,CELL11
2419,MILW1S
2420,BLHI2K
2421,WIMB2A
2422,STOB11
2423,KILG2-
2424,SPIT1K
2425,LOAN2R
2426,MUAI1-
2427,GGON12
2428,FWIL1Q
2429,GREG3A
2430,NECU2-
2431,WEAV71
2432,COYT1T
2433,FIDD1B
2434,DRCR1Q
2435,FINS2A
2436,HUMW31
2437,MILL42
2438,LOVE41
2439,INGA4K
2440,DBBW33
2441,MONF4A
2442,HAWI1-
2443,OCKH21
2444,SALH21
2445,KEMS41
2446,SJOW12
2447,STOC1-
2448,GREM3-
2449,HAKB1-
2450,STEN11
2451,HARM61
2452,LOCL1R
2453,AREC3A
2454,RAYM11
2455,KILL41
2456,BETH1C
2457,TOTT2B
2458,PENN21
2459,BEAT41
2460,PORA1T
2461,LALE31
2462,CLSO3-
2463,NPIC1-
2464,CRAI1P
2465,Offshore 66kV LV
2466,DESA3-
2467,COTT42
2468,HOWW6D
2469,ERSK3-
2470,MYBS1Q
2471,RORE31
2472,BROC3-
2473,NURS41
2474,LOCB1K
2475,KINO41
2476,ECLA41
2477,ELGI1M
2478,CHAS2R
2479,DBDW61
2480,KILG3B
2481,CHAR1S
2482,SFEG1T
2483,GWAW32
2484,CUMW3-
2485,NECU1C
2486,WHAM41
2487,BRID1Q
2488,HURS1B
2489,RAMW11
2490,BISW11
2491,WISD41
2492,RATS41
2493,SLOY1C
2494,MILC3-
2495,WLEX3A
2496,HUNN2D
2497,WFIB2-
2498,DONO3A
2499,SLOY1M
2500,DORE11
2501,MELK2B
2502,NNGO41
2503,RICH41
2504,LITT11
2505,GREG3B
2506,NEIL4Q
2507,ACHR1R
2508,PEWO2D
2509,HAHA3-
2510,ELVA3A
2511,KEOO5-
2512,Offshore 275kV-2
2513,BOAG1Q
2514,NECT4B
2515,MIDD42
2516,GWYO11
2517,Onshore 66 kV HV
2518,WOWE42
2519,YELL1N
2520,COAT2R
2521,CRSS2C
2522,EASO4A
2523,CARR11
2524,CORI1Q
2525,ERRO5J
2526,CUMH3-
2527,TILB42
2528,CRYR1A
2529,CHAR1R
2530,CLAU1-
2531,BREE1-
2532,NOKY1-
2533,HAMH2A
2534,HOWW2B
2535,ALDW21
2536,CAMA12
2537,MYBS1S
2538,SHIN1-
2539,RORW11
2540,INVB2B
2541,BEAU1Q
2542,TOTT2A
2543,WMEL21
2544,BEDD23
2545,KERG1P
2546,INWI1R
2547,MUAI3B
2548,RYHA4B
2549,DUDH1R
2550,TEAL2S
2551,IRON41
2552,DBDW64
2553,RYEH13
2554,PUDM41
2555,MOFF3-
2556,GLNU1-
2557,EARR22
2558,PENT41
2559,TELR1Q
2560,DOUN41
2561,NEDE2J
2562,BRFO12
2563,KAIM3B
2564,INNE1R
2565,KILO1-
2566,HLND1-
2567,MILC1R
2568,KINC2-
2569,LOAW11
2570,CLOI1-
2571,CEAN5-
2572,BLKL1A
2573,EASO41
2574,DUMF3B
2575,SGRX21
2576,SIZE1B
2577,CLGO3-
2578,GLMU3-
2579,INVE1J
2580,LOCL1T
2581,GARE1T
2582,COWL12
2583,BLHI4R
2584,NURS11
2585,WHIB1H
2586,ALNE1Q
2587,BRLE11
2588,EKIS3B
2589,SACO1Q
2590,STRB2-
2591,GWBW31
2592,COUS42
2593,PEWO4B
2594,TARL1R
2595,PENN4B
2596,PEMB11
2597,BAGB21
2598,WIMB21
2599,MONF41
2600,CORI3J
2601,LING1Q
2602,DOUN2-
2603,BRFO42
2604,MOSH5J
2605,WIEN2B
2606,Offshore 220kV-2
2607,FAUG1M
2608,ARDK1-
2609,LEGO1R
2610,DWEX3-
2611,KEAD11
2612,NFLE11
2613,WHAM4B
2614,COWT2A
2615,CHSI21
2616,WHSO2A
2617,CRSS2B
2618,PENM4A
2619,MONF21
2620,WHIB1E
2621,GWBW12
2622,Onshore 132 kV HV
2623,THUS3-
2624,NEOF40
2625,THTO44
2626,STWB4Q
2627,ORRI5-
2628,GLRO3B
2629,BRWA2A
2630,CHTE12
2631,KINM2B
2632,COYL3-
2633,SALM1B
2634,NHYD2B
2635,LAGA41
2636,CYGN3-
2637,WDSO42
2638,NORM1A
2639,PENT11
2640,ABED1-
2641,HACK61
2642,HARE3A
2643,DBCW63
2644,SALM1D
2645,CLUN5K
2646,WLEE3C
2647,TOTT24
2648,HARG41
2649,RYHA4A
2650,LEVE3-
2651,KILG3C
2652,WALH41
