,GSP,DemandPk,DemandAM,DemandPM
272,COAT,58.114,18.694000000000003,39.325
273,COCK,47.789,15.600999999999999,33.461
274,CONQA1,217.087,152.397,170.176
275,COUA_P,23.218000000000004,8.522,13.245999999999999
276,COVE_1,440.42,134.415,215.383
277,COWL_1,487.97,194.02599999999998,274.288
278,COYL,49.285,31.363999999999997,67.105
279,CRAI_P,26.188000000000002,12.253,16.97
280,CREB_1,459.895,134.79500000000002,228.64600000000002
281,CUMB,41.147999999999996,15.578,33.879999999999995
282,CUPA,53.601,15.523,35.208
283,CURR,11.789,3.396,7.509
284,DALL_P,0.0,0.0,0.0
285,DALM3,33.775999999999996,15.722999999999999,32.652
286,DEVM,25.802999999999997,10.202,21.594
287,DEVO,53.997,19.087,40.054
288,DEWP,53.692,22.7,47.884
289,DOUN_P,11.035,2.364,3.1369999999999996
290,DRAK_1,167.523,61.844,88.768
291,DRAX_1,113.182,39.128,46.98
292,DRCR,19.323999999999998,11.288,23.326
293,DRUM,63.485,17.265,35.589
294,DUBE_P,0.05,0.044,0.057999999999999996
295,DUDH_P,41.175,12.635,17.526
296,DUGR_P,5.446,0.13699999999999998,0.552
297,DUNB,0.0,0.0,0.0
298,DUNB_A,15.85643,13.95931,29.47139
299,DUNB_B,6.476570000000001,5.70169,12.03761
300,DUNF,34.281,9.572,20.240000000000002
301,DUNO_P,10.902,6.325,8.754999999999999
302,DYCE_P,29.996000000000002,11.456,16.336
303,EALI_6,191.09199999999998,65.672,89.196
304,EASO_1,218.954,80.114,242.01
305,EAST,0.0,0.0,0.0
306,ECCL,24.132,13.831,29.353
307,ECLA_1,343.478,122.53,200.176
308,EERH,76.656,18.131,39.396
309,EKIL,47.221000000000004,16.694,34.512
310,EKIS,30.531,27.952,56.634
311,ELDE,32.698,7.443,15.389999999999999
312,ELGI_P,43.477000000000004,13.844999999999999,18.758
313,ELLA_1,304.066,93.801,136.811
314,ELST_1,438.67999999999995,65.109,127.05199999999999
315,ENDE_1,448.776,146.21099999999998,210.45
316,ERSK,21.036,8.103,16.986
317,EXET1,315.763,101.458,145.486
318,FASN_P,1.679,6.741,8.974
319,FAUG_P,5.634,7.961,10.860999999999999
320,FAWL_1,178.70499999999998,124.03299999999999,123.369
321,FECK_6,348.589,99.929,169.96800000000002
322,FERRA2,86.645,31.069000000000003,42.047
323,FERRB1,0.0,0.0,0.0
324,FERRB_M,112.707,23.564999999999998,53.822
325,FETT_P,0.0,0.0,0.0
326,FIDD_P,14.175,21.388,29.225
327,FIDF_1,334.51800000000003,88.646,152.019
328,FINN,23.969,15.186,31.950000000000003
329,FLEE_1,702.595,272.04,398.764
330,FOUR_1,24.986,17.571,12.497
331,FRAS_P,18.872,5.824999999999999,7.997
332,FROD_1,236.33,105.62,142.51
333,FWIL_P,28.794,40.473,54.724
334,GALA,33.972,22.753,48.126000000000005
335,GIFF,61.957,14.256,30.176
336,GLEF_P,0.0,0.0,0.0
337,GLLE,0.0,0.0,0.0
338,GLLU,20.112000000000002,20.974,44.18299999999999
339,GLNI,19.999,3.501,7.492999999999999
340,GLRO,29.701999999999998,11.67,24.237000000000002
341,GORG,26.753,10.854,22.344
342,GOVA,33.451,12.661000000000001,26.674
343,GREE_H,31.615,14.29,15.715
344,GREN_1,631.1859999999999,195.255,345.74199999999996
345,GRIW_1,203.849,134.16899999999998,226.618
346,GRUB_P,19.173,10.744,15.459
347,G_EXTRA_1,0.0,0.0,0.0
348,G_EXTRA_10,27.621000000000002,4.748,10.356
349,G_EXTRA_11,22.544,7.396,15.578
350,G_EXTRA_14,0.0,0.0,0.0
351,G_EXTRA_15,8.38175,6.5757900000000005,14.06171
352,G_EXTRA_16,19.23138,0.27342,1.18314
